mu,n,m,alpha,mutation_operator,diversity_threshold,diversity_operator,generations,max_generations,diversity,fitness,opt,starting_robustness,ending_robustness,generation_ratio
2,10,1,0.6,XRAI_0.10,0.85,sum,7.54,400.0,0.914,1.94,0.66,0.12,0.26,0.01885
2,10,1,0.6,XRAI_0.10,0.9,eucl,7.54,400.0,0.914,1.94,0.66,0.12,0.26,0.01885
2,10,1,0.6,XRAI_0.10,0.9,sum,7.54,400.0,0.914,1.94,0.66,0.12,0.26,0.01885
2,10,1,0.6,XRAI_0.10,0.95,eucl,11.02,400.0,1.0,2.42,0.66,0.12,0.24,0.027549999999999998
2,10,1,0.6,XRAI_0.10,0.95,sum,11.02,400.0,1.0,2.42,0.66,0.12,0.24,0.027549999999999998
2,10,1,0.6,XRAI_0.10,1.0,eucl,11.02,400.0,1.0,2.42,0.66,0.12,0.24,0.027549999999999998
2,10,1,0.6,XRAI_0.10,1.0,sum,11.02,400.0,1.0,2.42,0.66,0.12,0.24,0.027549999999999998
2,10,1,0.6,XRAI_1.00,0.0,eucl,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,0.6,XRAI_1.00,0.0,sum,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,0.6,XRAI_1.00,0.05,eucl,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,0.6,XRAI_1.00,0.05,sum,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,0.6,XRAI_1.00,0.1,eucl,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,0.6,XRAI_1.00,0.1,sum,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,0.6,XRAI_1.00,0.15,eucl,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,0.6,XRAI_1.00,0.15,sum,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,0.6,XRAI_1.00,0.2,eucl,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,0.6,XRAI_1.00,0.2,sum,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,0.6,XRAI_1.00,0.25,eucl,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,0.6,XRAI_1.00,0.25,sum,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,0.6,XRAI_1.00,0.3,eucl,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,0.6,XRAI_1.00,0.3,sum,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,0.6,XRAI_1.00,0.35,eucl,1.72,400.0,0.6,0.86,0.66,0.12,0.26,0.0043
2,10,1,0.6,XRAI_1.00,0.35,sum,1.72,400.0,0.6,0.86,0.66,0.12,0.26,0.0043
2,10,1,0.6,XRAI_1.00,0.4,eucl,1.72,400.0,0.6,0.86,0.66,0.12,0.26,0.0043
2,10,1,0.6,XRAI_1.00,0.4,sum,1.72,400.0,0.6,0.86,0.66,0.12,0.26,0.0043
2,10,1,0.6,XRAI_1.00,0.45,eucl,1.78,400.0,0.622,0.92,0.66,0.12,0.26,0.00445
2,10,1,0.6,XRAI_1.00,0.45,sum,1.78,400.0,0.622,0.92,0.66,0.12,0.26,0.00445
2,10,1,0.6,XRAI_1.00,0.5,eucl,1.78,400.0,0.622,0.92,0.66,0.12,0.26,0.00445
2,10,1,0.6,XRAI_1.00,0.5,sum,1.78,400.0,0.622,0.92,0.66,0.12,0.26,0.00445
2,10,1,0.6,XRAI_1.00,0.55,eucl,2.2,400.0,0.688,1.08,0.66,0.12,0.26,0.0055000000000000005
2,10,1,0.6,XRAI_1.00,0.55,sum,2.2,400.0,0.688,1.08,0.66,0.12,0.26,0.0055000000000000005
2,10,1,0.6,XRAI_1.00,0.6,eucl,2.2,400.0,0.688,1.08,0.66,0.12,0.26,0.0055000000000000005
2,10,1,0.6,XRAI_1.00,0.6,sum,2.2,400.0,0.688,1.08,0.66,0.12,0.26,0.0055000000000000005
2,10,1,0.6,XRAI_1.00,0.65,eucl,2.8,400.0,0.768,1.54,0.66,0.12,0.24,0.006999999999999999
2,10,1,0.6,XRAI_1.00,0.65,sum,2.8,400.0,0.768,1.54,0.66,0.12,0.24,0.006999999999999999
2,10,1,0.6,XRAI_1.00,0.7,eucl,2.8,400.0,0.768,1.54,0.66,0.12,0.24,0.006999999999999999
2,10,1,0.6,XRAI_1.00,0.7,sum,2.8,400.0,0.768,1.54,0.66,0.12,0.24,0.006999999999999999
2,10,1,0.6,XRAI_1.00,0.75,eucl,3.7,400.0,0.86,1.68,0.66,0.12,0.24,0.009250000000000001
2,10,1,0.6,XRAI_1.00,0.75,sum,3.7,400.0,0.86,1.68,0.66,0.12,0.24,0.009250000000000001
2,10,1,0.6,XRAI_1.00,0.8,eucl,3.7,400.0,0.86,1.68,0.66,0.12,0.24,0.009250000000000001
2,10,1,0.6,XRAI_1.00,0.8,sum,3.7,400.0,0.86,1.68,0.66,0.12,0.24,0.009250000000000001
2,10,1,0.6,XRAI_1.00,0.85,eucl,4.72,400.0,0.9279999999999999,2.1,0.66,0.12,0.26,0.0118
2,10,1,0.6,XRAI_1.00,0.85,sum,4.72,400.0,0.9279999999999999,2.1,0.66,0.12,0.26,0.0118
2,10,1,0.6,XRAI_1.00,0.9,eucl,4.72,400.0,0.9279999999999999,2.1,0.66,0.12,0.26,0.0118
2,10,1,0.6,XRAI_1.00,0.9,sum,4.72,400.0,0.9279999999999999,2.1,0.66,0.12,0.26,0.0118
2,10,1,0.6,XRAI_1.00,0.95,eucl,7.52,400.0,1.0,2.52,0.66,0.12,0.18,0.018799999999999997
2,10,1,0.6,XRAI_1.00,0.95,sum,7.52,400.0,1.0,2.52,0.66,0.12,0.18,0.018799999999999997
2,10,1,0.6,XRAI_1.00,1.0,eucl,7.52,400.0,1.0,2.52,0.66,0.12,0.18,0.018799999999999997
2,10,1,0.6,XRAI_1.00,1.0,sum,7.52,400.0,1.0,2.52,0.66,0.12,0.18,0.018799999999999997
2,10,1,0.6,XRAI_1.50,0.0,eucl,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,0.6,XRAI_1.50,0.0,sum,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,0.6,XRAI_1.50,0.05,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.05,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.1,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.1,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.15,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.15,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.2,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.2,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.25,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.25,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.3,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.3,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,0.6,XRAI_1.50,0.35,eucl,1.52,400.0,0.618,0.76,0.66,0.12,0.22,0.0038
2,10,1,0.6,XRAI_1.50,0.35,sum,1.52,400.0,0.618,0.76,0.66,0.12,0.22,0.0038
2,10,1,0.6,XRAI_1.50,0.4,eucl,1.52,400.0,0.618,0.76,0.66,0.12,0.22,0.0038
2,10,1,0.6,XRAI_1.50,0.4,sum,1.52,400.0,0.618,0.76,0.66,0.12,0.22,0.0038
2,10,1,0.6,XRAI_1.50,0.45,eucl,1.62,400.0,0.66,0.86,0.66,0.12,0.22,0.004050000000000001
2,10,1,0.6,XRAI_1.50,0.45,sum,1.62,400.0,0.66,0.86,0.66,0.12,0.22,0.004050000000000001
2,10,1,0.6,XRAI_1.50,0.5,eucl,1.62,400.0,0.66,0.86,0.66,0.12,0.22,0.004050000000000001
2,10,1,0.6,XRAI_1.50,0.5,sum,1.62,400.0,0.66,0.86,0.66,0.12,0.22,0.004050000000000001
2,10,1,0.6,XRAI_1.50,0.55,eucl,2.06,400.0,0.76,1.04,0.66,0.12,0.22,0.00515
2,10,1,0.6,XRAI_1.50,0.55,sum,2.06,400.0,0.76,1.04,0.66,0.12,0.22,0.00515
2,10,1,0.6,XRAI_1.50,0.6,eucl,2.06,400.0,0.76,1.04,0.66,0.12,0.22,0.00515
2,10,1,0.6,XRAI_1.50,0.6,sum,2.06,400.0,0.76,1.04,0.66,0.12,0.22,0.00515
2,10,1,0.6,XRAI_1.50,0.65,eucl,2.4,400.0,0.8059999999999999,1.24,0.66,0.12,0.22,0.006
2,10,1,0.6,XRAI_1.50,0.65,sum,2.4,400.0,0.8059999999999999,1.24,0.66,0.12,0.22,0.006
2,10,1,0.6,XRAI_1.50,0.7,eucl,2.4,400.0,0.8059999999999999,1.24,0.66,0.12,0.22,0.006
2,10,1,0.6,XRAI_1.50,0.7,sum,2.4,400.0,0.8059999999999999,1.24,0.66,0.12,0.22,0.006
2,10,1,0.6,XRAI_1.50,0.75,eucl,2.9,400.0,0.8560000000000001,1.44,0.66,0.12,0.2,0.0072499999999999995
2,10,1,0.6,XRAI_1.50,0.75,sum,2.9,400.0,0.8560000000000001,1.44,0.66,0.12,0.2,0.0072499999999999995
2,10,1,0.6,XRAI_1.50,0.8,eucl,2.9,400.0,0.8560000000000001,1.44,0.66,0.12,0.2,0.0072499999999999995
2,10,1,0.6,XRAI_1.50,0.8,sum,2.9,400.0,0.8560000000000001,1.44,0.66,0.12,0.2,0.0072499999999999995
2,10,1,0.6,XRAI_1.50,0.85,eucl,3.94,400.0,0.924,1.74,0.66,0.12,0.26,0.00985
2,10,1,0.6,XRAI_1.50,0.85,sum,3.94,400.0,0.924,1.74,0.66,0.12,0.26,0.00985
2,10,1,0.6,XRAI_1.50,0.9,eucl,3.94,400.0,0.924,1.74,0.66,0.12,0.26,0.00985
2,10,1,0.6,XRAI_1.50,0.9,sum,3.94,400.0,0.924,1.74,0.66,0.12,0.26,0.00985
2,10,1,0.6,XRAI_1.50,0.95,eucl,6.68,400.0,1.0,2.0,0.66,0.12,0.16,0.0167
2,10,1,0.6,XRAI_1.50,0.95,sum,6.68,400.0,1.0,2.0,0.66,0.12,0.16,0.0167
2,10,1,0.6,XRAI_1.50,1.0,eucl,6.68,400.0,1.0,2.0,0.66,0.12,0.16,0.0167
2,10,1,0.6,XRAI_1.50,1.0,sum,6.68,400.0,1.0,2.0,0.66,0.12,0.16,0.0167
2,10,1,1.0,1RAI,0.0,eucl,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,1.0,1RAI,0.0,sum,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,1.0,1RAI,0.05,eucl,1.06,400.0,0.278,0.66,0.66,0.12,0.2,0.00265
2,10,1,1.0,1RAI,0.05,sum,1.06,400.0,0.278,0.66,0.66,0.12,0.2,0.00265
2,10,1,1.0,1RAI,0.1,eucl,1.06,400.0,0.278,0.66,0.66,0.12,0.2,0.00265
2,10,1,1.0,1RAI,0.1,sum,1.06,400.0,0.278,0.66,0.66,0.12,0.2,0.00265
2,10,1,1.0,1RAI,0.15,eucl,1.06,400.0,0.278,0.66,0.66,0.12,0.2,0.00265
2,10,1,1.0,1RAI,0.15,sum,1.06,400.0,0.278,0.66,0.66,0.12,0.2,0.00265
2,10,1,1.0,1RAI,0.2,eucl,1.32,400.0,0.326,0.7,0.66,0.12,0.2,0.0033
2,10,1,1.0,1RAI,0.2,sum,1.32,400.0,0.326,0.7,0.66,0.12,0.2,0.0033
2,10,1,1.0,1RAI,0.25,eucl,1.32,400.0,0.326,0.7,0.66,0.12,0.2,0.0033
2,10,1,1.0,1RAI,0.25,sum,1.32,400.0,0.326,0.7,0.66,0.12,0.2,0.0033
2,10,1,1.0,1RAI,0.3,eucl,1.32,400.0,0.326,0.7,0.66,0.12,0.2,0.0033
2,10,1,1.0,1RAI,0.3,sum,1.32,400.0,0.326,0.7,0.66,0.12,0.2,0.0033
2,10,1,1.0,1RAI,0.35,eucl,2.46,400.0,0.514,0.88,0.66,0.12,0.24,0.00615
2,10,1,1.0,1RAI,0.35,sum,2.46,400.0,0.514,0.88,0.66,0.12,0.24,0.00615
2,10,1,1.0,1RAI,0.4,eucl,2.46,400.0,0.514,0.88,0.66,0.12,0.24,0.00615
2,10,1,1.0,1RAI,0.4,sum,2.46,400.0,0.514,0.88,0.66,0.12,0.24,0.00615
2,10,1,1.0,1RAI,0.45,eucl,2.72,400.0,0.55,0.92,0.66,0.12,0.24,0.0068000000000000005
2,10,1,1.0,1RAI,0.45,sum,2.72,400.0,0.55,0.92,0.66,0.12,0.24,0.0068000000000000005
2,10,1,1.0,1RAI,0.5,eucl,2.72,400.0,0.55,0.92,0.66,0.12,0.24,0.0068000000000000005
2,10,1,1.0,1RAI,0.5,sum,2.72,400.0,0.55,0.92,0.66,0.12,0.24,0.0068000000000000005
2,10,1,1.0,1RAI,0.55,eucl,3.54,400.0,0.6459999999999999,1.2,0.66,0.12,0.26,0.00885
2,10,1,1.0,1RAI,0.55,sum,3.54,400.0,0.6459999999999999,1.2,0.66,0.12,0.26,0.00885
2,10,1,1.0,1RAI,0.6,eucl,3.54,400.0,0.6459999999999999,1.2,0.66,0.12,0.26,0.00885
2,10,1,1.0,1RAI,0.6,sum,3.54,400.0,0.6459999999999999,1.2,0.66,0.12,0.26,0.00885
2,10,1,1.0,1RAI,0.65,eucl,4.76,400.0,0.752,1.36,0.66,0.12,0.26,0.011899999999999999
2,10,1,1.0,1RAI,0.65,sum,4.76,400.0,0.752,1.36,0.66,0.12,0.26,0.011899999999999999
2,10,1,1.0,1RAI,0.7,eucl,4.76,400.0,0.752,1.36,0.66,0.12,0.26,0.011899999999999999
2,10,1,1.0,1RAI,0.7,sum,4.76,400.0,0.752,1.36,0.66,0.12,0.26,0.011899999999999999
2,10,1,1.0,1RAI,0.75,eucl,5.58,400.0,0.8240000000000001,1.52,0.66,0.12,0.28,0.01395
2,10,1,1.0,1RAI,0.75,sum,5.58,400.0,0.8240000000000001,1.52,0.66,0.12,0.28,0.01395
2,10,1,1.0,1RAI,0.8,eucl,5.58,400.0,0.8240000000000001,1.52,0.66,0.12,0.28,0.01395
2,10,1,1.0,1RAI,0.8,sum,5.58,400.0,0.8240000000000001,1.52,0.66,0.12,0.28,0.01395
2,10,1,1.0,1RAI,0.85,eucl,7.7,400.0,0.9079999999999999,1.82,0.66,0.12,0.28,0.01925
2,10,1,1.0,1RAI,0.85,sum,7.7,400.0,0.9079999999999999,1.82,0.66,0.12,0.28,0.01925
2,10,1,1.0,1RAI,0.9,eucl,7.7,400.0,0.9079999999999999,1.82,0.66,0.12,0.28,0.01925
2,10,1,1.0,1RAI,0.9,sum,7.7,400.0,0.9079999999999999,1.82,0.66,0.12,0.28,0.01925
2,10,1,1.0,1RAI,0.95,eucl,12.38,400.0,1.0,2.06,0.66,0.12,0.32,0.030950000000000002
2,10,1,1.0,1RAI,0.95,sum,12.38,400.0,1.0,2.06,0.66,0.12,0.32,0.030950000000000002
2,10,1,1.0,1RAI,1.0,eucl,12.38,400.0,1.0,2.06,0.66,0.12,0.32,0.030950000000000002
2,10,1,1.0,1RAI,1.0,sum,12.38,400.0,1.0,2.06,0.66,0.12,0.32,0.030950000000000002
2,10,1,1.0,XRAI_0.10,0.0,eucl,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,1.0,XRAI_0.10,0.0,sum,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,1.0,XRAI_0.10,0.05,eucl,1.06,400.0,0.31,0.66,0.66,0.12,0.14,0.00265
2,10,1,1.0,XRAI_0.10,0.05,sum,1.06,400.0,0.31,0.66,0.66,0.12,0.14,0.00265
2,10,1,1.0,XRAI_0.10,0.1,eucl,1.06,400.0,0.31,0.66,0.66,0.12,0.14,0.00265
2,10,1,1.0,XRAI_0.10,0.1,sum,1.06,400.0,0.31,0.66,0.66,0.12,0.14,0.00265
2,10,1,1.0,XRAI_0.10,0.15,eucl,1.06,400.0,0.31,0.66,0.66,0.12,0.14,0.00265
2,10,1,1.0,XRAI_0.10,0.15,sum,1.06,400.0,0.31,0.66,0.66,0.12,0.14,0.00265
2,10,1,1.0,XRAI_0.10,0.2,eucl,1.16,400.0,0.33399999999999996,0.7,0.66,0.12,0.14,0.0029
2,10,1,1.0,XRAI_0.10,0.2,sum,1.16,400.0,0.33399999999999996,0.7,0.66,0.12,0.14,0.0029
2,10,1,1.0,XRAI_0.10,0.25,eucl,1.16,400.0,0.33399999999999996,0.7,0.66,0.12,0.14,0.0029
2,10,1,1.0,XRAI_0.10,0.25,sum,1.16,400.0,0.33399999999999996,0.7,0.66,0.12,0.14,0.0029
2,10,1,1.0,XRAI_0.10,0.3,eucl,1.16,400.0,0.33399999999999996,0.7,0.66,0.12,0.14,0.0029
2,10,1,1.0,XRAI_0.10,0.3,sum,1.16,400.0,0.33399999999999996,0.7,0.66,0.12,0.14,0.0029
2,10,1,1.0,XRAI_0.10,0.35,eucl,2.16,400.0,0.504,0.84,0.66,0.12,0.18,0.0054
2,10,1,1.0,XRAI_0.10,0.35,sum,2.16,400.0,0.504,0.84,0.66,0.12,0.18,0.0054
2,10,1,1.0,XRAI_0.10,0.4,eucl,2.16,400.0,0.504,0.84,0.66,0.12,0.18,0.0054
2,10,1,1.0,XRAI_0.10,0.4,sum,2.16,400.0,0.504,0.84,0.66,0.12,0.18,0.0054
2,10,1,1.0,XRAI_0.10,0.45,eucl,2.42,400.0,0.536,0.88,0.66,0.12,0.18,0.00605
2,10,1,1.0,XRAI_0.10,0.45,sum,2.42,400.0,0.536,0.88,0.66,0.12,0.18,0.00605
2,10,1,1.0,XRAI_0.10,0.5,eucl,2.42,400.0,0.536,0.88,0.66,0.12,0.18,0.00605
2,10,1,1.0,XRAI_0.10,0.5,sum,2.42,400.0,0.536,0.88,0.66,0.12,0.18,0.00605
2,10,1,1.0,XRAI_0.10,0.55,eucl,3.32,400.0,0.648,1.12,0.66,0.12,0.2,0.0083
2,10,1,1.0,XRAI_0.10,0.55,sum,3.32,400.0,0.648,1.12,0.66,0.12,0.2,0.0083
2,10,1,1.0,XRAI_0.10,0.6,eucl,3.32,400.0,0.648,1.12,0.66,0.12,0.2,0.0083
2,10,1,1.0,XRAI_0.10,0.6,sum,3.32,400.0,0.648,1.12,0.66,0.12,0.2,0.0083
2,10,1,1.0,XRAI_0.10,0.65,eucl,4.32,400.0,0.7339999999999999,1.28,0.66,0.12,0.18,0.0108
2,10,1,1.0,XRAI_0.10,0.65,sum,4.32,400.0,0.7339999999999999,1.28,0.66,0.12,0.18,0.0108
2,10,1,1.0,XRAI_0.10,0.7,eucl,4.32,400.0,0.7339999999999999,1.28,0.66,0.12,0.18,0.0108
2,10,1,1.0,XRAI_0.10,0.7,sum,4.32,400.0,0.7339999999999999,1.28,0.66,0.12,0.18,0.0108
2,10,1,1.0,XRAI_0.10,0.75,eucl,5.86,400.0,0.85,1.8,0.66,0.12,0.26,0.014650000000000002
2,10,1,1.0,XRAI_0.10,0.75,sum,5.86,400.0,0.85,1.8,0.66,0.12,0.26,0.014650000000000002
2,10,1,1.0,XRAI_0.10,0.8,eucl,5.86,400.0,0.85,1.8,0.66,0.12,0.26,0.014650000000000002
2,10,1,1.0,XRAI_0.10,0.8,sum,5.86,400.0,0.85,1.8,0.66,0.12,0.26,0.014650000000000002
2,10,1,1.0,XRAI_0.10,0.85,eucl,7.34,400.0,0.9179999999999999,1.98,0.66,0.12,0.26,0.018349999999999998
2,10,1,1.0,XRAI_0.10,0.85,sum,7.34,400.0,0.9179999999999999,1.98,0.66,0.12,0.26,0.018349999999999998
2,10,1,1.0,XRAI_0.10,0.9,eucl,7.34,400.0,0.9179999999999999,1.98,0.66,0.12,0.26,0.018349999999999998
2,10,1,1.0,XRAI_0.10,0.9,sum,7.34,400.0,0.9179999999999999,1.98,0.66,0.12,0.26,0.018349999999999998
2,10,1,1.0,XRAI_0.10,0.95,eucl,10.48,400.0,1.0,2.44,0.66,0.12,0.26,0.0262
2,10,1,1.0,XRAI_0.10,0.95,sum,10.48,400.0,1.0,2.44,0.66,0.12,0.26,0.0262
2,10,1,1.0,XRAI_0.10,1.0,eucl,10.48,400.0,1.0,2.44,0.66,0.12,0.26,0.0262
2,10,1,1.0,XRAI_0.10,1.0,sum,10.48,400.0,1.0,2.44,0.66,0.12,0.26,0.0262
2,10,1,1.0,XRAI_1.00,0.0,eucl,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,1.0,XRAI_1.00,0.0,sum,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,1.0,XRAI_1.00,0.05,eucl,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,1.0,XRAI_1.00,0.05,sum,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,1.0,XRAI_1.00,0.1,eucl,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,1.0,XRAI_1.00,0.1,sum,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,1.0,XRAI_1.00,0.15,eucl,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,1.0,XRAI_1.00,0.15,sum,1.02,400.0,0.412,0.66,0.66,0.12,0.24,0.00255
2,10,1,1.0,XRAI_1.00,0.2,eucl,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,1.0,XRAI_1.00,0.2,sum,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,1.0,XRAI_1.00,0.25,eucl,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,1.0,XRAI_1.00,0.25,sum,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,1.0,XRAI_1.00,0.3,eucl,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,1.0,XRAI_1.00,0.3,sum,1.08,400.0,0.43,0.68,0.66,0.12,0.24,0.0027
2,10,1,1.0,XRAI_1.00,0.35,eucl,1.72,400.0,0.6,0.86,0.66,0.12,0.26,0.0043
2,10,1,1.0,XRAI_1.00,0.35,sum,1.72,400.0,0.6,0.86,0.66,0.12,0.26,0.0043
2,10,1,1.0,XRAI_1.00,0.4,eucl,1.72,400.0,0.6,0.86,0.66,0.12,0.26,0.0043
2,10,1,1.0,XRAI_1.00,0.4,sum,1.72,400.0,0.6,0.86,0.66,0.12,0.26,0.0043
2,10,1,1.0,XRAI_1.00,0.45,eucl,1.78,400.0,0.622,0.92,0.66,0.12,0.26,0.00445
2,10,1,1.0,XRAI_1.00,0.45,sum,1.78,400.0,0.622,0.92,0.66,0.12,0.26,0.00445
2,10,1,1.0,XRAI_1.00,0.5,eucl,1.78,400.0,0.622,0.92,0.66,0.12,0.26,0.00445
2,10,1,1.0,XRAI_1.00,0.5,sum,1.78,400.0,0.622,0.92,0.66,0.12,0.26,0.00445
2,10,1,1.0,XRAI_1.00,0.55,eucl,2.2,400.0,0.688,1.08,0.66,0.12,0.26,0.0055000000000000005
2,10,1,1.0,XRAI_1.00,0.55,sum,2.2,400.0,0.688,1.08,0.66,0.12,0.26,0.0055000000000000005
2,10,1,1.0,XRAI_1.00,0.6,eucl,2.2,400.0,0.688,1.08,0.66,0.12,0.26,0.0055000000000000005
2,10,1,1.0,XRAI_1.00,0.6,sum,2.2,400.0,0.688,1.08,0.66,0.12,0.26,0.0055000000000000005
2,10,1,1.0,XRAI_1.00,0.65,eucl,2.78,400.0,0.768,1.46,0.66,0.12,0.24,0.00695
2,10,1,1.0,XRAI_1.00,0.65,sum,2.78,400.0,0.768,1.46,0.66,0.12,0.24,0.00695
2,10,1,1.0,XRAI_1.00,0.7,eucl,2.78,400.0,0.768,1.46,0.66,0.12,0.24,0.00695
2,10,1,1.0,XRAI_1.00,0.7,sum,2.78,400.0,0.768,1.46,0.66,0.12,0.24,0.00695
2,10,1,1.0,XRAI_1.00,0.75,eucl,3.68,400.0,0.86,1.6,0.66,0.12,0.24,0.0092
2,10,1,1.0,XRAI_1.00,0.75,sum,3.68,400.0,0.86,1.6,0.66,0.12,0.24,0.0092
2,10,1,1.0,XRAI_1.00,0.8,eucl,3.68,400.0,0.86,1.6,0.66,0.12,0.24,0.0092
2,10,1,1.0,XRAI_1.00,0.8,sum,3.68,400.0,0.86,1.6,0.66,0.12,0.24,0.0092
2,10,1,1.0,XRAI_1.00,0.85,eucl,4.7,400.0,0.9279999999999999,2.02,0.66,0.12,0.26,0.01175
2,10,1,1.0,XRAI_1.00,0.85,sum,4.7,400.0,0.9279999999999999,2.02,0.66,0.12,0.26,0.01175
2,10,1,1.0,XRAI_1.00,0.9,eucl,4.7,400.0,0.9279999999999999,2.02,0.66,0.12,0.26,0.01175
2,10,1,1.0,XRAI_1.00,0.9,sum,4.7,400.0,0.9279999999999999,2.02,0.66,0.12,0.26,0.01175
2,10,1,1.0,XRAI_1.00,0.95,eucl,7.2,400.0,1.0,2.38,0.66,0.12,0.2,0.018000000000000002
2,10,1,1.0,XRAI_1.00,0.95,sum,7.2,400.0,1.0,2.38,0.66,0.12,0.2,0.018000000000000002
2,10,1,1.0,XRAI_1.00,1.0,eucl,7.2,400.0,1.0,2.38,0.66,0.12,0.2,0.018000000000000002
2,10,1,1.0,XRAI_1.00,1.0,sum,7.2,400.0,1.0,2.38,0.66,0.12,0.2,0.018000000000000002
2,10,1,1.0,XRAI_1.50,0.0,eucl,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,1.0,XRAI_1.50,0.0,sum,0.0,400.0,0.0,0.66,0.66,0.12,0.12,0.0
2,10,1,1.0,XRAI_1.50,0.05,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,1.0,XRAI_1.50,0.05,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,1.0,XRAI_1.50,0.1,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,1.0,XRAI_1.50,0.1,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,1.0,XRAI_1.50,0.15,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,1.0,XRAI_1.50,0.15,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,1.0,XRAI_1.50,0.2,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,1.0,XRAI_1.50,0.2,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,1.0,XRAI_1.50,0.25,eucl,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
2,10,1,1.0,XRAI_1.50,0.25,sum,1.02,400.0,0.474,0.66,0.66,0.12,0.22,0.00255
