mu,n,m,alpha,mutation_operator,diversity_threshold,diversity_operator,generations,max_generations,diversity,fitness,opt,starting_robustness,ending_robustness,generation_ratio
2,50,3,0.6,XRAI_1.00,0.8,eucl,17.86,10000.0,0.8116,31.16,19.06,0.06,0.12,0.001786
2,50,3,0.6,XRAI_1.00,0.8,sum,17.86,10000.0,0.8116,31.16,19.06,0.06,0.12,0.001786
2,50,3,0.6,XRAI_1.00,0.85,eucl,21.78,10000.0,0.8667999999999999,31.82,19.06,0.06,0.12,0.0021780000000000002
2,50,3,0.6,XRAI_1.00,0.85,sum,21.78,10000.0,0.8667999999999999,31.82,19.06,0.06,0.12,0.0021780000000000002
2,50,3,0.6,XRAI_1.00,0.9,eucl,26.38,10000.0,0.9084,32.3,19.06,0.06,0.12,0.0026379999999999997
2,50,3,0.6,XRAI_1.00,0.9,sum,26.38,10000.0,0.9084,32.3,19.06,0.06,0.12,0.0026379999999999997
2,50,3,0.6,XRAI_1.00,0.95,eucl,36.86,10000.0,0.964,33.76,19.06,0.06,0.12,0.003686
2,50,3,0.6,XRAI_1.00,0.95,sum,36.86,10000.0,0.964,33.76,19.06,0.06,0.12,0.003686
2,50,3,0.6,XRAI_1.00,1.0,eucl,64.82,10000.0,1.0,35.46,19.06,0.06,0.08,0.006481999999999999
2,50,3,0.6,XRAI_1.00,1.0,sum,64.82,10000.0,1.0,35.46,19.06,0.06,0.08,0.006481999999999999
2,50,3,0.6,XRAI_1.50,0.0,eucl,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,0.6,XRAI_1.50,0.0,sum,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,0.6,XRAI_1.50,0.05,eucl,1.0,10000.0,0.1344,19.06,19.06,0.06,0.06,0.0001
2,50,3,0.6,XRAI_1.50,0.05,sum,1.0,10000.0,0.1344,19.06,19.06,0.06,0.06,0.0001
2,50,3,0.6,XRAI_1.50,0.1,eucl,1.38,10000.0,0.17600000000000002,19.34,19.06,0.06,0.06,0.000138
2,50,3,0.6,XRAI_1.50,0.1,sum,1.38,10000.0,0.17600000000000002,19.34,19.06,0.06,0.06,0.000138
2,50,3,0.6,XRAI_1.50,0.15,eucl,1.72,10000.0,0.20800000000000002,19.68,19.06,0.06,0.06,0.000172
2,50,3,0.6,XRAI_1.50,0.15,sum,1.72,10000.0,0.20800000000000002,19.68,19.06,0.06,0.06,0.000172
2,50,3,0.6,XRAI_1.50,0.2,eucl,2.3,10000.0,0.27080000000000004,20.52,19.06,0.06,0.06,0.00022999999999999998
2,50,3,0.6,XRAI_1.50,0.2,sum,2.3,10000.0,0.27080000000000004,20.52,19.06,0.06,0.06,0.00022999999999999998
2,50,3,0.6,XRAI_1.50,0.25,eucl,2.76,10000.0,0.30920000000000003,21.06,19.06,0.06,0.06,0.000276
2,50,3,0.6,XRAI_1.50,0.25,sum,2.76,10000.0,0.30920000000000003,21.06,19.06,0.06,0.06,0.000276
2,50,3,0.6,XRAI_1.50,0.3,eucl,3.16,10000.0,0.33880000000000005,21.76,19.06,0.06,0.06,0.00031600000000000004
2,50,3,0.6,XRAI_1.50,0.3,sum,3.16,10000.0,0.33880000000000005,21.76,19.06,0.06,0.06,0.00031600000000000004
2,50,3,0.6,XRAI_1.50,0.35,eucl,3.92,10000.0,0.396,22.54,19.06,0.06,0.06,0.000392
2,50,3,0.6,XRAI_1.50,0.35,sum,3.92,10000.0,0.396,22.54,19.06,0.06,0.06,0.000392
2,50,3,0.6,XRAI_1.50,0.4,eucl,4.46,10000.0,0.43560000000000004,23.64,19.06,0.06,0.06,0.000446
2,50,3,0.6,XRAI_1.50,0.4,sum,4.46,10000.0,0.43560000000000004,23.64,19.06,0.06,0.06,0.000446
2,50,3,0.6,XRAI_1.50,0.45,eucl,5.38,10000.0,0.5032,24.72,19.06,0.06,0.08,0.000538
2,50,3,0.6,XRAI_1.50,0.45,sum,5.38,10000.0,0.5032,24.72,19.06,0.06,0.08,0.000538
2,50,3,0.6,XRAI_1.50,0.5,eucl,5.94,10000.0,0.5432,25.62,19.06,0.06,0.08,0.000594
2,50,3,0.6,XRAI_1.50,0.5,sum,5.94,10000.0,0.5432,25.62,19.06,0.06,0.08,0.000594
2,50,3,0.6,XRAI_1.50,0.55,eucl,6.76,10000.0,0.598,26.26,19.06,0.06,0.1,0.000676
2,50,3,0.6,XRAI_1.50,0.55,sum,6.76,10000.0,0.598,26.26,19.06,0.06,0.1,0.000676
2,50,3,0.6,XRAI_1.50,0.6,eucl,7.52,10000.0,0.6272,26.92,19.06,0.06,0.1,0.000752
2,50,3,0.6,XRAI_1.50,0.6,sum,7.52,10000.0,0.6272,26.92,19.06,0.06,0.1,0.000752
2,50,3,0.6,XRAI_1.50,0.65,eucl,9.0,10000.0,0.6828,28.14,19.06,0.06,0.1,0.0009
2,50,3,0.6,XRAI_1.50,0.65,sum,9.0,10000.0,0.6828,28.14,19.06,0.06,0.1,0.0009
2,50,3,0.6,XRAI_1.50,0.7,eucl,10.1,10000.0,0.7228,29.06,19.06,0.06,0.08,0.00101
2,50,3,0.6,XRAI_1.50,0.7,sum,10.1,10000.0,0.7228,29.06,19.06,0.06,0.08,0.00101
2,50,3,0.6,XRAI_1.50,0.75,eucl,12.22,10000.0,0.7764,30.42,19.06,0.06,0.06,0.001222
2,50,3,0.6,XRAI_1.50,0.75,sum,12.22,10000.0,0.7764,30.42,19.06,0.06,0.06,0.001222
2,50,3,0.6,XRAI_1.50,0.8,eucl,14.2,10000.0,0.8128,31.34,19.06,0.06,0.08,0.0014199999999999998
2,50,3,0.6,XRAI_1.50,0.8,sum,14.2,10000.0,0.8128,31.34,19.06,0.06,0.08,0.0014199999999999998
2,50,3,0.6,XRAI_1.50,0.85,eucl,18.16,10000.0,0.8704000000000001,32.34,19.06,0.06,0.08,0.001816
2,50,3,0.6,XRAI_1.50,0.85,sum,18.16,10000.0,0.8704000000000001,32.34,19.06,0.06,0.08,0.001816
2,50,3,0.6,XRAI_1.50,0.9,eucl,22.06,10000.0,0.9060000000000001,32.92,19.06,0.06,0.06,0.002206
2,50,3,0.6,XRAI_1.50,0.9,sum,22.06,10000.0,0.9060000000000001,32.92,19.06,0.06,0.06,0.002206
2,50,3,0.6,XRAI_1.50,0.95,eucl,33.02,10000.0,0.9620000000000001,34.48,19.06,0.06,0.04,0.0033020000000000002
2,50,3,0.6,XRAI_1.50,0.95,sum,33.02,10000.0,0.9620000000000001,34.48,19.06,0.06,0.04,0.0033020000000000002
2,50,3,0.6,XRAI_1.50,1.0,eucl,53.14,10000.0,1.0,35.04,19.06,0.06,0.06,0.005314
2,50,3,0.6,XRAI_1.50,1.0,sum,53.14,10000.0,1.0,35.04,19.06,0.06,0.06,0.005314
2,50,3,1.0,1RAI,0.0,eucl,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,1.0,1RAI,0.0,sum,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,1.0,1RAI,0.05,eucl,1.16,10000.0,0.064,19.1,19.06,0.06,0.06,0.00011599999999999999
2,50,3,1.0,1RAI,0.05,sum,1.16,10000.0,0.064,19.1,19.06,0.06,0.06,0.00011599999999999999
2,50,3,1.0,1RAI,0.1,eucl,2.44,10000.0,0.1308,19.86,19.06,0.06,0.06,0.000244
2,50,3,1.0,1RAI,0.1,sum,2.44,10000.0,0.1308,19.86,19.06,0.06,0.06,0.000244
2,50,3,1.0,1RAI,0.15,eucl,3.28,10000.0,0.17079999999999998,20.28,19.06,0.06,0.06,0.000328
2,50,3,1.0,1RAI,0.15,sum,3.28,10000.0,0.17079999999999998,20.28,19.06,0.06,0.06,0.000328
2,50,3,1.0,1RAI,0.2,eucl,4.62,10000.0,0.2316,21.36,19.06,0.06,0.06,0.000462
2,50,3,1.0,1RAI,0.2,sum,4.62,10000.0,0.2316,21.36,19.06,0.06,0.06,0.000462
2,50,3,1.0,1RAI,0.25,eucl,5.64,10000.0,0.27520000000000006,21.98,19.06,0.06,0.06,0.0005639999999999999
2,50,3,1.0,1RAI,0.25,sum,5.64,10000.0,0.27520000000000006,21.98,19.06,0.06,0.06,0.0005639999999999999
2,50,3,1.0,1RAI,0.3,eucl,6.8,10000.0,0.316,22.98,19.06,0.06,0.06,0.0006799999999999999
2,50,3,1.0,1RAI,0.3,sum,6.8,10000.0,0.316,22.98,19.06,0.06,0.06,0.0006799999999999999
2,50,3,1.0,1RAI,0.35,eucl,8.38,10000.0,0.368,24.0,19.06,0.06,0.04,0.0008380000000000001
2,50,3,1.0,1RAI,0.35,sum,8.38,10000.0,0.368,24.0,19.06,0.06,0.04,0.0008380000000000001
2,50,3,1.0,1RAI,0.4,eucl,9.7,10000.0,0.4116,24.4,19.06,0.06,0.04,0.0009699999999999999
2,50,3,1.0,1RAI,0.4,sum,9.7,10000.0,0.4116,24.4,19.06,0.06,0.04,0.0009699999999999999
2,50,3,1.0,1RAI,0.45,eucl,11.84,10000.0,0.4716,25.4,19.06,0.06,0.04,0.001184
2,50,3,1.0,1RAI,0.45,sum,11.84,10000.0,0.4716,25.4,19.06,0.06,0.04,0.001184
2,50,3,1.0,1RAI,0.5,eucl,13.46,10000.0,0.5096,26.12,19.06,0.06,0.04,0.0013460000000000002
2,50,3,1.0,1RAI,0.5,sum,13.46,10000.0,0.5096,26.12,19.06,0.06,0.04,0.0013460000000000002
2,50,3,1.0,1RAI,0.55,eucl,15.88,10000.0,0.5724,26.86,19.06,0.06,0.04,0.001588
2,50,3,1.0,1RAI,0.55,sum,15.88,10000.0,0.5724,26.86,19.06,0.06,0.04,0.001588
2,50,3,1.0,1RAI,0.6,eucl,17.62,10000.0,0.6088,27.64,19.06,0.06,0.04,0.0017620000000000001
2,50,3,1.0,1RAI,0.6,sum,17.62,10000.0,0.6088,27.64,19.06,0.06,0.04,0.0017620000000000001
2,50,3,1.0,1RAI,0.65,eucl,21.0,10000.0,0.6668000000000001,28.54,19.06,0.06,0.04,0.0021
2,50,3,1.0,1RAI,0.65,sum,21.0,10000.0,0.6668000000000001,28.54,19.06,0.06,0.04,0.0021
2,50,3,1.0,1RAI,0.7,eucl,23.58,10000.0,0.7056,29.04,19.06,0.06,0.04,0.002358
2,50,3,1.0,1RAI,0.7,sum,23.58,10000.0,0.7056,29.04,19.06,0.06,0.04,0.002358
2,50,3,1.0,1RAI,0.75,eucl,27.3,10000.0,0.7672,30.2,19.06,0.06,0.04,0.0027300000000000002
2,50,3,1.0,1RAI,0.75,sum,27.3,10000.0,0.7672,30.2,19.06,0.06,0.04,0.0027300000000000002
2,50,3,1.0,1RAI,0.8,eucl,30.88,10000.0,0.806,30.84,19.06,0.06,0.04,0.003088
2,50,3,1.0,1RAI,0.8,sum,30.88,10000.0,0.806,30.84,19.06,0.06,0.04,0.003088
2,50,3,1.0,1RAI,0.85,eucl,37.86,10000.0,0.862,32.08,19.06,0.06,0.04,0.003786
2,50,3,1.0,1RAI,0.85,sum,37.86,10000.0,0.862,32.08,19.06,0.06,0.04,0.003786
2,50,3,1.0,1RAI,0.9,eucl,43.68,10000.0,0.9028,32.52,19.06,0.06,0.04,0.004368
2,50,3,1.0,1RAI,0.9,sum,43.68,10000.0,0.9028,32.52,19.06,0.06,0.04,0.004368
2,50,3,1.0,1RAI,0.95,eucl,57.88,10000.0,0.9632,33.78,19.06,0.06,0.04,0.005788000000000001
2,50,3,1.0,1RAI,0.95,sum,57.88,10000.0,0.9632,33.78,19.06,0.06,0.04,0.005788000000000001
2,50,3,1.0,1RAI,1.0,eucl,87.48,10000.0,1.0,35.54,19.06,0.06,0.04,0.008748
2,50,3,1.0,1RAI,1.0,sum,87.48,10000.0,1.0,35.54,19.06,0.06,0.04,0.008748
2,50,3,1.0,XRAI_0.10,0.0,eucl,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,1.0,XRAI_0.10,0.0,sum,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,1.0,XRAI_0.10,0.05,eucl,1.18,10000.0,0.0652,19.24,19.06,0.06,0.06,0.000118
2,50,3,1.0,XRAI_0.10,0.05,sum,1.18,10000.0,0.0652,19.24,19.06,0.06,0.06,0.000118
2,50,3,1.0,XRAI_0.10,0.1,eucl,2.36,10000.0,0.1376,20.14,19.06,0.06,0.06,0.000236
2,50,3,1.0,XRAI_0.10,0.1,sum,2.36,10000.0,0.1376,20.14,19.06,0.06,0.06,0.000236
2,50,3,1.0,XRAI_0.10,0.15,eucl,3.1,10000.0,0.1748,20.54,19.06,0.06,0.06,0.00031
2,50,3,1.0,XRAI_0.10,0.15,sum,3.1,10000.0,0.1748,20.54,19.06,0.06,0.06,0.00031
2,50,3,1.0,XRAI_0.10,0.2,eucl,4.4,10000.0,0.2384,21.44,19.06,0.06,0.08,0.00044
2,50,3,1.0,XRAI_0.10,0.2,sum,4.4,10000.0,0.2384,21.44,19.06,0.06,0.08,0.00044
2,50,3,1.0,XRAI_0.10,0.25,eucl,5.28,10000.0,0.2808,21.98,19.06,0.06,0.08,0.000528
2,50,3,1.0,XRAI_0.10,0.25,sum,5.28,10000.0,0.2808,21.98,19.06,0.06,0.08,0.000528
2,50,3,1.0,XRAI_0.10,0.3,eucl,6.28,10000.0,0.32280000000000003,22.5,19.06,0.06,0.1,0.000628
2,50,3,1.0,XRAI_0.10,0.3,sum,6.28,10000.0,0.32280000000000003,22.5,19.06,0.06,0.1,0.000628
2,50,3,1.0,XRAI_0.10,0.35,eucl,7.7,10000.0,0.376,23.36,19.06,0.06,0.1,0.0007700000000000001
2,50,3,1.0,XRAI_0.10,0.35,sum,7.7,10000.0,0.376,23.36,19.06,0.06,0.1,0.0007700000000000001
2,50,3,1.0,XRAI_0.10,0.4,eucl,8.7,10000.0,0.4152,24.52,19.06,0.06,0.1,0.0008699999999999999
2,50,3,1.0,XRAI_0.10,0.4,sum,8.7,10000.0,0.4152,24.52,19.06,0.06,0.1,0.0008699999999999999
2,50,3,1.0,XRAI_0.10,0.45,eucl,10.38,10000.0,0.47479999999999994,25.16,19.06,0.06,0.1,0.001038
2,50,3,1.0,XRAI_0.10,0.45,sum,10.38,10000.0,0.47479999999999994,25.16,19.06,0.06,0.1,0.001038
2,50,3,1.0,XRAI_0.10,0.5,eucl,11.56,10000.0,0.514,26.2,19.06,0.06,0.1,0.0011560000000000001
2,50,3,1.0,XRAI_0.10,0.5,sum,11.56,10000.0,0.514,26.2,19.06,0.06,0.1,0.0011560000000000001
2,50,3,1.0,XRAI_0.10,0.55,eucl,13.6,10000.0,0.5672,26.3,19.06,0.06,0.1,0.0013599999999999999
2,50,3,1.0,XRAI_0.10,0.55,sum,13.6,10000.0,0.5672,26.3,19.06,0.06,0.1,0.0013599999999999999
2,50,3,1.0,XRAI_0.10,0.6,eucl,15.34,10000.0,0.614,26.98,19.06,0.06,0.1,0.001534
2,50,3,1.0,XRAI_0.10,0.6,sum,15.34,10000.0,0.614,26.98,19.06,0.06,0.1,0.001534
2,50,3,1.0,XRAI_0.10,0.65,eucl,17.54,10000.0,0.6728000000000001,28.04,19.06,0.06,0.1,0.001754
2,50,3,1.0,XRAI_0.10,0.65,sum,17.54,10000.0,0.6728000000000001,28.04,19.06,0.06,0.1,0.001754
2,50,3,1.0,XRAI_0.10,0.7,eucl,19.46,10000.0,0.7051999999999999,28.56,19.06,0.06,0.1,0.001946
2,50,3,1.0,XRAI_0.10,0.7,sum,19.46,10000.0,0.7051999999999999,28.56,19.06,0.06,0.1,0.001946
2,50,3,1.0,XRAI_0.10,0.75,eucl,23.92,10000.0,0.7648,29.68,19.06,0.06,0.1,0.002392
2,50,3,1.0,XRAI_0.10,0.75,sum,23.92,10000.0,0.7648,29.68,19.06,0.06,0.1,0.002392
2,50,3,1.0,XRAI_0.10,0.8,eucl,27.36,10000.0,0.8088,30.48,19.06,0.06,0.1,0.002736
2,50,3,1.0,XRAI_0.10,0.8,sum,27.36,10000.0,0.8088,30.48,19.06,0.06,0.1,0.002736
2,50,3,1.0,XRAI_0.10,0.85,eucl,32.94,10000.0,0.8640000000000001,31.54,19.06,0.06,0.1,0.0032939999999999996
2,50,3,1.0,XRAI_0.10,0.85,sum,32.94,10000.0,0.8640000000000001,31.54,19.06,0.06,0.1,0.0032939999999999996
2,50,3,1.0,XRAI_0.10,0.9,eucl,39.26,10000.0,0.904,33.12,19.06,0.06,0.1,0.003926
2,50,3,1.0,XRAI_0.10,0.9,sum,39.26,10000.0,0.904,33.12,19.06,0.06,0.1,0.003926
2,50,3,1.0,XRAI_0.10,0.95,eucl,54.26,10000.0,0.9620000000000001,34.52,19.06,0.06,0.08,0.005425999999999999
2,50,3,1.0,XRAI_0.10,0.95,sum,54.26,10000.0,0.9620000000000001,34.52,19.06,0.06,0.08,0.005425999999999999
2,50,3,1.0,XRAI_0.10,1.0,eucl,83.0,10000.0,1.0,36.72,19.06,0.06,0.1,0.0083
2,50,3,1.0,XRAI_0.10,1.0,sum,83.0,10000.0,1.0,36.72,19.06,0.06,0.1,0.0083
2,50,3,1.0,XRAI_1.00,0.0,eucl,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,1.0,XRAI_1.00,0.0,sum,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,1.0,XRAI_1.00,0.05,eucl,1.02,10000.0,0.1108,19.08,19.06,0.06,0.06,0.000102
2,50,3,1.0,XRAI_1.00,0.05,sum,1.02,10000.0,0.1108,19.08,19.06,0.06,0.06,0.000102
2,50,3,1.0,XRAI_1.00,0.1,eucl,1.6,10000.0,0.1576,19.7,19.06,0.06,0.06,0.00016
2,50,3,1.0,XRAI_1.00,0.1,sum,1.6,10000.0,0.1576,19.7,19.06,0.06,0.06,0.00016
2,50,3,1.0,XRAI_1.00,0.15,eucl,2.14,10000.0,0.2144,20.62,19.06,0.06,0.06,0.00021400000000000002
2,50,3,1.0,XRAI_1.00,0.15,sum,2.14,10000.0,0.2144,20.62,19.06,0.06,0.06,0.00021400000000000002
2,50,3,1.0,XRAI_1.00,0.2,eucl,2.72,10000.0,0.2716,21.36,19.06,0.06,0.08,0.000272
2,50,3,1.0,XRAI_1.00,0.2,sum,2.72,10000.0,0.2716,21.36,19.06,0.06,0.08,0.000272
2,50,3,1.0,XRAI_1.00,0.25,eucl,3.08,10000.0,0.2964,22.18,19.06,0.06,0.1,0.000308
2,50,3,1.0,XRAI_1.00,0.25,sum,3.08,10000.0,0.2964,22.18,19.06,0.06,0.1,0.000308
2,50,3,1.0,XRAI_1.00,0.3,eucl,3.68,10000.0,0.3468,23.12,19.06,0.06,0.1,0.000368
2,50,3,1.0,XRAI_1.00,0.3,sum,3.68,10000.0,0.3468,23.12,19.06,0.06,0.1,0.000368
2,50,3,1.0,XRAI_1.00,0.35,eucl,4.4,10000.0,0.39039999999999997,23.9,19.06,0.06,0.12,0.00044
2,50,3,1.0,XRAI_1.00,0.35,sum,4.4,10000.0,0.39039999999999997,23.9,19.06,0.06,0.12,0.00044
2,50,3,1.0,XRAI_1.00,0.4,eucl,5.18,10000.0,0.43479999999999996,24.72,19.06,0.06,0.12,0.000518
2,50,3,1.0,XRAI_1.00,0.4,sum,5.18,10000.0,0.43479999999999996,24.72,19.06,0.06,0.12,0.000518
2,50,3,1.0,XRAI_1.00,0.45,eucl,6.12,10000.0,0.4852,25.7,19.06,0.06,0.12,0.000612
2,50,3,1.0,XRAI_1.00,0.45,sum,6.12,10000.0,0.4852,25.7,19.06,0.06,0.12,0.000612
2,50,3,1.0,XRAI_1.00,0.5,eucl,6.9,10000.0,0.5284,26.42,19.06,0.06,0.12,0.0006900000000000001
2,50,3,1.0,XRAI_1.00,0.5,sum,6.9,10000.0,0.5284,26.42,19.06,0.06,0.12,0.0006900000000000001
2,50,3,1.0,XRAI_1.00,0.55,eucl,8.1,10000.0,0.5884,27.72,19.06,0.06,0.1,0.00081
2,50,3,1.0,XRAI_1.00,0.55,sum,8.1,10000.0,0.5884,27.72,19.06,0.06,0.1,0.00081
2,50,3,1.0,XRAI_1.00,0.6,eucl,9.1,10000.0,0.622,28.32,19.06,0.06,0.1,0.00091
2,50,3,1.0,XRAI_1.00,0.6,sum,9.1,10000.0,0.622,28.32,19.06,0.06,0.1,0.00091
2,50,3,1.0,XRAI_1.00,0.65,eucl,10.78,10000.0,0.6788,29.32,19.06,0.06,0.1,0.001078
2,50,3,1.0,XRAI_1.00,0.65,sum,10.78,10000.0,0.6788,29.32,19.06,0.06,0.1,0.001078
2,50,3,1.0,XRAI_1.00,0.7,eucl,12.0,10000.0,0.716,29.96,19.06,0.06,0.1,0.0012
2,50,3,1.0,XRAI_1.00,0.7,sum,12.0,10000.0,0.716,29.96,19.06,0.06,0.1,0.0012
2,50,3,1.0,XRAI_1.00,0.75,eucl,14.1,10000.0,0.7784,31.38,19.06,0.06,0.1,0.00141
2,50,3,1.0,XRAI_1.00,0.75,sum,14.1,10000.0,0.7784,31.38,19.06,0.06,0.1,0.00141
2,50,3,1.0,XRAI_1.00,0.8,eucl,15.7,10000.0,0.8104,32.22,19.06,0.06,0.12,0.00157
2,50,3,1.0,XRAI_1.00,0.8,sum,15.7,10000.0,0.8104,32.22,19.06,0.06,0.12,0.00157
2,50,3,1.0,XRAI_1.00,0.85,eucl,19.42,10000.0,0.868,33.28,19.06,0.06,0.12,0.0019420000000000001
2,50,3,1.0,XRAI_1.00,0.85,sum,19.42,10000.0,0.868,33.28,19.06,0.06,0.12,0.0019420000000000001
2,50,3,1.0,XRAI_1.00,0.9,eucl,23.24,10000.0,0.9087999999999999,33.48,19.06,0.06,0.12,0.0023239999999999997
2,50,3,1.0,XRAI_1.00,0.9,sum,23.24,10000.0,0.9087999999999999,33.48,19.06,0.06,0.12,0.0023239999999999997
2,50,3,1.0,XRAI_1.00,0.95,eucl,33.84,10000.0,0.9623999999999999,35.2,19.06,0.06,0.1,0.0033840000000000003
2,50,3,1.0,XRAI_1.00,0.95,sum,33.84,10000.0,0.9623999999999999,35.2,19.06,0.06,0.1,0.0033840000000000003
2,50,3,1.0,XRAI_1.00,1.0,eucl,52.76,10000.0,1.0,35.96,19.06,0.06,0.08,0.0052759999999999994
2,50,3,1.0,XRAI_1.00,1.0,sum,52.76,10000.0,1.0,35.96,19.06,0.06,0.08,0.0052759999999999994
2,50,3,1.0,XRAI_1.50,0.0,eucl,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,1.0,XRAI_1.50,0.0,sum,0.0,10000.0,0.0,19.06,19.06,0.06,0.06,0.0
2,50,3,1.0,XRAI_1.50,0.05,eucl,1.0,10000.0,0.1344,19.06,19.06,0.06,0.06,0.0001
2,50,3,1.0,XRAI_1.50,0.05,sum,1.0,10000.0,0.1344,19.06,19.06,0.06,0.06,0.0001
2,50,3,1.0,XRAI_1.50,0.1,eucl,1.38,10000.0,0.17600000000000002,19.34,19.06,0.06,0.06,0.000138
2,50,3,1.0,XRAI_1.50,0.1,sum,1.38,10000.0,0.17600000000000002,19.34,19.06,0.06,0.06,0.000138
2,50,3,1.0,XRAI_1.50,0.15,eucl,1.72,10000.0,0.20800000000000002,19.68,19.06,0.06,0.06,0.000172
2,50,3,1.0,XRAI_1.50,0.15,sum,1.72,10000.0,0.20800000000000002,19.68,19.06,0.06,0.06,0.000172
2,50,3,1.0,XRAI_1.50,0.2,eucl,2.3,10000.0,0.27080000000000004,20.52,19.06,0.06,0.06,0.00022999999999999998
2,50,3,1.0,XRAI_1.50,0.2,sum,2.3,10000.0,0.27080000000000004,20.52,19.06,0.06,0.06,0.00022999999999999998
2,50,3,1.0,XRAI_1.50,0.25,eucl,2.76,10000.0,0.30920000000000003,21.06,19.06,0.06,0.06,0.000276
2,50,3,1.0,XRAI_1.50,0.25,sum,2.76,10000.0,0.30920000000000003,21.06,19.06,0.06,0.06,0.000276
2,50,3,1.0,XRAI_1.50,0.3,eucl,3.14,10000.0,0.33840000000000003,21.56,19.06,0.06,0.06,0.000314
2,50,3,1.0,XRAI_1.50,0.3,sum,3.14,10000.0,0.33840000000000003,21.56,19.06,0.06,0.06,0.000314
2,50,3,1.0,XRAI_1.50,0.35,eucl,3.88,10000.0,0.3956,22.38,19.06,0.06,0.06,0.000388
2,50,3,1.0,XRAI_1.50,0.35,sum,3.88,10000.0,0.3956,22.38,19.06,0.06,0.06,0.000388
2,50,3,1.0,XRAI_1.50,0.4,eucl,4.4,10000.0,0.4364,23.44,19.06,0.06,0.06,0.00044
2,50,3,1.0,XRAI_1.50,0.4,sum,4.4,10000.0,0.4364,23.44,19.06,0.06,0.06,0.00044
2,50,3,1.0,XRAI_1.50,0.45,eucl,5.24,10000.0,0.5084000000000001,24.76,19.06,0.06,0.06,0.000524
2,50,3,1.0,XRAI_1.50,0.45,sum,5.24,10000.0,0.5084000000000001,24.76,19.06,0.06,0.06,0.000524
2,50,3,1.0,XRAI_1.50,0.5,eucl,5.78,10000.0,0.5468,25.8,19.06,0.06,0.06,0.0005780000000000001
2,50,3,1.0,XRAI_1.50,0.5,sum,5.78,10000.0,0.5468,25.8,19.06,0.06,0.06,0.0005780000000000001
2,50,3,1.0,XRAI_1.50,0.55,eucl,6.54,10000.0,0.5976,26.58,19.06,0.06,0.1,0.000654
2,50,3,1.0,XRAI_1.50,0.55,sum,6.54,10000.0,0.5976,26.58,19.06,0.06,0.1,0.000654
2,50,3,1.0,XRAI_1.50,0.6,eucl,7.3,10000.0,0.6248,27.0,19.06,0.06,0.1,0.00073
2,50,3,1.0,XRAI_1.50,0.6,sum,7.3,10000.0,0.6248,27.0,19.06,0.06,0.1,0.00073
2,50,3,1.0,XRAI_1.50,0.65,eucl,8.58,10000.0,0.6876000000000001,28.2,19.06,0.06,0.08,0.000858
2,50,3,1.0,XRAI_1.50,0.65,sum,8.58,10000.0,0.6876000000000001,28.2,19.06,0.06,0.08,0.000858
2,50,3,1.0,XRAI_1.50,0.7,eucl,9.4,10000.0,0.7239999999999999,28.74,19.06,0.06,0.06,0.0009400000000000001
2,50,3,1.0,XRAI_1.50,0.7,sum,9.4,10000.0,0.7239999999999999,28.74,19.06,0.06,0.06,0.0009400000000000001
2,50,3,1.0,XRAI_1.50,0.75,eucl,11.16,10000.0,0.7772,30.28,19.06,0.06,0.04,0.001116
2,50,3,1.0,XRAI_1.50,0.75,sum,11.16,10000.0,0.7772,30.28,19.06,0.06,0.04,0.001116
2,50,3,1.0,XRAI_1.50,0.8,eucl,12.66,10000.0,0.8132,30.82,19.06,0.06,0.06,0.001266
2,50,3,1.0,XRAI_1.50,0.8,sum,12.66,10000.0,0.8132,30.82,19.06,0.06,0.06,0.001266
2,50,3,1.0,XRAI_1.50,0.85,eucl,15.34,10000.0,0.8692,32.12,19.06,0.06,0.08,0.001534
2,50,3,1.0,XRAI_1.50,0.85,sum,15.34,10000.0,0.8692,32.12,19.06,0.06,0.08,0.001534
2,50,3,1.0,XRAI_1.50,0.9,eucl,18.56,10000.0,0.9084,33.48,19.06,0.06,0.06,0.0018559999999999998
2,50,3,1.0,XRAI_1.50,0.9,sum,18.56,10000.0,0.9084,33.48,19.06,0.06,0.06,0.0018559999999999998
2,50,3,1.0,XRAI_1.50,0.95,eucl,26.88,10000.0,0.9623999999999999,35.2,19.06,0.06,0.04,0.002688
2,50,3,1.0,XRAI_1.50,0.95,sum,26.88,10000.0,0.9623999999999999,35.2,19.06,0.06,0.04,0.002688
2,50,3,1.0,XRAI_1.50,1.0,eucl,42.78,10000.0,1.0,36.8,19.06,0.06,0.06,0.004278
2,50,3,1.0,XRAI_1.50,1.0,sum,42.78,10000.0,1.0,36.8,19.06,0.06,0.06,0.004278
2,50,5,0.3,1RAI,0.0,eucl,0.0,10000.0,0.0,9.86,9.86,0.0,0.0,0.0
