mu,n,m,alpha,mutation,div_threshold,euclidean_norm,generations,max_generations,diversity,fitness,opt,starting_robustness,ending_robustness
2,7,3,0,XRAI_0.10,0.85,1,17.3,196.0,0.8714287000000001,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.10,1.0,0,31.9,196.0,1.0,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_0.10,1.0,1,31.9,196.0,1.0,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_0.15,0.25,0,1.8,196.0,0.3428568,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.15,0.25,1,1.8,196.0,0.3428568,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.15,0.5,0,5.8,196.0,0.5857146999999999,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_0.15,0.5,1,5.8,196.0,0.5857146999999999,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_0.15,0.75,0,16.1,196.0,0.9000001,0.0,0.0,0.2,0.1
2,7,3,0,XRAI_0.15,0.75,1,16.1,196.0,0.9000001,0.0,0.0,0.2,0.1
2,7,3,0,XRAI_0.15,0.85,0,16.1,196.0,0.9000001,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.15,0.85,1,16.1,196.0,0.9000001,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.15,1.0,0,29.9,196.0,1.0,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.15,1.0,1,29.9,196.0,1.0,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.20,0.25,0,1.8,196.0,0.3428568,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.20,0.25,1,1.8,196.0,0.3428568,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.20,0.5,0,6.8,196.0,0.6285717999999999,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_0.20,0.5,1,6.8,196.0,0.6285717999999999,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_0.20,0.75,0,13.2,196.0,0.8857144,0.0,0.0,0.2,0.1
2,7,3,0,XRAI_0.20,0.75,1,13.2,196.0,0.8857144,0.0,0.0,0.2,0.1
2,7,3,0,XRAI_0.20,0.85,0,13.2,196.0,0.8857144,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.20,0.85,1,13.2,196.0,0.8857144,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.20,1.0,0,39.4,196.0,1.0,0.0,0.0,0.1,0.0
2,7,3,0,XRAI_0.20,1.0,1,39.4,196.0,1.0,0.0,0.0,0.1,0.0
2,7,3,0,XRAI_0.40,0.25,0,2.0,196.0,0.3428568,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.40,0.25,1,2.0,196.0,0.3428568,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.40,0.5,0,5.9,196.0,0.6857146000000001,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.40,0.5,1,5.9,196.0,0.6857146000000001,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.40,0.75,0,13.7,196.0,0.857143,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.40,0.75,1,13.7,196.0,0.857143,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.40,0.85,0,13.7,196.0,0.857143,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.40,0.85,1,13.7,196.0,0.857143,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.40,1.0,0,25.0,196.0,1.0,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.40,1.0,1,25.0,196.0,1.0,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.75,0.25,0,1.6,196.0,0.41428560000000003,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.75,0.25,1,1.6,196.0,0.41428560000000003,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.75,0.5,0,3.1,196.0,0.6000004,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.75,0.5,1,3.1,196.0,0.6000004,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_0.75,0.75,0,11.2,196.0,0.9000001,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_0.75,0.75,1,11.2,196.0,0.9000001,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_0.75,0.85,0,11.2,196.0,0.9000001,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_0.75,0.85,1,11.2,196.0,0.9000001,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_0.75,1.0,0,30.6,196.0,1.0,0.0,0.0,0.2,0.1
2,7,3,0,XRAI_0.75,1.0,1,30.6,196.0,1.0,0.0,0.0,0.2,0.1
2,7,3,0,XRAI_1.00,0.25,0,1.8,196.0,0.39999979999999996,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.00,0.25,1,1.8,196.0,0.39999979999999996,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.00,0.5,0,4.1,196.0,0.6142861,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.00,0.5,1,4.1,196.0,0.6142861,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.00,0.75,0,9.3,196.0,0.8857144,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.00,0.75,1,9.3,196.0,0.8857144,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.00,0.85,0,9.3,196.0,0.8857144,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.00,0.85,1,9.3,196.0,0.8857144,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.00,1.0,0,22.5,196.0,1.0,0.0,0.0,0.1,0.0
2,7,3,0,XRAI_1.00,1.0,1,22.5,196.0,1.0,0.0,0.0,0.1,0.0
2,7,3,0,XRAI_1.20,0.25,0,2.0,196.0,0.4428571,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.20,0.25,1,2.0,196.0,0.4428571,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.20,0.5,0,4.0,196.0,0.6285717999999999,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.20,0.5,1,4.0,196.0,0.6285717999999999,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.20,0.75,0,9.6,196.0,0.8857144,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_1.20,0.75,1,9.6,196.0,0.8857144,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_1.20,0.85,0,9.6,196.0,0.8857144,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_1.20,0.85,1,9.6,196.0,0.8857144,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_1.20,1.0,0,27.4,196.0,1.0,0.0,0.0,0.2,0.1
2,7,3,0,XRAI_1.20,1.0,1,27.4,196.0,1.0,0.0,0.0,0.2,0.1
2,7,3,0,XRAI_1.50,0.25,0,1.8,196.0,0.4571428,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.50,0.25,1,1.8,196.0,0.4571428,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.50,0.5,0,3.2,196.0,0.6428575,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.50,0.5,1,3.2,196.0,0.6428575,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_1.50,0.75,0,8.4,196.0,0.8857144,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_1.50,0.75,1,8.4,196.0,0.8857144,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_1.50,0.85,0,8.4,196.0,0.8857144,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_1.50,0.85,1,8.4,196.0,0.8857144,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_1.50,1.0,0,25.9,196.0,1.0,0.0,0.0,0.2,0.4
2,7,3,0,XRAI_1.50,1.0,1,25.9,196.0,1.0,0.0,0.0,0.2,0.4
2,7,3,0,XRAI_2.00,0.25,0,1.6,196.0,0.4571427,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_2.00,0.25,1,1.6,196.0,0.4571427,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_2.00,0.5,0,2.6,196.0,0.6428575,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_2.00,0.5,1,2.6,196.0,0.6428575,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_2.00,0.75,0,10.7,196.0,0.8857144,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_2.00,0.75,1,10.7,196.0,0.8857144,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_2.00,0.85,0,10.7,196.0,0.8857144,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_2.00,0.85,1,10.7,196.0,0.8857144,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_2.00,1.0,0,18.0,196.0,1.0,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_2.00,1.0,1,18.0,196.0,1.0,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_2.50,0.25,0,1.8,196.0,0.5142855,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_2.50,0.25,1,1.8,196.0,0.5142855,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_2.50,0.5,0,5.2,196.0,0.7714288,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_2.50,0.5,1,5.2,196.0,0.7714288,0.0,0.0,0.1,0.2
2,7,3,0,XRAI_2.50,0.75,0,8.4,196.0,0.9142858,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_2.50,0.75,1,8.4,196.0,0.9142858,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_2.50,0.85,0,8.4,196.0,0.9142858,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_2.50,0.85,1,8.4,196.0,0.9142858,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_2.50,1.0,0,15.4,196.0,1.0,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_2.50,1.0,1,15.4,196.0,1.0,0.0,0.0,0.2,0.2
2,7,3,0,XRAI_3.00,0.25,0,1.8,196.0,0.5285713,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_3.00,0.25,1,1.8,196.0,0.5285713,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_3.00,0.5,0,3.3,196.0,0.7000002999999999,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_3.00,0.5,1,3.3,196.0,0.7000002999999999,0.0,0.0,0.1,0.1
2,7,3,0,XRAI_3.00,0.75,0,5.3,196.0,0.8857144,0.0,0.0,0.1,0.0
2,7,3,0,XRAI_3.00,0.75,1,5.3,196.0,0.8857144,0.0,0.0,0.1,0.0
2,7,3,0,XRAI_3.00,0.85,0,5.3,196.0,0.8857144,0.0,0.0,0.0,0.0
2,7,3,0,XRAI_3.00,0.85,1,5.3,196.0,0.8857144,0.0,0.0,0.0,0.0
2,7,3,0,XRAI_3.00,1.0,0,16.7,196.0,1.0,0.0,0.0,0.0,0.0
2,7,3,0,XRAI_3.00,1.0,1,16.7,196.0,1.0,0.0,0.0,0.0,0.0
2,7,3,1,1RAI,0.25,0,1.4,196.0,0.35714250000000003,0.0,0.0,0.1,0.1
2,7,3,1,1RAI,0.25,1,1.4,196.0,0.35714250000000003,0.0,0.0,0.1,0.1
2,7,3,1,1RAI,0.5,0,2.5,196.0,0.5857146999999999,0.1,0.0,0.1,0.2
2,7,3,1,1RAI,0.5,1,2.5,196.0,0.5857146999999999,0.1,0.0,0.1,0.2
2,7,3,1,1RAI,0.75,0,5.7,196.0,0.8857144,0.1,0.0,0.2,0.3
2,7,3,1,1RAI,0.75,1,5.7,196.0,0.8857144,0.1,0.0,0.2,0.3
2,7,3,1,1RAI,0.85,0,5.7,196.0,0.8857144,0.1,0.0,0.3,0.3
2,7,3,1,1RAI,0.85,1,5.7,196.0,0.8857144,0.1,0.0,0.3,0.3
2,7,3,1,1RAI,1.0,0,12.3,196.0,1.0,0.3,0.0,0.3,0.3
2,7,3,1,1RAI,1.0,1,12.3,196.0,1.0,0.3,0.0,0.3,0.3
2,7,3,1,XRAI_0.00,0.25,0,1.4,196.0,0.3857141,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.00,0.25,1,1.4,196.0,0.3857141,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.00,0.5,0,2.8,196.0,0.6000004,0.0,0.0,0.1,0.3
2,7,3,1,XRAI_0.00,0.5,1,2.8,196.0,0.6000004,0.0,0.0,0.1,0.3
2,7,3,1,XRAI_0.00,0.75,0,7.4,196.0,0.857143,0.2,0.0,0.3,0.2
2,7,3,1,XRAI_0.00,0.75,1,7.4,196.0,0.857143,0.2,0.0,0.3,0.2
2,7,3,1,XRAI_0.00,0.85,0,7.4,196.0,0.857143,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_0.00,0.85,1,7.4,196.0,0.857143,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_0.00,1.0,0,16.5,196.0,1.0,0.4,0.0,0.2,0.4
2,7,3,1,XRAI_0.00,1.0,1,16.5,196.0,1.0,0.4,0.0,0.2,0.4
2,7,3,1,XRAI_0.10,0.25,0,1.4,196.0,0.44285699999999995,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.10,0.25,1,1.4,196.0,0.44285699999999995,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.10,0.5,0,2.4,196.0,0.5857146999999999,0.0,0.0,0.1,0.4
2,7,3,1,XRAI_0.10,0.5,1,2.4,196.0,0.5857146999999999,0.0,0.0,0.1,0.4
2,7,3,1,XRAI_0.10,0.75,0,6.4,196.0,0.8714287000000001,0.0,0.0,0.4,0.3
2,7,3,1,XRAI_0.10,0.75,1,6.4,196.0,0.8714287000000001,0.0,0.0,0.4,0.3
2,7,3,1,XRAI_0.10,0.85,0,6.4,196.0,0.8714287000000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_0.10,0.85,1,6.4,196.0,0.8714287000000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_0.10,1.0,0,19.5,196.0,1.0,0.3,0.0,0.3,0.4
2,7,3,1,XRAI_0.10,1.0,1,19.5,196.0,1.0,0.3,0.0,0.3,0.4
2,7,3,1,XRAI_0.15,0.25,0,1.4,196.0,0.44285699999999995,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.15,0.25,1,1.4,196.0,0.44285699999999995,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.15,0.5,0,2.4,196.0,0.5857146999999999,0.0,0.0,0.1,0.4
2,7,3,1,XRAI_0.15,0.5,1,2.4,196.0,0.5857146999999999,0.0,0.0,0.1,0.4
2,7,3,1,XRAI_0.15,0.75,0,6.3,196.0,0.8714287000000001,0.0,0.0,0.4,0.3
2,7,3,1,XRAI_0.15,0.75,1,6.3,196.0,0.8714287000000001,0.0,0.0,0.4,0.3
2,7,3,1,XRAI_0.15,0.85,0,6.3,196.0,0.8714287000000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_0.15,0.85,1,6.3,196.0,0.8714287000000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_0.15,1.0,0,17.8,196.0,1.0,0.1,0.0,0.3,0.4
2,7,3,1,XRAI_0.15,1.0,1,17.8,196.0,1.0,0.1,0.0,0.3,0.4
2,7,3,1,XRAI_0.20,0.25,0,1.4,196.0,0.42857120000000004,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.20,0.25,1,1.4,196.0,0.42857120000000004,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.20,0.5,0,2.5,196.0,0.5857146999999999,0.0,0.0,0.1,0.4
2,7,3,1,XRAI_0.20,0.5,1,2.5,196.0,0.5857146999999999,0.0,0.0,0.1,0.4
2,7,3,1,XRAI_0.20,0.75,0,7.0,196.0,0.8714287000000001,0.0,0.0,0.4,0.2
2,7,3,1,XRAI_0.20,0.75,1,7.0,196.0,0.8714287000000001,0.0,0.0,0.4,0.2
2,7,3,1,XRAI_0.20,0.85,0,7.0,196.0,0.8714287000000001,0.0,0.0,0.2,0.2
2,7,3,1,XRAI_0.20,0.85,1,7.0,196.0,0.8714287000000001,0.0,0.0,0.2,0.2
2,7,3,1,XRAI_0.20,1.0,0,14.9,196.0,1.0,0.2,0.0,0.2,0.3
2,7,3,1,XRAI_0.20,1.0,1,14.9,196.0,1.0,0.2,0.0,0.2,0.3
2,7,3,1,XRAI_0.40,0.25,0,1.3,196.0,0.44285699999999995,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.40,0.25,1,1.3,196.0,0.44285699999999995,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.40,0.5,0,2.2,196.0,0.6142861,0.0,0.0,0.1,0.3
2,7,3,1,XRAI_0.40,0.5,1,2.2,196.0,0.6142861,0.0,0.0,0.1,0.3
2,7,3,1,XRAI_0.40,0.75,0,5.8,196.0,0.8714287000000001,0.2,0.0,0.3,0.2
2,7,3,1,XRAI_0.40,0.75,1,5.8,196.0,0.8714287000000001,0.2,0.0,0.3,0.2
2,7,3,1,XRAI_0.40,0.85,0,5.8,196.0,0.8714287000000001,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_0.40,0.85,1,5.8,196.0,0.8714287000000001,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_0.40,1.0,0,12.5,196.0,1.0,0.2,0.0,0.2,0.0
2,7,3,1,XRAI_0.40,1.0,1,12.5,196.0,1.0,0.2,0.0,0.2,0.0
2,7,3,1,XRAI_0.75,0.25,0,1.2,196.0,0.4857143,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.75,0.25,1,1.2,196.0,0.4857143,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_0.75,0.5,0,2.0,196.0,0.6857146000000001,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_0.75,0.5,1,2.0,196.0,0.6857146000000001,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_0.75,0.75,0,4.8,196.0,0.857143,0.0,0.0,0.2,0.0
2,7,3,1,XRAI_0.75,0.75,1,4.8,196.0,0.857143,0.0,0.0,0.2,0.0
2,7,3,1,XRAI_0.75,0.85,0,4.8,196.0,0.857143,0.0,0.0,0.0,0.0
2,7,3,1,XRAI_0.75,0.85,1,4.8,196.0,0.857143,0.0,0.0,0.0,0.0
2,7,3,1,XRAI_0.75,1.0,0,9.8,196.0,1.0,0.1,0.0,0.0,0.1
2,7,3,1,XRAI_0.75,1.0,1,9.8,196.0,1.0,0.1,0.0,0.0,0.1
2,7,3,1,XRAI_1.00,0.25,0,1.2,196.0,0.5285715,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_1.00,0.25,1,1.2,196.0,0.5285715,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_1.00,0.5,0,1.9,196.0,0.6714289,0.0,0.0,0.2,0.1
2,7,3,1,XRAI_1.00,0.5,1,1.9,196.0,0.6714289,0.0,0.0,0.2,0.1
2,7,3,1,XRAI_1.00,0.75,0,5.8,196.0,0.857143,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_1.00,0.75,1,5.8,196.0,0.857143,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_1.00,0.85,0,5.8,196.0,0.857143,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_1.00,0.85,1,5.8,196.0,0.857143,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_1.00,1.0,0,9.4,196.0,1.0,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_1.00,1.0,1,9.4,196.0,1.0,0.0,0.0,0.1,0.1
2,7,3,1,XRAI_1.20,0.25,0,1.1,196.0,0.5571429999999999,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_1.20,0.25,1,1.1,196.0,0.5571429999999999,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_1.20,0.5,0,1.6,196.0,0.6857146000000001,0.0,0.0,0.2,0.1
2,7,3,1,XRAI_1.20,0.5,1,1.6,196.0,0.6857146000000001,0.0,0.0,0.2,0.1
2,7,3,1,XRAI_1.20,0.75,0,3.9,196.0,0.857143,0.0,0.0,0.1,0.0
2,7,3,1,XRAI_1.20,0.75,1,3.9,196.0,0.857143,0.0,0.0,0.1,0.0
2,7,3,1,XRAI_1.20,0.85,0,3.9,196.0,0.857143,0.0,0.0,0.0,0.0
2,7,3,1,XRAI_1.20,0.85,1,3.9,196.0,0.857143,0.0,0.0,0.0,0.0
2,7,3,1,XRAI_1.20,1.0,0,13.6,196.0,1.0,0.1,0.0,0.0,0.0
2,7,3,1,XRAI_1.20,1.0,1,13.6,196.0,1.0,0.1,0.0,0.0,0.0
2,7,3,1,XRAI_1.50,0.25,0,1.1,196.0,0.614286,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_1.50,0.25,1,1.1,196.0,0.614286,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_1.50,0.5,0,1.2,196.0,0.6285717999999999,0.1,0.0,0.2,0.2
2,7,3,1,XRAI_1.50,0.5,1,1.2,196.0,0.6285717999999999,0.1,0.0,0.2,0.2
2,7,3,1,XRAI_1.50,0.75,0,3.2,196.0,0.9142858,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_1.50,0.75,1,3.2,196.0,0.9142858,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_1.50,0.85,0,3.2,196.0,0.9142858,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_1.50,0.85,1,3.2,196.0,0.9142858,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_1.50,1.0,0,6.7,196.0,1.0,0.4,0.0,0.2,0.2
2,7,3,1,XRAI_1.50,1.0,1,6.7,196.0,1.0,0.4,0.0,0.2,0.2
2,7,3,1,XRAI_2.00,0.25,0,1.1,196.0,0.614286,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_2.00,0.25,1,1.1,196.0,0.614286,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_2.00,0.5,0,1.2,196.0,0.6571431999999999,0.1,0.0,0.2,0.2
2,7,3,1,XRAI_2.00,0.5,1,1.2,196.0,0.6571431999999999,0.1,0.0,0.2,0.2
2,7,3,1,XRAI_2.00,0.75,0,3.1,196.0,0.8857144,0.4,0.0,0.2,0.4
2,7,3,1,XRAI_2.00,0.75,1,3.1,196.0,0.8857144,0.4,0.0,0.2,0.4
2,7,3,1,XRAI_2.00,0.85,0,3.1,196.0,0.8857144,0.4,0.0,0.4,0.4
2,7,3,1,XRAI_2.00,0.85,1,3.1,196.0,0.8857144,0.4,0.0,0.4,0.4
2,7,3,1,XRAI_2.00,1.0,0,5.7,196.0,1.0,0.6,0.0,0.4,0.5
2,7,3,1,XRAI_2.00,1.0,1,5.7,196.0,1.0,0.6,0.0,0.4,0.5
2,7,3,1,XRAI_2.50,0.25,0,1.1,196.0,0.6428573,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_2.50,0.25,1,1.1,196.0,0.6428573,0.0,0.0,0.1,0.2
2,7,3,1,XRAI_2.50,0.5,0,1.3,196.0,0.7285717,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_2.50,0.5,1,1.3,196.0,0.7285717,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_2.50,0.75,0,2.6,196.0,0.9000001,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_2.50,0.75,1,2.6,196.0,0.9000001,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_2.50,0.85,0,2.6,196.0,0.9000001,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_2.50,0.85,1,2.6,196.0,0.9000001,0.2,0.0,0.2,0.2
2,7,3,1,XRAI_2.50,1.0,0,5.2,196.0,1.0,0.4,0.0,0.2,0.4
2,7,3,1,XRAI_2.50,1.0,1,5.2,196.0,1.0,0.4,0.0,0.2,0.4
2,7,3,1,XRAI_3.00,0.25,0,1.0,196.0,0.6857146000000001,0.0,0.0,0.1,0.3
2,7,3,1,XRAI_3.00,0.25,1,1.0,196.0,0.6857146000000001,0.0,0.0,0.1,0.3
2,7,3,1,XRAI_3.00,0.5,0,1.0,196.0,0.6857146000000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_3.00,0.5,1,1.0,196.0,0.6857146000000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_3.00,0.75,0,2.6,196.0,0.9000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_3.00,0.75,1,2.6,196.0,0.9000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_3.00,0.85,0,2.6,196.0,0.9000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_3.00,0.85,1,2.6,196.0,0.9000001,0.0,0.0,0.3,0.3
2,7,3,1,XRAI_3.00,1.0,0,6.1,196.0,1.0,0.1,0.0,0.3,0.2
2,7,3,1,XRAI_3.00,1.0,1,6.1,196.0,1.0,0.1,0.0,0.3,0.2
2,10,1,0,1RAI,0.25,0,5.4,400.0,0.31999999999999995,0.2,0.2,0.0,0.1
2,10,1,0,1RAI,0.25,1,5.4,400.0,0.31999999999999995,0.2,0.2,0.0,0.1
2,10,1,0,1RAI,0.5,0,11.1,400.0,0.5700000000000001,0.2,0.2,0.1,0.1
2,10,1,0,1RAI,0.5,1,11.1,400.0,0.5700000000000001,0.2,0.2,0.1,0.1
2,10,1,0,1RAI,0.75,0,63.4,400.0,0.79,0.2,0.2,0.1,0.1
2,10,1,0,1RAI,0.75,1,63.4,400.0,0.79,0.2,0.2,0.1,0.1
2,10,1,0,1RAI,0.85,0,102.2,400.0,0.8800000000000001,0.2,0.2,0.1,0.1
2,10,1,0,1RAI,0.85,1,102.2,400.0,0.8800000000000001,0.2,0.2,0.1,0.1
2,10,1,0,1RAI,1.0,0,126.1,400.0,0.9400000000000001,0.2,0.2,0.1,0.2
2,10,1,0,1RAI,1.0,1,126.1,400.0,0.9400000000000001,0.2,0.2,0.1,0.2
2,10,1,0,XRAI_0.00,0.25,0,4.7,400.0,0.3,0.2,0.2,0.0,0.0
2,10,1,0,XRAI_0.00,0.25,1,4.7,400.0,0.3,0.2,0.2,0.0,0.0
2,10,1,0,XRAI_0.00,0.5,0,11.9,400.0,0.53,0.2,0.2,0.0,0.0
2,10,1,0,XRAI_0.00,0.5,1,11.9,400.0,0.53,0.2,0.2,0.0,0.0
2,10,1,0,XRAI_0.00,0.75,0,71.2,400.0,0.8200000000000001,0.2,0.2,0.0,0.1
2,10,1,0,XRAI_0.00,0.75,1,71.2,400.0,0.8200000000000001,0.2,0.2,0.0,0.1
2,10,1,0,XRAI_0.00,0.85,0,110.0,400.0,0.8699999999999999,0.2,0.2,0.1,0.1
2,10,1,0,XRAI_0.00,0.85,1,110.0,400.0,0.8699999999999999,0.2,0.2,0.1,0.1
2,10,1,0,XRAI_0.00,1.0,0,124.9,400.0,0.9400000000000001,0.2,0.2,0.1,0.1
2,10,1,0,XRAI_0.00,1.0,1,124.9,400.0,0.9400000000000001,0.2,0.2,0.1,0.1
2,10,1,0,XRAI_0.10,0.25,0,6.4,400.0,0.31999999999999995,0.2,0.2,0.0,0.0
2,10,1,0,XRAI_0.10,0.25,1,6.4,400.0,0.31999999999999995,0.2,0.2,0.0,0.0
2,10,1,0,XRAI_0.10,0.5,0,13.9,400.0,0.54,0.2,0.2,0.0,0.0
2,10,1,0,XRAI_0.10,0.5,1,13.9,400.0,0.54,0.2,0.2,0.0,0.0
2,10,1,0,XRAI_0.10,0.75,0,58.7,400.0,0.8200000000000001,0.2,0.2,0.0,0.2
2,10,1,0,XRAI_0.10,0.75,1,58.7,400.0,0.8200000000000001,0.2,0.2,0.0,0.2
2,10,1,0,XRAI_0.10,0.85,0,99.7,400.0,0.8699999999999999,0.2,0.2,0.2,0.2
2,10,1,0,XRAI_0.10,0.85,1,99.7,400.0,0.8699999999999999,0.2,0.2,0.2,0.2
2,10,1,0,XRAI_0.10,1.0,0,113.4,400.0,0.9400000000000001,0.2,0.2,0.2,0.2
