seed,mu,n,m,alpha,run,generations,max_generations,diversity,fitness,opt,mutation_operator,starting_robustness,ending_robustness,diversity_operator,div_threshold
8917,5,10,1,1,8,3,2500,0.39,0,0,1RAI,0,0,sum,0.25
72239,2,30,3,1,20,3,3600,0.266667,16,15,1RAI,0,0,sum,0.25
51,2,10,1,0.3,0,2,400,0.3,1,1,1RAI,0,0,sum,0.25
151,2,30,1,0.3,0,4,3600,0.266667,10,9,1RAI,0,0,sum,0.25
24124,2,15,5,1,14,2,900,0.333333,5,5,1RAI,0,0,sum,0.25
8917,5,10,1,1,8,4,2500,0.5,0,0,1RAI,0,0,sum,0.5
51,2,10,1,0.3,0,5,400,0.5,2,1,1RAI,0,0,sum,0.5
1167,5,5,3,1,2,2,625,0.28,1,1,1RAI,0,1,sum,0.25
72239,2,30,3,1,20,9,3600,0.533333,17,15,1RAI,0,0,sum,0.5
151,2,30,1,0.3,0,7,3600,0.5,10,9,1RAI,0,0,sum,0.5
19828,10,15,3,0.6,16,7,22500,0.263704,6,6,1RAI,0,1,sum,0.25
51,2,10,1,0.3,0,7,400,0.9,3,1,1RAI,0,0,sum,0.75
8917,5,10,1,1,8,18,2500,0.75,1,0,1RAI,0,0,sum,0.75
151,2,30,1,0.3,0,13,3600,0.766667,10,9,1RAI,0,0,sum,0.75
24124,2,15,5,1,14,4,900,0.6,7,5,1RAI,0,0,sum,0.5
1167,5,5,3,1,2,5,625,0.58,2,1,1RAI,1,1,sum,0.5
51,2,10,1,0.3,0,7,400,0.9,3,1,1RAI,0,0,sum,0.85
72239,2,30,3,1,20,19,3600,0.8,20,15,1RAI,0,0,sum,0.75
151,2,30,1,0.3,0,27,3600,0.866667,15,9,1RAI,0,1,sum,0.85
51,2,10,1,0.3,0,18,400,1,2,1,1RAI,0,0,sum,1
8917,5,10,1,1,8,26,2500,0.85,1,0,1RAI,0,0,sum,0.85
1167,5,5,3,1,2,9,625,0.76,2,1,1RAI,1,1,sum,0.75
72239,2,30,3,1,20,24,3600,0.866667,20,15,1RAI,0,0,sum,0.85
363,2,10,1,0.3,1,3,400,0.3,1,1,1RAI,0,0,sum,0.25
24124,2,15,5,1,14,10,900,0.8,7,5,1RAI,0,0,sum,0.75
164103,2,50,1,1,26,5,10000,0.28,30,30,1RAI,0,0,sum,0.25
26,2,5,1,0.3,0,1,100,0.4,0,0,1RAI,0,0,sum,0.25
76,2,15,1,0.3,0,2,900,0.333333,4,2,1RAI,0,0,sum,0.25
164103,2,50,1,1,26,12,10000,0.5,42,30,1RAI,0,0,sum,0.5
26,2,5,1,0.3,0,2,100,0.8,0,0,1RAI,0,0,sum,0.5
76,2,15,1,0.3,0,5,900,0.6,4,2,1RAI,0,0,sum,0.5
26,2,5,1,0.3,0,2,100,0.8,0,0,1RAI,0,0,sum,0.75
72239,2,30,3,1,20,36,3600,1,21,15,1RAI,0,0,sum,1
151,2,30,1,0.3,0,97,3600,1,15,9,1RAI,1,0,sum,1
19828,10,15,3,0.6,16,16,22500,0.503704,6,6,1RAI,1,1,sum,0.5
1167,5,5,3,1,2,26,625,0.86,3,1,1RAI,1,0,sum,0.85
363,2,10,1,0.3,1,7,400,0.5,2,1,1RAI,0,0,sum,0.5
1083,2,30,1,0.3,1,4,3600,0.3,11,11,1RAI,0,0,sum,0.25
24124,2,15,5,1,14,14,900,0.866667,8,5,1RAI,0,0,sum,0.85
363,2,10,1,0.3,1,14,400,0.8,3,1,1RAI,0,0,sum,0.75
76473,2,30,3,1,21,3,3600,0.3,17,16,1RAI,0,0,sum,0.25
1083,2,30,1,0.3,1,9,3600,0.5,11,11,1RAI,0,0,sum,0.5
363,2,10,1,0.3,1,23,400,0.9,3,1,1RAI,0,0,sum,0.85
26,2,5,1,0.3,0,7,100,1,0,0,1RAI,0,0,sum,0.85
57195,10,30,1,0.6,22,11,90000,0.26,10,10,1RAI,0,1,sum,0.25
26,2,5,1,0.3,0,7,100,1,0,0,1RAI,0,0,sum,1
76,2,15,1,0.3,0,11,900,0.8,3,2,1RAI,0,0,sum,0.75
164103,2,50,1,1,26,20,10000,0.76,42,30,1RAI,0,0,sum,0.75
183,2,5,1,0.3,1,1,100,0.4,0,0,1RAI,0,0,sum,0.25
76,2,15,1,0.3,0,13,900,0.866667,4,2,1RAI,0,0,sum,0.85
8095,10,10,5,0.6,10,9,10000,0.262222,3,3,1RAI,0,0,sum,0.25
164103,2,50,1,1,26,28,10000,0.86,43,30,1RAI,0,0,sum,0.85
183,2,5,1,0.3,1,2,100,0.8,0,0,1RAI,0,0,sum,0.5
363,2,10,1,0.3,1,33,400,1,3,1,1RAI,0,0,sum,1
8917,5,10,1,1,8,128,2500,1,3,0,1RAI,0,1,sum,1
24124,2,15,5,1,14,58,900,1,9,5,1RAI,0,0,sum,1
1083,2,30,1,0.3,1,19,3600,0.766667,16,11,1RAI,0,0,sum,0.75
695,2,10,1,0.3,2,1,400,0.3,1,1,1RAI,0,0,sum,0.25
76473,2,30,3,1,21,7,3600,0.533333,21,16,1RAI,0,0,sum,0.5
695,2,10,1,0.3,2,2,400,0.6,1,1,1RAI,0,0,sum,0.5
19828,10,15,3,0.6,16,38,22500,0.754074,7,6,1RAI,1,1,sum,0.75
695,2,10,1,0.3,2,8,400,0.9,3,1,1RAI,0,0,sum,0.75
10089,5,10,1,1,9,4,2500,0.31,0,0,1RAI,1,1,sum,0.25
695,2,10,1,0.3,2,8,400,0.9,3,1,1RAI,0,0,sum,0.85
1083,2,30,1,0.3,1,35,3600,0.9,16,11,1RAI,0,0,sum,0.85
76473,2,30,3,1,21,15,3600,0.766667,21,16,1RAI,0,0,sum,0.75
10089,5,10,1,1,9,6,2500,0.51,0,0,1RAI,1,1,sum,0.5
183,2,5,1,0.3,1,2,100,0.8,0,0,1RAI,0,0,sum,0.75
76,2,15,1,0.3,0,67,900,1,4,2,1RAI,0,0,sum,1
183,2,5,1,0.3,1,5,100,1,0,0,1RAI,0,0,sum,0.85
164103,2,50,1,1,26,46,10000,1,46,30,1RAI,0,0,sum,1
183,2,5,1,0.3,1,5,100,1,0,0,1RAI,0,0,sum,1
543,2,15,1,0.3,1,2,900,0.4,3,3,1RAI,0,0,sum,0.25
124693,5,50,5,0.6,28,13,62500,0.26,32,32,1RAI,0,0,sum,0.25
8095,10,10,5,0.6,10,18,10000,0.511111,4,3,1RAI,0,0,sum,0.5
350,2,5,1,0.3,2,1,100,0.4,0,0,1RAI,0,0,sum,0.25
543,2,15,1,0.3,1,3,900,0.533333,4,3,1RAI,0,0,sum,0.5
350,2,5,1,0.3,2,2,100,0.8,0,0,1RAI,0,1,sum,0.5
171755,2,50,1,1,27,6,10000,0.26,25,24,1RAI,0,0,sum,0.25
350,2,5,1,0.3,2,2,100,0.8,0,0,1RAI,1,1,sum,0.75
543,2,15,1,0.3,1,11,900,0.8,4,3,1RAI,0,0,sum,0.75
350,2,5,1,0.3,2,3,100,1,0,0,1RAI,1,1,sum,0.85
1083,2,30,1,0.3,1,116,3600,1,16,11,1RAI,0,1,sum,1
695,2,10,1,0.3,2,24,400,1,3,1,1RAI,0,0,sum,1
10089,5,10,1,1,9,13,2500,0.79,1,0,1RAI,1,1,sum,0.75
19828,10,15,3,0.6,16,62,22500,0.85037,8,6,1RAI,1,1,sum,0.85
1047,2,10,1,0.3,3,1,400,0.3,1,1,1RAI,0,0,sum,0.25
26065,2,15,5,1,15,2,900,0.333333,5,5,1RAI,0,0,sum,0.25
10089,5,10,1,1,9,16,2500,0.86,1,0,1RAI,1,1,sum,0.85
1047,2,10,1,0.3,3,4,400,0.6,2,1,1RAI,0,0,sum,0.5
2075,2,30,1,0.3,2,3,3600,0.266667,15,14,1RAI,0,1,sum,0.25
76473,2,30,3,1,21,20,3600,0.866667,21,16,1RAI,0,0,sum,0.85
1047,2,10,1,0.3,3,7,400,0.8,3,1,1RAI,0,0,sum,0.75
2075,2,30,1,0.3,2,8,3600,0.5,16,14,1RAI,1,1,sum,0.5
26065,2,15,5,1,15,4,900,0.533333,5,5,1RAI,0,0,sum,0.5
1047,2,10,1,0.3,3,14,400,1,3,1,1RAI,0,0,sum,0.85
543,2,15,1,0.3,1,13,900,0.866667,4,3,1RAI,0,0,sum,0.85
1047,2,10,1,0.3,3,14,400,1,3,1,1RAI,0,0,sum,1
2075,2,30,1,0.3,2,22,3600,0.766667,16,14,1RAI,1,0,sum,0.75
26065,2,15,5,1,15,9,900,0.866667,6,5,1RAI,0,0,sum,0.75
171755,2,50,1,1,27,16,10000,0.52,27,24,1RAI,0,0,sum,0.5
350,2,5,1,0.3,2,3,100,1,0,0,1RAI,1,1,sum,1
57195,10,30,1,0.6,22,25,90000,0.505926,10,10,1RAI,1,1,sum,0.5
76473,2,30,3,1,21,35,3600,1,22,16,1RAI,0,0,sum,1
26065,2,15,5,1,15,9,900,0.866667,6,5,1RAI,0,0,sum,0.85
2075,2,30,1,0.3,2,25,3600,0.866667,18,14,1RAI,0,0,sum,0.85
1419,2,10,1,0.3,4,1,400,0.3,0,0,1RAI,0,0,sum,0.25
543,2,15,1,0.3,1,35,900,1,5,3,1RAI,0,0,sum,1
527,2,5,1,0.3,3,2,100,0.6,0,0,1RAI,1,1,sum,0.25
2075,2,30,1,0.3,2,41,3600,1,18,14,1RAI,0,0,sum,1
1419,2,10,1,0.3,4,2,400,0.6,0,0,1RAI,0,0,sum,0.5
80767,2,30,3,1,22,6,3600,0.3,16,13,1RAI,0,0,sum,0.25
1419,2,10,1,0.3,4,3,400,0.8,0,0,1RAI,0,0,sum,0.75
26065,2,15,5,1,15,23,900,1,8,5,1RAI,0,0,sum,1
80767,2,30,3,1,22,10,3600,0.5,16,13,1RAI,0,0,sum,0.5
3127,2,30,1,0.3,3,9,3600,0.266667,9,9,1RAI,0,0,sum,0.25
1419,2,10,1,0.3,4,10,400,0.9,0,0,1RAI,0,0,sum,0.85
171755,2,50,1,1,27,33,10000,0.76,31,24,1RAI,0,0,sum,0.75
1040,2,15,1,0.3,2,2,900,0.4,4,4,1RAI,1,1,sum,0.25
124693,5,50,5,0.6,28,30,62500,0.508,33,32,1RAI,0,0,sum,0.5
1040,2,15,1,0.3,2,3,900,0.533333,4,4,1RAI,1,1,sum,0.5
527,2,5,1,0.3,3,2,100,0.6,0,0,1RAI,1,1,sum,0.5
80767,2,30,3,1,22,21,3600,0.766667,17,13,1RAI,0,0,sum,0.75
1419,2,10,1,0.3,4,30,400,1,0,0,1RAI,0,0,sum,1
3127,2,30,1,0.3,3,22,3600,0.566667,13,9,1RAI,0,0,sum,0.5
527,2,5,1,0.3,3,4,100,0.8,0,0,1RAI,1,1,sum,0.75
1040,2,15,1,0.3,2,7,900,0.866667,4,4,1RAI,1,0,sum,0.75
1811,2,10,1,0.3,5,1,400,0.3,0,0,1RAI,1,1,sum,0.25
3127,2,30,1,0.3,3,38,3600,0.766667,15,9,1RAI,0,0,sum,0.75
80767,2,30,3,1,22,25,3600,0.866667,20,13,1RAI,0,0,sum,0.85
1811,2,10,1,0.3,5,2,400,0.6,1,0,1RAI,1,1,sum,0.5
28036,2,15,5,1,16,2,900,0.333333,5,5,1RAI,0,0,sum,0.25
3127,2,30,1,0.3,3,51,3600,0.866667,15,9,1RAI,0,0,sum,0.85
1811,2,10,1,0.3,5,5,400,0.9,1,0,1RAI,1,1,sum,0.75
28036,2,15,5,1,16,5,900,0.533333,6,5,1RAI,0,0,sum,0.5
1811,2,10,1,0.3,5,5,400,0.9,1,0,1RAI,1,1,sum,0.85
171755,2,50,1,1,27,56,10000,0.86,37,24,1RAI,0,0,sum,0.85
527,2,5,1,0.3,3,11,100,1,0,0,1RAI,1,1,sum,0.85
1040,2,15,1,0.3,2,7,900,0.866667,4,4,1RAI,0,0,sum,0.85
527,2,5,1,0.3,3,11,100,1,0,0,1RAI,1,1,sum,1
1040,2,15,1,0.3,2,9,900,1,4,4,1RAI,0,0,sum,1
1811,2,10,1,0.3,5,11,400,1,1,0,1RAI,1,1,sum,1
28036,2,15,5,1,16,16,900,0.8,8,5,1RAI,0,0,sum,0.75
80767,2,30,3,1,22,58,3600,1,22,13,1RAI,0,0,sum,1
10089,5,10,1,1,9,154,2500,1,2,0,1RAI,1,0,sum,1
2223,2,10,1,0.3,6,2,400,0.3,0,0,1RAI,1,1,sum,0.25
28036,2,15,5,1,16,17,900,0.866667,8,5,1RAI,0,0,sum,0.85
1567,2,15,1,0.3,3,4,900,0.266667,3,3,1RAI,0,0,sum,0.25
171755,2,50,1,1,27,74,10000,1,43,24,1RAI,0,0,sum,1
714,2,5,1,0.3,4,2,100,0.6,0,0,1RAI,0,0,sum,0.25
1567,2,15,1,0.3,3,6,900,0.6,4,3,1RAI,0,0,sum,0.5
714,2,5,1,0.3,4,2,100,0.6,0,0,1RAI,0,0,sum,0.5
11281,5,10,1,1,10,3,2500,0.3,1,1,1RAI,0,0,sum,0.25
2223,2,10,1,0.3,6,6,400,0.6,0,0,1RAI,1,1,sum,0.5
85121,2,30,3,1,23,3,3600,0.3,18,17,1RAI,0,0,sum,0.25
2223,2,10,1,0.3,6,9,400,0.8,1,0,1RAI,1,1,sum,0.75
28036,2,15,5,1,16,45,900,1,7,5,1RAI,0,0,sum,1
2223,2,10,1,0.3,6,14,400,0.9,2,0,1RAI,1,1,sum,0.85
85121,2,30,3,1,23,6,3600,0.5,19,17,1RAI,0,0,sum,0.5
2223,2,10,1,0.3,6,19,400,1,2,0,1RAI,1,1,sum,1
3127,2,30,1,0.3,3,199,3600,1,15,9,1RAI,0,0,sum,1
11281,5,10,1,1,10,6,2500,0.53,2,1,1RAI,0,0,sum,0.5
2655,2,10,1,0.3,7,1,400,0.3,0,0,1RAI,0,0,sum,0.25
714,2,5,1,0.3,4,5,100,1,0,0,1RAI,0,0,sum,0.75
8095,10,10,5,0.6,10,50,10000,0.751111,4,3,1RAI,0,0,sum,0.75
179507,2,50,1,1,28,5,10000,0.26,25,24,1RAI,0,0,sum,0.25
1567,2,15,1,0.3,3,12,900,0.866667,4,3,1RAI,0,0,sum,0.75
714,2,5,1,0.3,4,5,100,1,0,0,1RAI,0,0,sum,0.85
1567,2,15,1,0.3,3,12,900,0.866667,4,3,1RAI,0,0,sum,0.85
714,2,5,1,0.3,4,5,100,1,0,0,1RAI,0,0,sum,1
179507,2,50,1,1,28,12,10000,0.54,40,24,1RAI,0,0,sum,0.5
11281,5,10,1,1,10,12,2500,0.78,2,1,1RAI,0,0,sum,0.75
4239,2,30,1,0.3,4,3,3600,0.3,12,11,1RAI,0,0,sum,0.25
85121,2,30,3,1,23,16,3600,0.766667,22,17,1RAI,0,0,sum,0.75
2655,2,10,1,0.3,7,2,400,0.5,0,0,1RAI,0,0,sum,0.5
4239,2,30,1,0.3,4,8,3600,0.566667,12,11,1RAI,0,0,sum,0.5
911,2,5,1,0.3,5,2,100,0.6,0,0,1RAI,0,0,sum,0.25
179507,2,50,1,1,28,23,10000,0.76,43,24,1RAI,0,0,sum,0.75
911,2,5,1,0.3,5,2,100,0.6,0,0,1RAI,0,0,sum,0.5
4239,2,30,1,0.3,4,14,3600,0.766667,13,11,1RAI,0,0,sum,0.75
30037,2,15,5,1,17,2,900,0.266667,8,7,1RAI,0,0,sum,0.25
11281,5,10,1,1,10,19,2500,0.86,3,1,1RAI,0,0,sum,0.85
4239,2,30,1,0.3,4,19,3600,0.866667,14,11,1RAI,0,0,sum,0.85
2655,2,10,1,0.3,7,8,400,0.9,1,0,1RAI,0,0,sum,0.75
85121,2,30,3,1,23,32,3600,0.866667,23,17,1RAI,0,0,sum,0.85
2655,2,10,1,0.3,7,8,400,0.9,1,0,1RAI,0,0,sum,0.85
30037,2,15,5,1,17,5,900,0.6,8,7,1RAI,0,0,sum,0.5
4239,2,30,1,0.3,4,27,3600,1,14,11,1RAI,0,0,sum,1
2655,2,10,1,0.3,7,9,400,1,1,0,1RAI,0,0,sum,1
911,2,5,1,0.3,5,3,100,1,0,0,1RAI,0,0,sum,0.75
179507,2,50,1,1,28,30,10000,0.86,41,24,1RAI,0,0,sum,0.85
1567,2,15,1,0.3,3,65,900,1,6,3,1RAI,0,0,sum,1
911,2,5,1,0.3,5,3,100,1,0,0,1RAI,0,0,sum,0.85
5411,2,30,1,0.3,5,5,3600,0.333333,11,9,1RAI,0,0,sum,0.25
85121,2,30,3,1,23,44,3600,1,23,17,1RAI,0,0,sum,1
3107,2,10,1,0.3,8,1,400,0.3,0,0,1RAI,0,0,sum,0.25
5411,2,30,1,0.3,5,11,3600,0.533333,14,9,1RAI,0,0,sum,0.5
30037,2,15,5,1,17,9,900,0.866667,9,7,1RAI,0,0,sum,0.75
3107,2,10,1,0.3,8,2,400,0.5,1,0,1RAI,0,0,sum,0.5
30037,2,15,5,1,17,9,900,0.866667,9,7,1RAI,0,0,sum,0.85
5411,2,30,1,0.3,5,21,3600,0.766667,12,9,1RAI,0,0,sum,0.75
3107,2,10,1,0.3,8,4,400,0.9,1,0,1RAI,0,0,sum,0.75
89535,2,30,3,1,24,3,3600,0.266667,13,13,1RAI,0,0,sum,0.25
3107,2,10,1,0.3,8,4,400,0.9,1,0,1RAI,0,0,sum,0.85
11281,5,10,1,1,10,62,2500,1,3,1,1RAI,0,1,sum,1
5411,2,30,1,0.3,5,29,3600,0.866667,13,9,1RAI,0,0,sum,0.85
89535,2,30,3,1,24,8,3600,0.533333,19,13,1RAI,0,0,sum,0.5
3107,2,10,1,0.3,8,13,400,1,2,0,1RAI,0,0,sum,1
57195,10,30,1,0.6,22,65,90000,0.756296,15,10,1RAI,1,1,sum,0.75
911,2,5,1,0.3,5,3,100,1,0,0,1RAI,0,0,sum,1
2124,2,15,1,0.3,4,2,900,0.4,1,1,1RAI,0,1,sum,0.25
89535,2,30,3,1,24,14,3600,0.8,20,13,1RAI,0,0,sum,0.75
12493,5,10,1,1,11,2,2500,0.27,0,0,1RAI,1,1,sum,0.25
30037,2,15,5,1,17,48,900,1,11,7,1RAI,0,0,sum,1
3579,2,10,1,0.3,9,2,400,0.3,0,0,1RAI,0,0,sum,0.25
89535,2,30,3,1,24,17,3600,0.866667,20,13,1RAI,0,0,sum,0.85
12493,5,10,1,1,11,6,2500,0.53,0,0,1RAI,1,1,sum,0.5
5411,2,30,1,0.3,5,73,3600,1,15,9,1RAI,0,0,sum,1
3579,2,10,1,0.3,9,3,400,0.5,1,0,1RAI,0,0,sum,0.5
124693,5,50,5,0.6,28,67,62500,0.75,35,32,1RAI,0,0,sum,0.75
2124,2,15,1,0.3,4,3,900,0.533333,1,1,1RAI,1,0,sum,0.5
1118,2,5,1,0.3,6,1,100,0.6,0,0,1RAI,0,0,sum,0.25
6643,2,30,1,0.3,6,7,3600,0.3,13,13,1RAI,0,0,sum,0.25
3579,2,10,1,0.3,9,5,400,0.8,1,0,1RAI,0,0,sum,0.75
12493,5,10,1,1,11,15,2500,0.79,1,0,1RAI,1,1,sum,0.75
3579,2,10,1,0.3,9,6,400,0.9,1,0,1RAI,0,0,sum,0.85
89535,2,30,3,1,24,37,3600,1,21,13,1RAI,0,0,sum,1
3579,2,10,1,0.3,9,9,400,1,1,0,1RAI,0,0,sum,1
12493,5,10,1,1,11,17,2500,0.85,2,0,1RAI,1,0,sum,0.85
6643,2,30,1,0.3,6,11,3600,0.533333,15,13,1RAI,0,0,sum,0.5
4071,2,10,1,0.3,10,1,400,0.3,1,1,1RAI,1,1,sum,0.25
2124,2,15,1,0.3,4,10,900,0.8,4,1,1RAI,0,0,sum,0.75
179507,2,50,1,1,28,110,10000,1,43,24,1RAI,0,0,sum,1
1118,2,5,1,0.3,6,1,100,0.6,0,0,1RAI,0,0,sum,0.5
2124,2,15,1,0.3,4,14,900,0.866667,4,1,1RAI,0,0,sum,0.85
8095,10,10,5,0.6,10,86,10000,0.86,5,3,1RAI,0,1,sum,0.85
1118,2,5,1,0.3,6,2,100,1,0,0,1RAI,0,0,sum,0.75
4071,2,10,1,0.3,10,2,400,0.5,1,1,1RAI,1,1,sum,0.5
94009,2,30,3,1,25,3,3600,0.266667,14,14,1RAI,0,0,sum,0.25
32068,2,15,5,1,18,2,900,0.333333,8,8,1RAI,0,0,sum,0.25
6643,2,30,1,0.3,6,19,3600,0.766667,17,13,1RAI,0,0,sum,0.75
4071,2,10,1,0.3,10,19,400,0.8,2,1,1RAI,1,1,sum,0.75
1118,2,5,1,0.3,6,2,100,1,0,0,1RAI,0,0,sum,0.85
187359,2,50,1,1,29,5,10000,0.26,42,26,1RAI,0,0,sum,0.25
1118,2,5,1,0.3,6,2,100,1,0,0,1RAI,0,0,sum,1
2124,2,15,1,0.3,4,32,900,1,5,1,1RAI,0,0,sum,1
32068,2,15,5,1,18,7,900,0.6,9,8,1RAI,0,0,sum,0.5
94009,2,30,3,1,25,9,3600,0.533333,19,14,1RAI,0,0,sum,0.5
4071,2,10,1,0.3,10,24,400,0.9,3,1,1RAI,1,0,sum,0.85
6643,2,30,1,0.3,6,41,3600,0.9,16,13,1RAI,0,0,sum,0.85
32068,2,15,5,1,18,12,900,0.8,9,8,1RAI,0,0,sum,0.75
4071,2,10,1,0.3,10,36,400,1,3,1,1RAI,0,0,sum,1
105725,20,50,3,0.3,29,32,1000000,0.256632,33,32,1RAI,0,0,sum,0.25
1167,5,5,3,1,2,625,625,0.96,3,1,1RAI,0,1,sum,1
94009,2,30,3,1,25,19,3600,0.8,20,14,1RAI,0,0,sum,0.75
32068,2,15,5,1,18,15,900,0.866667,9,8,1RAI,0,0,sum,0.85
4583,2,10,1,0.3,11,6,400,0.5,1,0,1RAI,0,0,sum,0.25
51079,20,30,5,0.3,24,24,360000,0.252105,18,18,1RAI,0,0,sum,0.25
4583,2,10,1,0.3,11,6,400,0.5,1,0,1RAI,0,0,sum,0.5
32068,2,15,5,1,18,19,900,1,9,8,1RAI,0,0,sum,1
1696,5,5,3,1,3,7,625,0.28,0,0,1RAI,0,0,sum,0.25
94009,2,30,3,1,25,25,3600,0.866667,17,14,1RAI,0,0,sum,0.85
4583,2,10,1,0.3,11,9,400,0.8,2,0,1RAI,0,0,sum,0.75
2711,2,15,1,0.3,5,3,900,0.4,2,2,1RAI,0,0,sum,0.25
1335,2,5,1,0.3,7,1,100,0.4,0,0,1RAI,0,1,sum,0.25
2711,2,15,1,0.3,5,5,900,0.533333,3,2,1RAI,0,0,sum,0.5
1335,2,5,1,0.3,7,4,100,0.8,1,0,1RAI,1,1,sum,0.5
187359,2,50,1,1,29,10,10000,0.5,39,26,1RAI,0,0,sum,0.5
1335,2,5,1,0.3,7,4,100,0.8,1,0,1RAI,1,1,sum,0.75
2711,2,15,1,0.3,5,12,900,0.8,4,2,1RAI,0,0,sum,0.75
1335,2,5,1,0.3,7,7,100,1,1,0,1RAI,1,1,sum,0.85
124693,5,50,5,0.6,28,96,62500,0.85,38,32,1RAI,0,0,sum,0.85
1335,2,5,1,0.3,7,7,100,1,1,0,1RAI,1,1,sum,1
2711,2,15,1,0.3,5,17,900,0.866667,4,2,1RAI,0,1,sum,0.85
6643,2,30,1,0.3,6,125,3600,1,17,13,1RAI,0,0,sum,1
1696,5,5,3,1,3,13,625,0.56,0,0,1RAI,0,1,sum,0.5
94009,2,30,3,1,25,50,3600,1,22,14,1RAI,0,0,sum,1
4583,2,10,1,0.3,11,10,400,0.9,2,0,1RAI,0,0,sum,0.85
7935,2,30,1,0.3,7,3,3600,0.266667,13,12,1RAI,0,0,sum,0.25
12493,5,10,1,1,11,106,2500,1,2,0,1RAI,0,1,sum,1
4583,2,10,1,0.3,11,13,400,1,3,0,1RAI,0,0,sum,1
7935,2,30,1,0.3,7,7,3600,0.5,14,12,1RAI,0,0,sum,0.5
98543,2,30,3,1,26,4,3600,0.266667,15,15,1RAI,0,0,sum,0.25
5115,2,10,1,0.3,12,1,400,0.3,0,0,1RAI,0,0,sum,0.25
34129,2,15,5,1,19,4,900,0.266667,7,7,1RAI,0,0,sum,0.25
7935,2,30,1,0.3,7,12,3600,0.766667,16,12,1RAI,0,0,sum,0.75
13725,5,10,1,1,12,3,2500,0.26,0,0,1RAI,1,1,sum,0.25
98543,2,30,3,1,26,7,3600,0.533333,15,15,1RAI,0,0,sum,0.5
34129,2,15,5,1,19,8,900,0.6,7,7,1RAI,0,0,sum,0.5
1696,5,5,3,1,3,31,625,0.76,0,0,1RAI,1,1,sum,0.75
7935,2,30,1,0.3,7,21,3600,0.866667,16,12,1RAI,0,0,sum,0.85
5115,2,10,1,0.3,12,2,400,0.5,0,0,1RAI,0,0,sum,0.5
13725,5,10,1,1,12,8,2500,0.52,0,0,1RAI,1,1,sum,0.5
1696,5,5,3,1,3,36,625,0.86,2,0,1RAI,1,1,sum,0.85
34129,2,15,5,1,19,20,900,0.8,7,7,1RAI,0,0,sum,0.75
98543,2,30,3,1,26,20,3600,0.766667,18,15,1RAI,0,0,sum,0.75
5115,2,10,1,0.3,12,7,400,0.8,1,0,1RAI,0,0,sum,0.75
34129,2,15,5,1,19,21,900,0.866667,7,7,1RAI,0,0,sum,0.85
13725,5,10,1,1,12,12,2500,0.77,1,0,1RAI,1,1,sum,0.75
5115,2,10,1,0.3,12,10,400,0.9,1,0,1RAI,0,0,sum,0.85
98543,2,30,3,1,26,29,3600,0.866667,20,15,1RAI,0,0,sum,0.85
34129,2,15,5,1,19,29,900,1,9,7,1RAI,0,0,sum,1
13725,5,10,1,1,12,15,2500,0.85,1,0,1RAI,1,1,sum,0.85
5115,2,10,1,0.3,12,13,400,1,1,0,1RAI,0,0,sum,1
57195,10,30,1,0.6,22,98,90000,0.854815,15,10,1RAI,1,1,sum,0.85
187359,2,50,1,1,29,24,10000,0.76,41,26,1RAI,0,0,sum,0.75
1562,2,5,1,0.3,8,1,100,0.6,0,0,1RAI,1,1,sum,0.25
2711,2,15,1,0.3,5,28,900,1,5,2,1RAI,1,1,sum,1
1562,2,5,1,0.3,8,1,100,0.6,0,0,1RAI,1,1,sum,0.5
5667,2,10,1,0.3,13,1,400,0.3,0,0,1RAI,0,0,sum,0.25
1562,2,5,1,0.3,8,3,100,0.8,0,0,1RAI,1,1,sum,0.75
187359,2,50,1,1,29,30,10000,0.88,42,26,1RAI,0,0,sum,0.85
3328,2,15,1,0.3,6,2,900,0.4,3,3,1RAI,0,0,sum,0.25
1562,2,5,1,0.3,8,9,100,1,1,0,1RAI,1,1,sum,0.85
3328,2,15,1,0.3,6,3,900,0.533333,4,3,1RAI,0,0,sum,0.5
1562,2,5,1,0.3,8,9,100,1,1,0,1RAI,1,1,sum,1
5667,2,10,1,0.3,13,2,400,0.6,0,0,1RAI,0,0,sum,0.5
98543,2,30,3,1,26,59,3600,1,19,15,1RAI,0,0,sum,1
1799,2,5,1,0.3,9,1,100,0.6,0,0,1RAI,0,0,sum,0.25
3328,2,15,1,0.3,6,9,900,0.866667,4,3,1RAI,0,0,sum,0.75
1799,2,5,1,0.3,9,1,100,0.6,0,0,1RAI,0,0,sum,0.5
3328,2,15,1,0.3,6,9,900,0.866667,4,3,1RAI,0,0,sum,0.85
1799,2,5,1,0.3,9,2,100,0.8,0,0,1RAI,0,1,sum,0.75
187359,2,50,1,1,29,54,10000,1,42,26,1RAI,0,0,sum,1
1799,2,5,1,0.3,9,4,100,1,0,0,1RAI,1,1,sum,0.85
3328,2,15,1,0.3,6,19,900,1,5,3,1RAI,0,0,sum,1
1799,2,5,1,0.3,9,4,100,1,0,0,1RAI,1,1,sum,1
7935,2,30,1,0.3,7,178,3600,1,17,12,1RAI,0,0,sum,1
5667,2,10,1,0.3,13,10,400,0.8,1,0,1RAI,0,0,sum,0.75
103137,2,30,3,1,27,3,3600,0.266667,16,15,1RAI,0,0,sum,0.25
36220,2,15,5,1,20,2,900,0.333333,7,7,1RAI,0,0,sum,0.25
