seed,mu,n,m,alpha,run,generations,max_generations,diversity,fitness,opt,mutation_operator,starting_robustness,ending_robustness,diversity_operator,diversity_threshold
1387,2,25,3,0.3,7,14,2500,0.76,10,5,XRAI_1.00,0,0,sum,0.75
1089,5,10,1,0.6,9,5,2500,0.56,0,0,XRAI_1.00,1,1,sum,0.5
14777,2,50,3,0.3,17,36,10000,0.82,29,21,XRAI_1.00,0,0,sum,0.8
1387,2,25,3,0.3,7,16,2500,0.8,10,5,XRAI_1.00,0,0,sum,0.8
1089,5,10,1,0.6,9,7,2500,0.65,1,0,XRAI_1.00,1,1,sum,0.65
5068,2,15,5,1,18,18,900,1,5,0,XRAI_1.00,0,0,sum,0.95
1387,2,25,3,0.3,7,18,2500,0.88,11,5,XRAI_1.00,0,0,sum,0.85
7457,2,10,3,0.3,27,3,400,0.8,1,0,XRAI_1.00,0,0,sum,0.8
14777,2,50,3,0.3,17,46,10000,0.86,29,21,XRAI_1.00,0,0,sum,0.85
1089,5,10,1,0.6,9,10,2500,0.76,2,0,XRAI_1.00,1,1,sum,0.75
1387,2,25,3,0.3,7,20,2500,0.92,11,5,XRAI_1.00,0,0,sum,0.9
5865,2,25,5,0.3,15,28,2500,0.68,7,1,XRAI_1.00,0,0,sum,0.65
1089,5,10,1,0.6,9,13,2500,0.84,2,0,XRAI_1.00,1,1,sum,0.8
7457,2,10,3,0.3,27,8,400,0.9,1,0,XRAI_1.00,0,0,sum,0.85
14777,2,50,3,0.3,17,49,10000,0.9,29,21,XRAI_1.00,0,0,sum,0.9
7457,2,10,3,0.3,27,8,400,0.9,1,0,XRAI_1.00,0,0,sum,0.9
5865,2,25,5,0.3,15,31,2500,0.8,7,1,XRAI_1.00,0,0,sum,0.75
7457,2,10,3,0.3,27,9,400,1,2,0,XRAI_1.00,0,0,sum,0.95
5865,2,25,5,0.3,15,31,2500,0.8,7,1,XRAI_1.00,0,0,sum,0.8
7457,2,10,3,0.3,27,9,400,1,2,0,XRAI_1.00,0,0,sum,1
5068,2,15,5,1,18,18,900,1,5,0,XRAI_1.00,0,0,sum,1
1089,5,10,1,0.6,9,16,2500,0.88,2,0,XRAI_1.00,1,1,sum,0.85
21389,5,50,3,0.6,20,8,62500,0.282,24,19,XRAI_1.00,0,0,sum,0.25
1286,5,5,1,1,15,6,625,0.8,0,0,XRAI_1.00,1,1,sum,0.8
5529,2,15,1,0.3,19,1,900,0.266667,2,2,XRAI_1.00,0,0,sum,0.1
1387,2,25,3,0.3,7,53,2500,0.96,11,5,XRAI_1.00,0,0,sum,0.95
1089,5,10,1,0.6,9,20,2500,0.93,2,0,XRAI_1.00,1,1,sum,0.9
219,5,5,1,0.3,4,625,625,0.96,0,0,XRAI_1.00,1,1,sum,1
5865,2,25,5,0.3,15,50,2500,0.88,6,1,XRAI_1.00,0,0,sum,0.85
8011,2,10,3,0.3,28,0,400,0,0,0,XRAI_1.00,0,0,sum,0
14777,2,50,3,0.3,17,73,10000,0.96,29,21,XRAI_1.00,0,0,sum,0.95
1089,5,10,1,0.6,9,25,2500,0.96,3,0,XRAI_1.00,1,1,sum,0.95
1387,2,25,3,0.3,7,74,2500,1,11,5,XRAI_1.00,0,0,sum,1
8011,2,10,3,0.3,28,2,400,0.4,0,0,XRAI_1.00,0,0,sum,0.1
5865,2,25,5,0.3,15,56,2500,0.92,8,1,XRAI_1.00,0,0,sum,0.9
8011,2,10,3,0.3,28,2,400,0.4,0,0,XRAI_1.00,0,0,sum,0.25
5629,2,15,5,1,19,0,900,0,0,0,XRAI_1.00,0,0,sum,0
1766,2,25,3,0.3,8,0,2500,0,4,4,XRAI_1.00,0,0,sum,0
21389,5,50,3,0.6,20,12,62500,0.4,24,19,XRAI_1.00,0,0,sum,0.4
5529,2,15,1,0.3,19,1,900,0.266667,2,2,XRAI_1.00,0,0,sum,0.25
1286,5,5,1,1,15,8,625,0.86,1,0,XRAI_1.00,1,1,sum,0.85
5529,2,15,1,0.3,19,3,900,0.533333,2,2,XRAI_1.00,0,0,sum,0.4
1766,2,25,3,0.3,8,3,2500,0.32,4,4,XRAI_1.00,0,0,sum,0.1
8011,2,10,3,0.3,28,2,400,0.4,0,0,XRAI_1.00,0,0,sum,0.4
1766,2,25,3,0.3,8,3,2500,0.32,4,4,XRAI_1.00,0,0,sum,0.25
266,5,5,1,0.3,5,0,625,0,0,0,XRAI_1.00,0,0,sum,0
8011,2,10,3,0.3,28,3,400,0.6,0,0,XRAI_1.00,0,0,sum,0.5
5629,2,15,5,1,19,1,900,0.2,0,0,XRAI_1.00,0,0,sum,0.1
266,5,5,1,0.3,5,4,625,0.24,0,0,XRAI_1.00,0,1,sum,0.1
8011,2,10,3,0.3,28,5,400,0.8,0,0,XRAI_1.00,0,0,sum,0.65
1766,2,25,3,0.3,8,6,2500,0.48,6,4,XRAI_1.00,0,0,sum,0.4
8011,2,10,3,0.3,28,5,400,0.8,0,0,XRAI_1.00,0,0,sum,0.75
5629,2,15,5,1,19,2,900,0.266667,1,0,XRAI_1.00,0,0,sum,0.25
8011,2,10,3,0.3,28,5,400,0.8,0,0,XRAI_1.00,0,0,sum,0.8
1766,2,25,3,0.3,8,9,2500,0.72,10,4,XRAI_1.00,0,0,sum,0.5
5629,2,15,5,1,19,4,900,0.4,1,0,XRAI_1.00,0,0,sum,0.4
1766,2,25,3,0.3,8,9,2500,0.72,10,4,XRAI_1.00,0,0,sum,0.65
266,5,5,1,0.3,5,5,625,0.42,0,0,XRAI_1.00,1,1,sum,0.25
8011,2,10,3,0.3,28,11,400,0.9,0,0,XRAI_1.00,0,0,sum,0.85
266,5,5,1,0.3,5,5,625,0.42,0,0,XRAI_1.00,1,1,sum,0.4
1766,2,25,3,0.3,8,11,2500,0.8,7,4,XRAI_1.00,0,0,sum,0.75
8011,2,10,3,0.3,28,11,400,0.9,0,0,XRAI_1.00,0,0,sum,0.9
1766,2,25,3,0.3,8,11,2500,0.8,7,4,XRAI_1.00,0,0,sum,0.8
5865,2,25,5,0.3,15,123,2500,0.96,8,1,XRAI_1.00,0,0,sum,0.95
266,5,5,1,0.3,5,7,625,0.64,0,0,XRAI_1.00,1,1,sum,0.5
8011,2,10,3,0.3,28,16,400,1,3,0,XRAI_1.00,0,0,sum,0.95
1766,2,25,3,0.3,8,15,2500,0.88,9,4,XRAI_1.00,0,0,sum,0.85
8011,2,10,3,0.3,28,16,400,1,3,0,XRAI_1.00,0,0,sum,1
266,5,5,1,0.3,5,11,625,0.7,0,0,XRAI_1.00,1,1,sum,0.65
5629,2,15,5,1,19,9,900,0.533333,1,0,XRAI_1.00,0,0,sum,0.5
5529,2,15,1,0.3,19,3,900,0.533333,2,2,XRAI_1.00,0,0,sum,0.5
1286,5,5,1,1,15,17,625,0.9,1,0,XRAI_1.00,1,1,sum,0.9
21389,5,50,3,0.6,20,15,62500,0.5,24,19,XRAI_1.00,0,0,sum,0.5
5529,2,15,1,0.3,19,17,900,0.666667,4,2,XRAI_1.00,0,0,sum,0.65
5865,2,25,5,0.3,15,137,2500,1,7,1,XRAI_1.00,0,1,sum,1
266,5,5,1,0.3,5,18,625,0.76,0,0,XRAI_1.00,1,1,sum,0.75
8585,2,10,3,0.3,29,0,400,0,0,0,XRAI_1.00,0,0,sum,0
1766,2,25,3,0.3,8,24,2500,0.92,9,4,XRAI_1.00,0,0,sum,0.9
5629,2,15,5,1,19,13,900,0.666667,1,0,XRAI_1.00,0,0,sum,0.65
8585,2,10,3,0.3,29,2,400,0.4,0,0,XRAI_1.00,0,0,sum,0.1
266,5,5,1,0.3,5,26,625,0.82,1,0,XRAI_1.00,1,1,sum,0.8
8585,2,10,3,0.3,29,2,400,0.4,0,0,XRAI_1.00,0,0,sum,0.25
6646,2,25,5,0.3,16,0,2500,0,0,0,XRAI_1.00,0,0,sum,0
5629,2,15,5,1,19,16,900,0.866667,1,0,XRAI_1.00,0,0,sum,0.75
266,5,5,1,0.3,5,31,625,0.88,1,0,XRAI_1.00,1,1,sum,0.85
8585,2,10,3,0.3,29,2,400,0.4,0,0,XRAI_1.00,0,0,sum,0.4
6646,2,25,5,0.3,16,3,2500,0.2,0,0,XRAI_1.00,0,0,sum,0.1
5629,2,15,5,1,19,16,900,0.866667,1,0,XRAI_1.00,0,0,sum,0.8
1766,2,25,3,0.3,8,61,2500,0.96,10,4,XRAI_1.00,0,0,sum,0.95
8585,2,10,3,0.3,29,3,400,0.6,0,0,XRAI_1.00,0,0,sum,0.5
6646,2,25,5,0.3,16,4,2500,0.28,1,0,XRAI_1.00,0,0,sum,0.25
1766,2,25,3,0.3,8,65,2500,1,10,4,XRAI_1.00,0,0,sum,1
8585,2,10,3,0.3,29,4,400,0.7,0,0,XRAI_1.00,0,0,sum,0.65
266,5,5,1,0.3,5,57,625,0.92,1,0,XRAI_1.00,1,1,sum,0.9
6646,2,25,5,0.3,16,6,2500,0.4,1,0,XRAI_1.00,0,0,sum,0.4
5629,2,15,5,1,19,16,900,0.866667,1,0,XRAI_1.00,0,0,sum,0.85
8585,2,10,3,0.3,29,8,400,0.8,2,0,XRAI_1.00,0,0,sum,0.75
2195,2,25,3,0.3,9,0,2500,0,1,1,XRAI_1.00,0,0,sum,0
8585,2,10,3,0.3,29,8,400,0.8,2,0,XRAI_1.00,0,0,sum,0.8
6646,2,25,5,0.3,16,9,2500,0.56,1,0,XRAI_1.00,0,0,sum,0.5
2195,2,25,3,0.3,9,1,2500,0.32,1,1,XRAI_1.00,0,0,sum,0.1
8585,2,10,3,0.3,29,9,400,0.9,2,0,XRAI_1.00,0,0,sum,0.85
2195,2,25,3,0.3,9,1,2500,0.32,1,1,XRAI_1.00,0,0,sum,0.25
8585,2,10,3,0.3,29,9,400,0.9,2,0,XRAI_1.00,0,0,sum,0.9
6646,2,25,5,0.3,16,14,2500,0.68,6,0,XRAI_1.00,0,0,sum,0.65
1089,5,10,1,0.6,9,153,2500,1,2,0,XRAI_1.00,1,0,sum,1
2195,2,25,3,0.3,9,2,2500,0.56,1,1,XRAI_1.00,0,0,sum,0.4
5629,2,15,5,1,19,18,900,0.933333,6,0,XRAI_1.00,0,0,sum,0.9
8585,2,10,3,0.3,29,17,400,1,2,0,XRAI_1.00,0,0,sum,0.95
2195,2,25,3,0.3,9,2,2500,0.56,1,1,XRAI_1.00,0,0,sum,0.5
8585,2,10,3,0.3,29,17,400,1,2,0,XRAI_1.00,0,0,sum,1
6646,2,25,5,0.3,16,17,2500,0.76,6,0,XRAI_1.00,0,0,sum,0.75
1281,5,10,1,0.6,10,0,2500,0,1,1,XRAI_1.00,1,1,sum,0
5629,2,15,5,1,19,25,900,1,7,0,XRAI_1.00,0,0,sum,0.95
59,2,10,3,0.6,0,0,400,0,1,1,XRAI_1.00,0,0,sum,0
2195,2,25,3,0.3,9,12,2500,0.72,2,1,XRAI_1.00,0,0,sum,0.65
5529,2,15,1,0.3,19,21,900,0.8,5,2,XRAI_1.00,0,0,sum,0.75
1286,5,5,1,1,15,73,625,0.96,1,0,XRAI_1.00,1,1,sum,0.95
5529,2,15,1,0.3,19,21,900,0.8,5,2,XRAI_1.00,0,0,sum,0.8
21389,5,50,3,0.6,20,28,62500,0.65,27,19,XRAI_1.00,0,0,sum,0.65
5529,2,15,1,0.3,19,25,900,0.933333,5,2,XRAI_1.00,0,0,sum,0.85
2195,2,25,3,0.3,9,15,2500,0.76,6,1,XRAI_1.00,0,0,sum,0.75
59,2,10,3,0.6,0,1,400,0.7,1,1,XRAI_1.00,0,0,sum,0.1
5629,2,15,5,1,19,25,900,1,7,0,XRAI_1.00,0,0,sum,1
59,2,10,3,0.6,0,1,400,0.7,1,1,XRAI_1.00,0,0,sum,0.25
6646,2,25,5,0.3,16,26,2500,0.8,7,0,XRAI_1.00,0,0,sum,0.8
59,2,10,3,0.6,0,1,400,0.7,1,1,XRAI_1.00,0,0,sum,0.4
6220,2,15,5,1,20,0,900,0,0,0,XRAI_1.00,0,0,sum,0
59,2,10,3,0.6,0,1,400,0.7,1,1,XRAI_1.00,0,0,sum,0.5
6220,2,15,5,1,20,1,900,0.333333,0,0,XRAI_1.00,0,0,sum,0.1
1281,5,10,1,0.6,10,2,2500,0.2,1,1,XRAI_1.00,1,1,sum,0.1
6646,2,25,5,0.3,16,30,2500,0.88,7,0,XRAI_1.00,0,0,sum,0.85
2195,2,25,3,0.3,9,17,2500,0.8,7,1,XRAI_1.00,0,0,sum,0.8
1281,5,10,1,0.6,10,3,2500,0.29,1,1,XRAI_1.00,1,1,sum,0.25
6220,2,15,5,1,20,1,900,0.333333,0,0,XRAI_1.00,0,0,sum,0.25
59,2,10,3,0.6,0,1,400,0.7,1,1,XRAI_1.00,0,0,sum,0.65
6220,2,15,5,1,20,3,900,0.4,1,0,XRAI_1.00,0,0,sum,0.4
1281,5,10,1,0.6,10,4,2500,0.45,1,1,XRAI_1.00,1,1,sum,0.4
6220,2,15,5,1,20,4,900,0.533333,2,0,XRAI_1.00,0,0,sum,0.5
59,2,10,3,0.6,0,2,400,0.8,1,1,XRAI_1.00,0,0,sum,0.75
6220,2,15,5,1,20,5,900,0.733333,2,0,XRAI_1.00,0,0,sum,0.65
1281,5,10,1,0.6,10,6,2500,0.59,1,1,XRAI_1.00,1,1,sum,0.5
6646,2,25,5,0.3,16,50,2500,0.92,7,0,XRAI_1.00,0,0,sum,0.9
59,2,10,3,0.6,0,2,400,0.8,1,1,XRAI_1.00,0,0,sum,0.8
2195,2,25,3,0.3,9,44,2500,0.88,7,1,XRAI_1.00,0,0,sum,0.85
1281,5,10,1,0.6,10,7,2500,0.7,1,1,XRAI_1.00,1,1,sum,0.65
6220,2,15,5,1,20,6,900,0.8,2,0,XRAI_1.00,0,0,sum,0.75
59,2,10,3,0.6,0,8,400,0.9,1,1,XRAI_1.00,0,0,sum,0.85
6220,2,15,5,1,20,6,900,0.8,2,0,XRAI_1.00,0,0,sum,0.8
59,2,10,3,0.6,0,8,400,0.9,1,1,XRAI_1.00,0,0,sum,0.9
2195,2,25,3,0.3,9,50,2500,0.92,7,1,XRAI_1.00,0,0,sum,0.9
1281,5,10,1,0.6,10,9,2500,0.78,2,1,XRAI_1.00,1,1,sum,0.75
6220,2,15,5,1,20,9,900,0.866667,2,0,XRAI_1.00,0,0,sum,0.85
59,2,10,3,0.6,0,11,400,1,4,1,XRAI_1.00,0,0,sum,0.95
6646,2,25,5,0.3,16,63,2500,0.96,6,0,XRAI_1.00,0,0,sum,0.95
1281,5,10,1,0.6,10,10,2500,0.81,2,1,XRAI_1.00,1,1,sum,0.8
6220,2,15,5,1,20,12,900,0.933333,2,0,XRAI_1.00,0,0,sum,0.9
59,2,10,3,0.6,0,11,400,1,4,1,XRAI_1.00,0,0,sum,1
2195,2,25,3,0.3,9,56,2500,0.96,6,1,XRAI_1.00,0,0,sum,0.95
1281,5,10,1,0.6,10,13,2500,0.86,3,1,XRAI_1.00,1,1,sum,0.85
6220,2,15,5,1,20,19,900,1,2,0,XRAI_1.00,0,0,sum,0.95
73,2,10,3,0.6,1,0,400,0,0,0,XRAI_1.00,0,0,sum,0
6220,2,15,5,1,20,19,900,1,2,0,XRAI_1.00,0,0,sum,1
1281,5,10,1,0.6,10,15,2500,0.9,2,1,XRAI_1.00,1,1,sum,0.9
73,2,10,3,0.6,1,2,400,0.5,0,0,XRAI_1.00,0,0,sum,0.1
21389,5,50,3,0.6,20,37,62500,0.768,27,19,XRAI_1.00,0,0,sum,0.75
5529,2,15,1,0.3,19,25,900,0.933333,5,2,XRAI_1.00,0,0,sum,0.9
73,2,10,3,0.6,1,2,400,0.5,0,0,XRAI_1.00,0,0,sum,0.25
6841,2,15,5,1,21,0,900,0,0,0,XRAI_1.00,1,1,sum,0
6646,2,25,5,0.3,16,90,2500,1,7,0,XRAI_1.00,0,0,sum,1
2195,2,25,3,0.3,9,83,2500,1,8,1,XRAI_1.00,0,0,sum,1
73,2,10,3,0.6,1,2,400,0.5,0,0,XRAI_1.00,0,0,sum,0.4
6841,2,15,5,1,21,1,900,0.333333,0,0,XRAI_1.00,1,1,sum,0.1
73,2,10,3,0.6,1,2,400,0.5,0,0,XRAI_1.00,0,0,sum,0.5
6841,2,15,5,1,21,1,900,0.333333,0,0,XRAI_1.00,1,1,sum,0.25
5529,2,15,1,0.3,19,27,900,1,5,2,XRAI_1.00,0,0,sum,0.95
1281,5,10,1,0.6,10,34,2500,0.95,2,1,XRAI_1.00,1,1,sum,0.95
7477,2,25,5,0.3,17,0,2500,0,0,0,XRAI_1.00,0,0,sum,0
6841,2,15,5,1,21,2,900,0.466667,0,0,XRAI_1.00,1,1,sum,0.4
2674,2,25,3,0.3,10,0,2500,0,5,5,XRAI_1.00,0,0,sum,0
73,2,10,3,0.6,1,6,400,0.8,0,0,XRAI_1.00,0,0,sum,0.65
7477,2,25,5,0.3,17,1,2500,0.4,0,0,XRAI_1.00,0,0,sum,0.1
73,2,10,3,0.6,1,6,400,0.8,0,0,XRAI_1.00,0,0,sum,0.75
2674,2,25,3,0.3,10,1,2500,0.2,5,5,XRAI_1.00,0,0,sum,0.1
73,2,10,3,0.6,1,6,400,0.8,0,0,XRAI_1.00,0,0,sum,0.8
7477,2,25,5,0.3,17,1,2500,0.4,0,0,XRAI_1.00,0,0,sum,0.25
2674,2,25,3,0.3,10,2,2500,0.28,6,5,XRAI_1.00,0,0,sum,0.25
6841,2,15,5,1,21,4,900,0.533333,2,0,XRAI_1.00,1,0,sum,0.5
7477,2,25,5,0.3,17,1,2500,0.4,0,0,XRAI_1.00,0,0,sum,0.4
2674,2,25,3,0.3,10,6,2500,0.4,8,5,XRAI_1.00,0,0,sum,0.4
73,2,10,3,0.6,1,11,400,0.9,1,0,XRAI_1.00,0,0,sum,0.85
6841,2,15,5,1,21,7,900,0.666667,2,0,XRAI_1.00,0,0,sum,0.65
73,2,10,3,0.6,1,11,400,0.9,1,0,XRAI_1.00,0,0,sum,0.9
2674,2,25,3,0.3,10,10,2500,0.56,9,5,XRAI_1.00,0,0,sum,0.5
7477,2,25,5,0.3,17,4,2500,0.56,0,0,XRAI_1.00,0,0,sum,0.5
73,2,10,3,0.6,1,13,400,1,3,0,XRAI_1.00,0,0,sum,0.95
6841,2,15,5,1,21,10,900,0.933333,2,0,XRAI_1.00,0,1,sum,0.75
73,2,10,3,0.6,1,13,400,1,3,0,XRAI_1.00,0,0,sum,1
6841,2,15,5,1,21,10,900,0.933333,2,0,XRAI_1.00,1,1,sum,0.8
2674,2,25,3,0.3,10,13,2500,0.72,9,5,XRAI_1.00,0,0,sum,0.65
7477,2,25,5,0.3,17,9,2500,0.68,5,0,XRAI_1.00,0,0,sum,0.65
107,2,10,3,0.6,2,0,400,0,0,0,XRAI_1.00,0,0,sum,0
6841,2,15,5,1,21,10,900,0.933333,2,0,XRAI_1.00,1,1,sum,0.85
5529,2,15,1,0.3,19,27,900,1,5,2,XRAI_1.00,0,0,sum,1
21389,5,50,3,0.6,20,41,62500,0.8,28,19,XRAI_1.00,0,0,sum,0.8
2674,2,25,3,0.3,10,26,2500,0.76,9,5,XRAI_1.00,0,0,sum,0.75
107,2,10,3,0.6,2,1,400,0.2,0,0,XRAI_1.00,0,0,sum,0.1
6841,2,15,5,1,21,10,900,0.933333,2,0,XRAI_1.00,1,1,sum,0.9
266,5,5,1,0.3,5,625,625,0.92,1,0,XRAI_1.00,1,1,sum,0.95
107,2,10,3,0.6,2,2,400,0.4,0,0,XRAI_1.00,0,0,sum,0.25
7477,2,25,5,0.3,17,17,2500,0.76,5,0,XRAI_1.00,0,0,sum,0.75
107,2,10,3,0.6,2,2,400,0.4,0,0,XRAI_1.00,0,0,sum,0.4
2674,2,25,3,0.3,10,29,2500,0.8,10,5,XRAI_1.00,0,0,sum,0.8
266,5,5,1,0.3,5,625,625,0.92,1,0,XRAI_1.00,1,1,sum,1
107,2,10,3,0.6,2,3,400,0.5,0,0,XRAI_1.00,0,0,sum,0.5
7477,2,25,5,0.3,17,18,2500,0.8,5,0,XRAI_1.00,0,0,sum,0.8
6116,2,15,1,0.3,20,0,900,0,2,2,XRAI_1.00,0,0,sum,0
107,2,10,3,0.6,2,5,400,0.7,0,0,XRAI_1.00,0,0,sum,0.65
323,5,5,1,0.3,6,0,625,0,0,0,XRAI_1.00,0,0,sum,0
7477,2,25,5,0.3,17,19,2500,0.88,3,0,XRAI_1.00,0,0,sum,0.85
323,5,5,1,0.3,6,1,625,0.24,0,0,XRAI_1.00,0,0,sum,0.1
107,2,10,3,0.6,2,9,400,0.8,0,0,XRAI_1.00,0,0,sum,0.75
323,5,5,1,0.3,6,2,625,0.48,0,0,XRAI_1.00,0,0,sum,0.25
2674,2,25,3,0.3,10,51,2500,0.88,10,5,XRAI_1.00,0,0,sum,0.85
1281,5,10,1,0.6,10,117,2500,1,3,1,XRAI_1.00,1,0,sum,1
323,5,5,1,0.3,6,2,625,0.48,0,0,XRAI_1.00,0,0,sum,0.4
107,2,10,3,0.6,2,9,400,0.8,0,0,XRAI_1.00,0,0,sum,0.8
2674,2,25,3,0.3,10,59,2500,0.92,10,5,XRAI_1.00,0,0,sum,0.9
1493,5,10,1,0.6,11,0,2500,0,0,0,XRAI_1.00,1,1,sum,0
323,5,5,1,0.3,6,3,625,0.56,0,0,XRAI_1.00,0,0,sum,0.5
107,2,10,3,0.6,2,13,400,0.9,1,0,XRAI_1.00,0,0,sum,0.85
6841,2,15,5,1,21,55,900,1,4,0,XRAI_1.00,1,0,sum,0.95
2674,2,25,3,0.3,10,65,2500,0.96,9,5,XRAI_1.00,0,0,sum,0.95
6841,2,15,5,1,21,55,900,1,4,0,XRAI_1.00,0,0,sum,1
107,2,10,3,0.6,2,13,400,0.9,1,0,XRAI_1.00,0,0,sum,0.9
7477,2,25,5,0.3,17,35,2500,0.92,6,0,XRAI_1.00,0,0,sum,0.9
1493,5,10,1,0.6,11,1,2500,0.32,0,0,XRAI_1.00,1,1,sum,0.1
323,5,5,1,0.3,6,7,625,0.7,0,0,XRAI_1.00,0,0,sum,0.65
1493,5,10,1,0.6,11,1,2500,0.32,0,0,XRAI_1.00,1,1,sum,0.25
7477,2,25,5,0.3,17,37,2500,0.96,7,0,XRAI_1.00,0,0,sum,0.95
107,2,10,3,0.6,2,20,400,1,1,0,XRAI_1.00,0,0,sum,0.95
2674,2,25,3,0.3,10,84,2500,1,9,5,XRAI_1.00,0,0,sum,1
7492,2,15,5,1,22,0,900,0,0,0,XRAI_1.00,0,0,sum,0
1493,5,10,1,0.6,11,2,2500,0.51,0,0,XRAI_1.00,1,1,sum,0.4
323,5,5,1,0.3,6,8,625,0.82,0,0,XRAI_1.00,0,1,sum,0.75
1493,5,10,1,0.6,11,2,2500,0.51,0,0,XRAI_1.00,1,1,sum,0.5
7492,2,15,5,1,22,1,900,0.333333,0,0,XRAI_1.00,0,0,sum,0.1
107,2,10,3,0.6,2,20,400,1,1,0,XRAI_1.00,0,0,sum,1
14777,2,50,3,0.3,17,554,10000,1,29,21,XRAI_1.00,0,0,sum,1
323,5,5,1,0.3,6,8,625,0.82,0,0,XRAI_1.00,1,1,sum,0.8
1493,5,10,1,0.6,11,4,2500,0.65,0,0,XRAI_1.00,1,1,sum,0.65
3203,2,25,3,0.3,11,0,2500,0,3,3,XRAI_1.00,0,0,sum,0
323,5,5,1,0.3,6,9,625,0.86,0,0,XRAI_1.00,1,1,sum,0.85
7492,2,15,5,1,22,1,900,0.333333,0,0,XRAI_1.00,0,0,sum,0.25
1493,5,10,1,0.6,11,6,2500,0.76,0,0,XRAI_1.00,1,1,sum,0.75
3203,2,25,3,0.3,11,1,2500,0.32,3,3,XRAI_1.00,0,0,sum,0.1
161,2,10,3,0.6,3,0,400,0,0,0,XRAI_1.00,0,0,sum,0
323,5,5,1,0.3,6,16,625,0.9,0,0,XRAI_1.00,1,1,sum,0.9
16531,2,50,3,0.3,18,0,10000,0,21,21,XRAI_1.00,0,0,sum,0
1493,5,10,1,0.6,11,7,2500,0.8,0,0,XRAI_1.00,1,1,sum,0.8
3203,2,25,3,0.3,11,1,2500,0.32,3,3,XRAI_1.00,0,0,sum,0.25
16531,2,50,3,0.3,18,1,10000,0.2,21,21,XRAI_1.00,0,0,sum,0.1
161,2,10,3,0.6,3,1,400,0.3,0,0,XRAI_1.00,0,0,sum,0.1
3203,2,25,3,0.3,11,3,2500,0.6,3,3,XRAI_1.00,0,0,sum,0.4
16531,2,50,3,0.3,18,2,10000,0.3,23,21,XRAI_1.00,0,0,sum,0.25
161,2,10,3,0.6,3,1,400,0.3,0,0,XRAI_1.00,0,0,sum,0.25
3203,2,25,3,0.3,11,3,2500,0.6,3,3,XRAI_1.00,0,0,sum,0.5
323,5,5,1,0.3,6,36,625,0.96,0,0,XRAI_1.00,1,0,sum,0.95
161,2,10,3,0.6,3,2,400,0.4,0,0,XRAI_1.00,0,0,sum,0.4
16531,2,50,3,0.3,18,5,10000,0.44,24,21,XRAI_1.00,0,0,sum,0.4
7492,2,15,5,1,22,2,900,0.666667,0,0,XRAI_1.00,0,0,sum,0.4
3203,2,25,3,0.3,11,6,2500,0.8,4,3,XRAI_1.00,0,0,sum,0.65
7492,2,15,5,1,22,2,900,0.666667,0,0,XRAI_1.00,0,0,sum,0.5
3203,2,25,3,0.3,11,6,2500,0.8,4,3,XRAI_1.00,0,0,sum,0.75
1493,5,10,1,0.6,11,8,2500,0.85,0,0,XRAI_1.00,1,1,sum,0.85
3203,2,25,3,0.3,11,6,2500,0.8,4,3,XRAI_1.00,0,0,sum,0.8
16531,2,50,3,0.3,18,9,10000,0.52,26,21,XRAI_1.00,0,0,sum,0.5
161,2,10,3,0.6,3,4,400,0.7,0,0,XRAI_1.00,0,0,sum,0.5
7492,2,15,5,1,22,2,900,0.666667,0,0,XRAI_1.00,0,0,sum,0.65
161,2,10,3,0.6,3,4,400,0.7,0,0,XRAI_1.00,0,0,sum,0.65
3203,2,25,3,0.3,11,10,2500,0.92,5,3,XRAI_1.00,0,0,sum,0.85
7492,2,15,5,1,22,7,900,0.866667,2,0,XRAI_1.00,0,0,sum,0.75
1493,5,10,1,0.6,11,11,2500,0.92,0,0,XRAI_1.00,1,1,sum,0.9
3203,2,25,3,0.3,11,10,2500,0.92,5,3,XRAI_1.00,0,0,sum,0.9
16531,2,50,3,0.3,18,16,10000,0.7,29,21,XRAI_1.00,0,0,sum,0.65
161,2,10,3,0.6,3,5,400,0.8,0,0,XRAI_1.00,0,0,sum,0.75
7477,2,25,5,0.3,17,125,2500,1,4,0,XRAI_1.00,0,0,sum,1
7492,2,15,5,1,22,7,900,0.866667,2,0,XRAI_1.00,0,0,sum,0.8
161,2,10,3,0.6,3,5,400,0.8,0,0,XRAI_1.00,0,0,sum,0.8
7492,2,15,5,1,22,7,900,0.866667,2,0,XRAI_1.00,0,0,sum,0.85
3203,2,25,3,0.3,11,22,2500,0.96,5,3,XRAI_1.00,0,0,sum,0.95
161,2,10,3,0.6,3,6,400,1,0,0,XRAI_1.00,0,0,sum,0.85
7492,2,15,5,1,22,8,900,0.933333,1,0,XRAI_1.00,0,0,sum,0.9
161,2,10,3,0.6,3,6,400,1,0,0,XRAI_1.00,0,0,sum,0.9
6116,2,15,1,0.3,20,2,900,0.2,2,2,XRAI_1.00,0,0,sum,0.1
21389,5,50,3,0.6,20,62,62500,0.852,31,19,XRAI_1.00,0,0,sum,0.85
6116,2,15,1,0.3,20,3,900,0.266667,2,2,XRAI_1.00,0,0,sum,0.25
161,2,10,3,0.6,3,6,400,1,0,0,XRAI_1.00,0,0,sum,0.95
16531,2,50,3,0.3,18,40,10000,0.76,28,21,XRAI_1.00,0,0,sum,0.75
7492,2,15,5,1,22,21,900,1,2,0,XRAI_1.00,0,0,sum,0.95
