seed,mu,n,m,alpha,run,generations,max_generations,diversity,fitness,opt,mutation_operator,starting_robustness,ending_robustness,diversity_operator,div_threshold
51565,2,15,1,1,27,2,900,0.6,3,2,XRAI_1.50,0,0,eucl,0.5
1825,2,5,3,0.3,9,10,100,1,1,0,XRAI_1.50,0,0,eucl,1
7883,2,10,1,0.6,11,1,400,0.5,1,1,XRAI_1.50,0,0,eucl,0.25
51565,2,15,1,1,27,5,900,0.8,5,2,XRAI_1.50,0,0,eucl,0.75
31259,2,30,1,0.6,14,6,3600,0.833333,15,12,XRAI_1.50,1,1,eucl,0.75
51565,2,15,1,1,27,8,900,0.866667,5,2,XRAI_1.50,0,0,eucl,0.85
2074,2,5,3,0.3,10,2,100,0.4,0,0,XRAI_1.50,1,1,eucl,0.25
51565,2,15,1,1,27,9,900,1,4,2,XRAI_1.50,0,0,eucl,1
31259,2,30,1,0.6,14,10,3600,0.866667,15,12,XRAI_1.50,1,1,eucl,0.85
2074,2,5,3,0.3,10,5,100,0.8,0,0,XRAI_1.50,1,1,eucl,0.5
36157,5,10,1,1,28,23,2500,0.865836,1,1,XRAI_1.50,0,0,eucl,0.85
53892,2,15,1,1,28,1,900,0.4,0,0,XRAI_1.50,0,0,eucl,0.25
2074,2,5,3,0.3,10,5,100,0.8,0,0,XRAI_1.50,1,1,eucl,0.75
53892,2,15,1,1,28,2,900,0.8,0,0,XRAI_1.50,0,0,eucl,0.5
7883,2,10,1,0.6,11,1,400,0.5,1,1,XRAI_1.50,0,0,eucl,0.5
2439,5,15,1,0.3,4,111,5625,0.860159,5,2,XRAI_1.50,1,1,eucl,0.85
53892,2,15,1,1,28,2,900,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
7883,2,10,1,0.6,11,2,400,0.9,2,1,XRAI_1.50,0,0,eucl,0.75
53892,2,15,1,1,28,3,900,0.933333,5,0,XRAI_1.50,0,0,eucl,0.85
31259,2,30,1,0.6,14,33,3600,1,15,12,XRAI_1.50,1,0,eucl,1
53892,2,15,1,1,28,4,900,1,6,0,XRAI_1.50,0,0,eucl,1
2074,2,5,3,0.3,10,56,100,1,1,0,XRAI_1.50,1,0,eucl,0.85
7883,2,10,1,0.6,11,2,400,0.9,2,1,XRAI_1.50,0,0,eucl,0.85
2074,2,5,3,0.3,10,56,100,1,1,0,XRAI_1.50,0,0,eucl,1
56249,2,15,1,1,29,2,900,0.6,0,0,XRAI_1.50,0,0,eucl,0.25
33931,2,30,1,0.6,15,1,3600,0.333333,7,7,XRAI_1.50,0,0,eucl,0.25
56249,2,15,1,1,29,2,900,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
2333,2,5,3,0.3,11,5,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.25
33931,2,30,1,0.6,15,3,3600,0.566667,11,7,XRAI_1.50,0,0,eucl,0.5
2333,2,5,3,0.3,11,5,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
56249,2,15,1,1,29,3,900,0.8,1,0,XRAI_1.50,0,0,eucl,0.75
2333,2,5,3,0.3,11,6,100,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
56249,2,15,1,1,29,4,900,0.866667,4,0,XRAI_1.50,0,0,eucl,0.85
33931,2,30,1,0.6,15,8,3600,0.766667,15,7,XRAI_1.50,0,0,eucl,0.75
7883,2,10,1,0.6,11,4,400,1,2,1,XRAI_1.50,0,0,eucl,1
1325,5,50,5,1,0,15,62500,0.510797,34,34,XRAI_1.50,0,0,eucl,0.5
8715,2,10,1,0.6,12,1,400,0.5,0,0,XRAI_1.50,0,0,eucl,0.25
56249,2,15,1,1,29,13,900,1,4,0,XRAI_1.50,0,0,eucl,1
33931,2,30,1,0.6,15,12,3600,0.866667,13,7,XRAI_1.50,0,0,eucl,0.85
2333,2,5,3,0.3,11,51,100,1,0,0,XRAI_1.50,0,0,eucl,0.85
8715,2,10,1,0.6,12,1,400,0.5,0,0,XRAI_1.50,0,0,eucl,0.5
2333,2,5,3,0.3,11,51,100,1,0,0,XRAI_1.50,0,0,eucl,1
84,2,15,3,0.3,0,3,900,0.533333,4,4,XRAI_1.50,0,0,eucl,0.25
8715,2,10,1,0.6,12,3,400,0.9,0,0,XRAI_1.50,0,0,eucl,0.75
84,2,15,3,0.3,0,3,900,0.533333,4,4,XRAI_1.50,0,0,eucl,0.5
2602,2,5,3,0.3,12,2,100,0.8,1,1,XRAI_1.50,0,0,eucl,0.25
8715,2,10,1,0.6,12,3,400,0.9,0,0,XRAI_1.50,0,0,eucl,0.85
2602,2,5,3,0.3,12,2,100,0.8,1,1,XRAI_1.50,0,0,eucl,0.5
33931,2,30,1,0.6,15,26,3600,1,16,7,XRAI_1.50,0,0,eucl,1
84,2,15,3,0.3,0,4,900,0.8,6,4,XRAI_1.50,0,0,eucl,0.75
2602,2,5,3,0.3,12,2,100,0.8,1,1,XRAI_1.50,0,0,eucl,0.75
8715,2,10,1,0.6,12,8,400,1,1,0,XRAI_1.50,0,0,eucl,1
9567,2,10,1,0.6,13,2,400,0.3,1,1,XRAI_1.50,0,1,eucl,0.25
36663,2,30,1,0.6,16,1,3600,0.3,12,12,XRAI_1.50,0,0,eucl,0.25
84,2,15,3,0.3,0,20,900,0.866667,6,4,XRAI_1.50,0,0,eucl,0.85
2602,2,5,3,0.3,12,6,100,1,2,1,XRAI_1.50,0,0,eucl,0.85
36663,2,30,1,0.6,16,4,3600,0.533333,12,12,XRAI_1.50,0,0,eucl,0.5
84,2,15,3,0.3,0,26,900,1,7,4,XRAI_1.50,0,1,eucl,1
2602,2,5,3,0.3,12,6,100,1,2,1,XRAI_1.50,0,0,eucl,1
9567,2,10,1,0.6,13,3,400,0.5,1,1,XRAI_1.50,1,0,eucl,0.5
36663,2,30,1,0.6,16,9,3600,0.8,18,12,XRAI_1.50,0,0,eucl,0.75
9567,2,10,1,0.6,13,5,400,0.8,1,1,XRAI_1.50,0,0,eucl,0.75
553,2,15,3,0.3,1,1,900,0.333333,4,4,XRAI_1.50,0,0,eucl,0.25
2881,2,5,3,0.3,13,2,100,0.8,0,0,XRAI_1.50,1,1,eucl,0.25
36663,2,30,1,0.6,16,10,3600,0.866667,18,12,XRAI_1.50,0,0,eucl,0.85
2881,2,5,3,0.3,13,2,100,0.8,0,0,XRAI_1.50,1,1,eucl,0.5
553,2,15,3,0.3,1,2,900,0.533333,7,4,XRAI_1.50,0,0,eucl,0.5
2881,2,5,3,0.3,13,2,100,0.8,0,0,XRAI_1.50,1,1,eucl,0.75
9567,2,10,1,0.6,13,6,400,0.9,3,1,XRAI_1.50,0,0,eucl,0.85
553,2,15,3,0.3,1,7,900,0.8,7,4,XRAI_1.50,0,0,eucl,0.75
9567,2,10,1,0.6,13,15,400,1,4,1,XRAI_1.50,0,0,eucl,1
553,2,15,3,0.3,1,15,900,0.933333,7,4,XRAI_1.50,0,0,eucl,0.85
10439,2,10,1,0.6,14,1,400,0.6,0,0,XRAI_1.50,0,0,eucl,0.25
10439,2,10,1,0.6,14,1,400,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
2881,2,5,3,0.3,13,36,100,1,1,0,XRAI_1.50,1,0,eucl,0.85
36663,2,30,1,0.6,16,31,3600,1,21,12,XRAI_1.50,0,0,eucl,1
2881,2,5,3,0.3,13,36,100,1,1,0,XRAI_1.50,0,0,eucl,1
10439,2,10,1,0.6,14,2,400,0.8,1,0,XRAI_1.50,0,0,eucl,0.75
10439,2,10,1,0.6,14,9,400,0.9,2,0,XRAI_1.50,0,0,eucl,0.85
3170,2,5,3,0.3,14,1,100,0.4,0,0,XRAI_1.50,0,0,eucl,0.25
39455,2,30,1,0.6,17,2,3600,0.266667,7,7,XRAI_1.50,0,0,eucl,0.25
3170,2,5,3,0.3,14,3,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
10439,2,10,1,0.6,14,11,400,1,2,0,XRAI_1.50,0,0,eucl,1
1325,5,50,5,1,0,30,62500,0.76285,35,34,XRAI_1.50,0,0,eucl,0.75
11331,2,10,1,0.6,15,1,400,0.3,0,0,XRAI_1.50,0,0,eucl,0.25
3170,2,5,3,0.3,14,10,100,0.8,1,0,XRAI_1.50,0,0,eucl,0.75
39455,2,30,1,0.6,17,7,3600,0.666667,12,7,XRAI_1.50,0,0,eucl,0.5
11331,2,10,1,0.6,15,2,400,0.8,0,0,XRAI_1.50,0,0,eucl,0.5
11331,2,10,1,0.6,15,2,400,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
39455,2,30,1,0.6,17,9,3600,0.833333,10,7,XRAI_1.50,0,0,eucl,0.75
36157,5,10,1,1,28,146,2500,1,3,1,XRAI_1.50,0,0,eucl,1
11331,2,10,1,0.6,15,3,400,0.9,1,0,XRAI_1.50,0,0,eucl,0.85
39455,2,30,1,0.6,17,12,3600,0.9,11,7,XRAI_1.50,0,0,eucl,0.85
3170,2,5,3,0.3,14,48,100,1,1,0,XRAI_1.50,0,0,eucl,0.85
11331,2,10,1,0.6,15,4,400,1,1,0,XRAI_1.50,0,0,eucl,1
3170,2,5,3,0.3,14,48,100,1,1,0,XRAI_1.50,0,0,eucl,1
37729,5,10,1,1,29,2,2500,0.274741,1,1,XRAI_1.50,0,0,eucl,0.25
12243,2,10,1,0.6,16,1,400,0.5,0,0,XRAI_1.50,0,0,eucl,0.25
3469,2,5,3,0.3,15,1,100,0.4,0,0,XRAI_1.50,0,0,eucl,0.25
12243,2,10,1,0.6,16,1,400,0.5,0,0,XRAI_1.50,0,0,eucl,0.5
37729,5,10,1,1,29,4,2500,0.517299,1,1,XRAI_1.50,0,0,eucl,0.5
39455,2,30,1,0.6,17,24,3600,1,18,7,XRAI_1.50,0,0,eucl,1
3469,2,5,3,0.3,15,5,100,0.8,0,0,XRAI_1.50,0,0,eucl,0.5
12243,2,10,1,0.6,16,8,400,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
3469,2,5,3,0.3,15,5,100,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
12243,2,10,1,0.6,16,9,400,0.9,0,0,XRAI_1.50,0,1,eucl,0.85
37729,5,10,1,1,29,9,2500,0.787868,2,1,XRAI_1.50,0,0,eucl,0.75
3469,2,5,3,0.3,15,13,100,1,1,0,XRAI_1.50,0,0,eucl,0.85
42307,2,30,1,0.6,18,3,3600,0.4,8,8,XRAI_1.50,0,0,eucl,0.25
3469,2,5,3,0.3,15,13,100,1,1,0,XRAI_1.50,0,0,eucl,1
37729,5,10,1,1,29,12,2500,0.869616,2,1,XRAI_1.50,0,0,eucl,0.85
553,2,15,3,0.3,1,202,900,1,7,4,XRAI_1.50,0,1,eucl,1
3778,2,5,3,0.3,16,1,100,0.4,0,0,XRAI_1.50,0,1,eucl,0.25
42307,2,30,1,0.6,18,5,3600,0.733333,20,8,XRAI_1.50,0,0,eucl,0.5
3778,2,5,3,0.3,16,2,100,0.6,1,0,XRAI_1.50,1,1,eucl,0.5
12243,2,10,1,0.6,16,10,400,1,0,0,XRAI_1.50,1,1,eucl,1
42307,2,30,1,0.6,18,7,3600,0.766667,15,8,XRAI_1.50,0,0,eucl,0.75
3778,2,5,3,0.3,16,5,100,0.8,1,0,XRAI_1.50,1,0,eucl,0.75
1052,2,15,3,0.3,2,5,900,0.466667,4,4,XRAI_1.50,0,0,eucl,0.25
42307,2,30,1,0.6,18,8,3600,0.9,16,8,XRAI_1.50,0,0,eucl,0.85
3778,2,5,3,0.3,16,8,100,1,1,0,XRAI_1.50,0,0,eucl,0.85
1052,2,15,3,0.3,2,8,900,0.533333,7,4,XRAI_1.50,0,0,eucl,0.5
3778,2,5,3,0.3,16,8,100,1,1,0,XRAI_1.50,0,0,eucl,1
13175,2,10,1,0.6,17,1,400,0.5,0,0,XRAI_1.50,0,0,eucl,0.25
1325,5,50,5,1,0,42,62500,0.851138,37,34,XRAI_1.50,0,0,eucl,0.85
13175,2,10,1,0.6,17,1,400,0.5,0,0,XRAI_1.50,0,0,eucl,0.5
4097,2,5,3,0.3,17,4,100,0.4,0,0,XRAI_1.50,0,0,eucl,0.25
1052,2,15,3,0.3,2,27,900,0.8,7,4,XRAI_1.50,0,0,eucl,0.75
4097,2,5,3,0.3,17,6,100,0.8,0,0,XRAI_1.50,0,0,eucl,0.5
42307,2,30,1,0.6,18,21,3600,1,19,8,XRAI_1.50,0,0,eucl,1
4097,2,5,3,0.3,17,6,100,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
1052,2,15,3,0.3,2,38,900,0.866667,7,4,XRAI_1.50,0,0,eucl,0.85
13175,2,10,1,0.6,17,2,400,0.8,2,0,XRAI_1.50,0,0,eucl,0.75
4097,2,5,3,0.3,17,12,100,1,0,0,XRAI_1.50,0,0,eucl,0.85
13175,2,10,1,0.6,17,3,400,0.9,2,0,XRAI_1.50,0,0,eucl,0.85
4097,2,5,3,0.3,17,12,100,1,0,0,XRAI_1.50,0,0,eucl,1
13175,2,10,1,0.6,17,5,400,1,3,0,XRAI_1.50,0,0,eucl,1
45219,2,30,1,0.6,19,3,3600,0.333333,10,10,XRAI_1.50,0,0,eucl,0.25
4426,2,5,3,0.3,18,1,100,0.4,0,0,XRAI_1.50,0,0,eucl,0.25
14127,2,10,1,0.6,18,1,400,0.7,0,0,XRAI_1.50,0,0,eucl,0.25
45219,2,30,1,0.6,19,4,3600,0.5,11,10,XRAI_1.50,0,0,eucl,0.5
4426,2,5,3,0.3,18,2,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
14127,2,10,1,0.6,18,1,400,0.7,0,0,XRAI_1.50,0,0,eucl,0.5
4426,2,5,3,0.3,18,3,100,1,0,0,XRAI_1.50,0,0,eucl,0.75
45219,2,30,1,0.6,19,7,3600,0.766667,15,10,XRAI_1.50,0,0,eucl,0.75
4426,2,5,3,0.3,18,3,100,1,0,0,XRAI_1.50,0,0,eucl,0.85
14127,2,10,1,0.6,18,3,400,0.9,0,0,XRAI_1.50,0,0,eucl,0.75
4426,2,5,3,0.3,18,3,100,1,0,0,XRAI_1.50,0,0,eucl,1
14127,2,10,1,0.6,18,3,400,0.9,0,0,XRAI_1.50,0,0,eucl,0.85
45219,2,30,1,0.6,19,12,3600,0.866667,20,10,XRAI_1.50,0,0,eucl,0.85
4765,2,5,3,0.3,19,1,100,0.4,0,0,XRAI_1.50,0,0,eucl,0.25
1052,2,15,3,0.3,2,133,900,1,7,4,XRAI_1.50,0,0,eucl,1
14127,2,10,1,0.6,18,7,400,1,1,0,XRAI_1.50,0,0,eucl,1
4765,2,5,3,0.3,19,6,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
45219,2,30,1,0.6,19,18,3600,1,20,10,XRAI_1.50,0,0,eucl,1
15099,2,10,1,0.6,19,1,400,0.6,0,0,XRAI_1.50,0,0,eucl,0.25
1581,2,15,3,0.3,3,3,900,0.4,3,2,XRAI_1.50,1,1,eucl,0.25
4765,2,5,3,0.3,19,10,100,0.8,0,0,XRAI_1.50,0,1,eucl,0.75
15099,2,10,1,0.6,19,1,400,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
1581,2,15,3,0.3,3,4,900,0.533333,3,2,XRAI_1.50,1,1,eucl,0.5
48191,2,30,1,0.6,20,1,3600,0.266667,9,9,XRAI_1.50,0,0,eucl,0.25
15099,2,10,1,0.6,19,2,400,0.8,1,0,XRAI_1.50,0,0,eucl,0.75
15099,2,10,1,0.6,19,3,400,0.9,1,0,XRAI_1.50,0,0,eucl,0.85
48191,2,30,1,0.6,20,6,3600,0.5,10,9,XRAI_1.50,0,0,eucl,0.5
15099,2,10,1,0.6,19,10,400,1,3,0,XRAI_1.50,0,0,eucl,1
1581,2,15,3,0.3,3,28,900,0.8,5,2,XRAI_1.50,1,0,eucl,0.75
16091,2,10,1,0.6,20,2,400,0.6,0,0,XRAI_1.50,0,0,eucl,0.25
48191,2,30,1,0.6,20,9,3600,0.8,12,9,XRAI_1.50,0,0,eucl,0.75
4765,2,5,3,0.3,19,65,100,1,1,0,XRAI_1.50,1,1,eucl,0.85
16091,2,10,1,0.6,20,2,400,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
4765,2,5,3,0.3,19,65,100,1,1,0,XRAI_1.50,1,1,eucl,1
16091,2,10,1,0.6,20,5,400,0.9,4,0,XRAI_1.50,0,0,eucl,0.75
1581,2,15,3,0.3,3,55,900,0.866667,5,2,XRAI_1.50,0,0,eucl,0.85
48191,2,30,1,0.6,20,14,3600,0.9,16,9,XRAI_1.50,0,0,eucl,0.85
5114,2,5,3,0.3,20,2,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.25
16091,2,10,1,0.6,20,5,400,0.9,4,0,XRAI_1.50,0,0,eucl,0.85
5114,2,5,3,0.3,20,2,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
16091,2,10,1,0.6,20,6,400,1,5,0,XRAI_1.50,0,0,eucl,1
17103,2,10,1,0.6,21,1,400,0.5,1,1,XRAI_1.50,0,0,eucl,0.25
5114,2,5,3,0.3,20,9,100,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
17103,2,10,1,0.6,21,1,400,0.5,1,1,XRAI_1.50,0,0,eucl,0.5
2439,5,15,1,0.3,4,583,5625,1,4,2,XRAI_1.50,1,0,eucl,1
1581,2,15,3,0.3,3,111,900,1,5,2,XRAI_1.50,0,0,eucl,1
5114,2,5,3,0.3,20,27,100,1,0,0,XRAI_1.50,0,0,eucl,0.85
17103,2,10,1,0.6,21,2,400,0.8,2,1,XRAI_1.50,0,0,eucl,0.75
5114,2,5,3,0.3,20,27,100,1,0,0,XRAI_1.50,0,0,eucl,1
17103,2,10,1,0.6,21,3,400,0.9,3,1,XRAI_1.50,0,0,eucl,0.85
2140,2,15,3,0.3,4,2,900,0.6,6,6,XRAI_1.50,0,0,eucl,0.25
17103,2,10,1,0.6,21,5,400,1,3,1,XRAI_1.50,0,1,eucl,1
5473,2,5,3,0.3,21,3,100,0.4,1,0,XRAI_1.50,0,0,eucl,0.25
2140,2,15,3,0.3,4,2,900,0.6,6,6,XRAI_1.50,0,0,eucl,0.5
3026,5,15,1,0.3,5,9,5625,0.277043,3,3,XRAI_1.50,0,1,eucl,0.25
5473,2,5,3,0.3,21,8,100,0.8,1,0,XRAI_1.50,0,0,eucl,0.5
48191,2,30,1,0.6,20,76,3600,1,20,9,XRAI_1.50,0,0,eucl,1
5473,2,5,3,0.3,21,8,100,0.8,1,0,XRAI_1.50,0,0,eucl,0.75
2140,2,15,3,0.3,4,5,900,0.933333,6,6,XRAI_1.50,0,0,eucl,0.75
3026,5,15,1,0.3,5,13,5625,0.606723,4,3,XRAI_1.50,1,1,eucl,0.5
2140,2,15,3,0.3,4,5,900,0.933333,6,6,XRAI_1.50,0,0,eucl,0.85
51223,2,30,1,0.6,21,2,3600,0.366667,13,13,XRAI_1.50,0,0,eucl,0.25
5473,2,5,3,0.3,21,23,100,1,1,0,XRAI_1.50,0,0,eucl,0.85
18135,2,10,1,0.6,22,1,400,0.5,0,0,XRAI_1.50,0,0,eucl,0.25
51223,2,30,1,0.6,21,3,3600,0.6,18,13,XRAI_1.50,0,0,eucl,0.5
5473,2,5,3,0.3,21,23,100,1,1,0,XRAI_1.50,0,0,eucl,1
3026,5,15,1,0.3,5,19,5625,0.806782,4,3,XRAI_1.50,1,1,eucl,0.75
2140,2,15,3,0.3,4,29,900,1,8,6,XRAI_1.50,0,0,eucl,1
51223,2,30,1,0.6,21,7,3600,0.866667,18,13,XRAI_1.50,0,0,eucl,0.75
5842,2,5,3,0.3,22,2,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.25
51223,2,30,1,0.6,21,7,3600,0.866667,18,13,XRAI_1.50,0,0,eucl,0.85
5842,2,5,3,0.3,22,2,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
18135,2,10,1,0.6,22,1,400,0.5,0,0,XRAI_1.50,0,0,eucl,0.5
3163,2,30,5,0.3,3,508,3600,1,20,16,XRAI_1.50,0,0,eucl,1
18135,2,10,1,0.6,22,2,400,0.8,1,0,XRAI_1.50,0,0,eucl,0.75
5842,2,5,3,0.3,22,3,100,0.8,1,0,XRAI_1.50,0,1,eucl,0.75
2729,2,15,3,0.3,5,2,900,0.266667,4,4,XRAI_1.50,0,0,eucl,0.25
51223,2,30,1,0.6,21,19,3600,1,18,13,XRAI_1.50,0,0,eucl,1
5842,2,5,3,0.3,22,11,100,1,1,0,XRAI_1.50,1,0,eucl,0.85
3026,5,15,1,0.3,5,26,5625,0.88453,6,3,XRAI_1.50,1,1,eucl,0.85
5842,2,5,3,0.3,22,11,100,1,1,0,XRAI_1.50,0,0,eucl,1
2729,2,15,3,0.3,5,11,900,0.8,7,4,XRAI_1.50,0,0,eucl,0.5
54315,2,30,1,0.6,22,1,3600,0.266667,9,9,XRAI_1.50,0,0,eucl,0.25
2729,2,15,3,0.3,5,11,900,0.8,7,4,XRAI_1.50,0,0,eucl,0.75
6221,2,5,3,0.3,23,7,100,0.6,1,0,XRAI_1.50,0,0,eucl,0.25
18135,2,10,1,0.6,22,4,400,0.9,1,0,XRAI_1.50,0,0,eucl,0.85
6221,2,5,3,0.3,23,7,100,0.6,1,0,XRAI_1.50,0,0,eucl,0.5
54315,2,30,1,0.6,22,6,3600,0.6,9,9,XRAI_1.50,0,0,eucl,0.5
2729,2,15,3,0.3,5,13,900,0.933333,7,4,XRAI_1.50,0,0,eucl,0.85
6221,2,5,3,0.3,23,16,100,0.8,1,0,XRAI_1.50,0,0,eucl,0.75
18135,2,10,1,0.6,22,8,400,1,1,0,XRAI_1.50,0,0,eucl,1
54315,2,30,1,0.6,22,11,3600,0.8,14,9,XRAI_1.50,0,0,eucl,0.75
6221,2,5,3,0.3,23,26,100,1,1,0,XRAI_1.50,0,0,eucl,0.85
19187,2,10,1,0.6,23,1,400,0.6,0,0,XRAI_1.50,0,0,eucl,0.25
6221,2,5,3,0.3,23,26,100,1,1,0,XRAI_1.50,0,0,eucl,1
54315,2,30,1,0.6,22,12,3600,0.866667,16,9,XRAI_1.50,0,0,eucl,0.85
19187,2,10,1,0.6,23,1,400,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
19187,2,10,1,0.6,23,2,400,0.8,1,0,XRAI_1.50,0,0,eucl,0.75
2729,2,15,3,0.3,5,39,900,1,6,4,XRAI_1.50,0,0,eucl,1
6610,2,5,3,0.3,24,11,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.25
4279,2,30,5,0.3,4,3,3600,0.266667,15,14,XRAI_1.50,0,0,eucl,0.25
19187,2,10,1,0.6,23,3,400,1,2,0,XRAI_1.50,0,0,eucl,0.85
6610,2,5,3,0.3,24,11,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
19187,2,10,1,0.6,23,3,400,1,2,0,XRAI_1.50,0,0,eucl,1
3348,2,15,3,0.3,6,2,900,0.4,3,3,XRAI_1.50,0,0,eucl,0.25
6610,2,5,3,0.3,24,20,100,0.8,1,0,XRAI_1.50,0,0,eucl,0.75
54315,2,30,1,0.6,22,35,3600,1,19,9,XRAI_1.50,0,0,eucl,1
3348,2,15,3,0.3,6,4,900,0.533333,5,3,XRAI_1.50,0,0,eucl,0.5
4491,5,5,3,1,8,625,625,0.910557,1,0,XRAI_1.50,1,1,eucl,1
20259,2,10,1,0.6,24,1,400,0.4,0,0,XRAI_1.50,0,0,eucl,0.25
4279,2,30,5,0.3,4,9,3600,0.566667,16,14,XRAI_1.50,0,0,eucl,0.5
20259,2,10,1,0.6,24,2,400,0.8,0,0,XRAI_1.50,0,0,eucl,0.5
57467,2,30,1,0.6,23,3,3600,0.333333,11,10,XRAI_1.50,0,0,eucl,0.25
3348,2,15,3,0.3,6,24,900,0.8,6,3,XRAI_1.50,0,0,eucl,0.75
5080,5,5,3,1,9,2,625,0.348847,0,0,XRAI_1.50,0,0,eucl,0.25
6610,2,5,3,0.3,24,100,100,0.8,1,0,XRAI_1.50,0,0,eucl,0.85
57467,2,30,1,0.6,23,5,3600,0.6,14,10,XRAI_1.50,0,0,eucl,0.5
3348,2,15,3,0.3,6,25,900,1,6,3,XRAI_1.50,0,0,eucl,0.85
6610,2,5,3,0.3,24,100,100,0.8,1,0,XRAI_1.50,0,0,eucl,1
3348,2,15,3,0.3,6,25,900,1,6,3,XRAI_1.50,0,0,eucl,1
57467,2,30,1,0.6,23,8,3600,0.833333,14,10,XRAI_1.50,0,0,eucl,0.75
5080,5,5,3,1,9,3,625,0.522507,0,0,XRAI_1.50,0,1,eucl,0.5
57467,2,30,1,0.6,23,9,3600,0.866667,14,10,XRAI_1.50,0,0,eucl,0.85
7009,2,5,3,0.3,25,2,100,0.4,0,0,XRAI_1.50,0,0,eucl,0.25
3997,2,15,3,0.3,7,1,900,0.733333,6,6,XRAI_1.50,0,0,eucl,0.25
7009,2,5,3,0.3,25,3,100,0.6,0,0,XRAI_1.50,0,0,eucl,0.5
20259,2,10,1,0.6,24,2,400,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
4279,2,30,5,0.3,4,18,3600,0.8,17,14,XRAI_1.50,0,0,eucl,0.75
20259,2,10,1,0.6,24,3,400,1,0,0,XRAI_1.50,0,0,eucl,0.85
3997,2,15,3,0.3,7,1,900,0.733333,6,6,XRAI_1.50,0,0,eucl,0.5
57467,2,30,1,0.6,23,24,3600,1,17,10,XRAI_1.50,0,0,eucl,1
3997,2,15,3,0.3,7,2,900,0.866667,8,6,XRAI_1.50,0,0,eucl,0.75
5080,5,5,3,1,9,13,625,0.755051,1,0,XRAI_1.50,1,0,eucl,0.75
3997,2,15,3,0.3,7,2,900,0.866667,8,6,XRAI_1.50,0,0,eucl,0.85
7009,2,5,3,0.3,25,5,100,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
60679,2,30,1,0.6,24,2,3600,0.3,9,9,XRAI_1.50,0,0,eucl,0.25
20259,2,10,1,0.6,24,3,400,1,0,0,XRAI_1.50,0,0,eucl,1
4279,2,30,5,0.3,4,20,3600,0.866667,17,14,XRAI_1.50,0,0,eucl,0.85
60679,2,30,1,0.6,24,5,3600,0.566667,14,9,XRAI_1.50,0,0,eucl,0.5
7009,2,5,3,0.3,25,17,100,1,1,0,XRAI_1.50,0,0,eucl,0.85
21351,2,10,1,0.6,25,1,400,0.3,0,0,XRAI_1.50,0,0,eucl,0.25
3997,2,15,3,0.3,7,28,900,1,8,6,XRAI_1.50,0,0,eucl,1
7009,2,5,3,0.3,25,17,100,1,1,0,XRAI_1.50,0,0,eucl,1
60679,2,30,1,0.6,24,13,3600,0.766667,12,9,XRAI_1.50,0,0,eucl,0.75
21351,2,10,1,0.6,25,3,400,0.9,1,0,XRAI_1.50,0,0,eucl,0.5
4676,2,15,3,0.3,8,1,900,0.333333,6,6,XRAI_1.50,0,0,eucl,0.25
60679,2,30,1,0.6,24,15,3600,0.9,14,9,XRAI_1.50,0,0,eucl,0.85
4676,2,15,3,0.3,8,2,900,0.6,6,6,XRAI_1.50,0,0,eucl,0.5
7418,2,5,3,0.3,26,1,100,0.4,0,0,XRAI_1.50,0,0,eucl,0.25
4676,2,15,3,0.3,8,4,900,0.8,8,6,XRAI_1.50,0,0,eucl,0.75
7418,2,5,3,0.3,26,3,100,0.8,0,0,XRAI_1.50,0,0,eucl,0.5
21351,2,10,1,0.6,25,3,400,0.9,1,0,XRAI_1.50,0,0,eucl,0.75
7418,2,5,3,0.3,26,3,100,0.8,0,0,XRAI_1.50,0,0,eucl,0.75
4676,2,15,3,0.3,8,6,900,0.866667,8,6,XRAI_1.50,0,0,eucl,0.85
21351,2,10,1,0.6,25,3,400,0.9,1,0,XRAI_1.50,0,0,eucl,0.85
60679,2,30,1,0.6,24,34,3600,1,14,9,XRAI_1.50,0,0,eucl,1
4676,2,15,3,0.3,8,11,900,1,8,6,XRAI_1.50,0,0,eucl,1
