seed,mu,n,m,alpha,run,generations,max_generations,diversity,fitness,opt,mutation_operator,starting_robustness,ending_robustness,diversity_operator,diversity_threshold
324,2,15,1,1,4,2,900,0.4,4,3,XRAI_0.10,0,0,eucl,0.25
261,5,10,1,0.6,0,4,2500,0.517299,0,0,XRAI_0.10,0,0,eucl,0.5
324,2,15,1,1,4,2,900,0.4,4,3,XRAI_0.10,0,0,eucl,0.4
63,2,10,1,1,1,13,400,1,5,0,XRAI_0.10,1,1,eucl,0.95
18405,2,25,1,0.6,27,15,2500,0.88,14,8,XRAI_0.10,0,0,eucl,0.85
261,5,10,1,0.6,0,7,2500,0.650715,1,0,XRAI_0.10,0,0,eucl,0.65
63,2,10,1,1,1,13,400,1,5,0,XRAI_0.10,1,1,eucl,1
324,2,15,1,1,4,4,900,0.6,4,3,XRAI_0.10,0,0,eucl,0.5
261,5,10,1,0.6,0,9,2500,0.761253,1,0,XRAI_0.10,0,0,eucl,0.75
95,2,10,1,1,2,0,400,0,0,0,XRAI_0.10,1,1,eucl,0
155,5,5,1,0.3,2,8,625,0.671366,0,0,XRAI_0.10,0,0,eucl,0.65
95,2,10,1,1,2,1,400,0.3,0,0,XRAI_0.10,1,1,eucl,0.1
18405,2,25,1,0.6,27,28,2500,0.92,14,8,XRAI_0.10,0,0,eucl,0.9
261,5,10,1,0.6,0,14,2500,0.845081,2,0,XRAI_0.10,0,0,eucl,0.8
95,2,10,1,1,2,1,400,0.3,0,0,XRAI_0.10,1,1,eucl,0.25
19062,5,25,5,0.3,27,70,15625,0.802415,7,3,XRAI_0.10,0,0,eucl,0.8
261,5,10,1,0.6,0,15,2500,0.873509,1,0,XRAI_0.10,0,0,eucl,0.85
776,5,15,1,0.3,5,309,5625,1,7,5,XRAI_0.10,0,1,eucl,1
261,5,10,1,0.6,0,16,2500,0.9,1,0,XRAI_0.10,0,0,eucl,0.9
95,2,10,1,1,2,2,400,0.5,0,0,XRAI_0.10,1,1,eucl,0.4
155,5,5,1,0.3,2,11,625,0.755051,0,0,XRAI_0.10,0,1,eucl,0.75
943,5,15,1,0.3,6,0,5625,1.11022e-16,3,3,XRAI_0.10,0,0,eucl,0
324,2,15,1,1,4,5,900,0.666667,4,3,XRAI_0.10,0,0,eucl,0.65
18405,2,25,1,0.6,27,38,2500,0.96,14,8,XRAI_0.10,0,0,eucl,0.95
155,5,5,1,0.3,2,13,625,0.821115,0,0,XRAI_0.10,1,1,eucl,0.8
943,5,15,1,0.3,6,2,5625,0.211471,3,3,XRAI_0.10,0,0,eucl,0.1
18405,2,25,1,0.6,27,42,2500,1,14,8,XRAI_0.10,0,0,eucl,1
324,2,15,1,1,4,7,900,0.866667,4,3,XRAI_0.10,0,1,eucl,0.75
95,2,10,1,1,2,2,400,0.5,0,0,XRAI_0.10,1,1,eucl,0.5
943,5,15,1,0.3,6,3,5625,0.287571,3,3,XRAI_0.10,0,0,eucl,0.25
261,5,10,1,0.6,0,29,2500,0.955279,2,0,XRAI_0.10,0,0,eucl,0.95
19782,2,25,1,0.6,28,0,2500,0,5,5,XRAI_0.10,1,1,eucl,0
95,2,10,1,1,2,5,400,0.8,1,0,XRAI_0.10,1,1,eucl,0.65
155,5,5,1,0.3,2,27,625,0.858579,1,0,XRAI_0.10,1,1,eucl,0.85
943,5,15,1,0.3,6,7,5625,0.442227,3,3,XRAI_0.10,0,0,eucl,0.4
21389,5,50,3,0.6,20,49,62500,0.661888,30,19,XRAI_0.10,0,0,eucl,0.65
943,5,15,1,0.3,6,8,5625,0.519722,3,3,XRAI_0.10,0,0,eucl,0.5
19062,5,25,5,0.3,27,83,15625,0.855778,7,3,XRAI_0.10,0,0,eucl,0.85
19782,2,25,1,0.6,28,3,2500,0.12,5,5,XRAI_0.10,1,1,eucl,0.1
262,2,25,5,0.3,2,143,2500,1,7,0,XRAI_0.10,0,0,eucl,1
95,2,10,1,1,2,5,400,0.8,1,0,XRAI_0.10,1,1,eucl,0.75
324,2,15,1,1,4,7,900,0.866667,4,3,XRAI_0.10,1,1,eucl,0.8
95,2,10,1,1,2,5,400,0.8,1,0,XRAI_0.10,1,1,eucl,0.8
943,5,15,1,0.3,6,19,5625,0.670691,4,3,XRAI_0.10,0,0,eucl,0.65
19782,2,25,1,0.6,28,6,2500,0.32,9,5,XRAI_0.10,1,1,eucl,0.25
95,2,10,1,1,2,7,400,0.9,1,0,XRAI_0.10,1,1,eucl,0.85
19782,2,25,1,0.6,28,7,2500,0.48,13,5,XRAI_0.10,1,1,eucl,0.4
95,2,10,1,1,2,7,400,0.9,1,0,XRAI_0.10,1,1,eucl,0.9
943,5,15,1,0.3,6,25,5625,0.763357,4,3,XRAI_0.10,0,0,eucl,0.75
393,2,25,5,0.3,3,0,2500,0,0,0,XRAI_0.10,0,0,eucl,0
19782,2,25,1,0.6,28,8,2500,0.6,13,5,XRAI_0.10,1,1,eucl,0.5
324,2,15,1,1,4,7,900,0.866667,4,3,XRAI_0.10,1,1,eucl,0.85
261,5,10,1,0.6,0,59,2500,1,2,0,XRAI_0.10,0,0,eucl,1
324,2,15,1,1,4,9,900,0.933333,4,3,XRAI_0.10,1,1,eucl,0.9
95,2,10,1,1,2,9,400,1,1,0,XRAI_0.10,1,1,eucl,0.95
943,5,15,1,0.3,6,31,5625,0.82873,4,3,XRAI_0.10,0,0,eucl,0.8
324,2,15,1,1,4,14,900,1,5,3,XRAI_0.10,1,1,eucl,0.95
95,2,10,1,1,2,9,400,1,1,0,XRAI_0.10,1,1,eucl,1
273,5,10,1,0.6,1,0,2500,1.11022e-16,0,0,XRAI_0.10,0,0,eucl,0
943,5,15,1,0.3,6,40,5625,0.873509,5,3,XRAI_0.10,0,0,eucl,0.85
393,2,25,5,0.3,3,1,2500,0.12,0,0,XRAI_0.10,0,0,eucl,0.1
147,2,10,1,1,3,0,400,0,0,0,XRAI_0.10,0,0,eucl,0
273,5,10,1,0.6,1,2,2500,0.215143,0,0,XRAI_0.10,0,0,eucl,0.1
943,5,15,1,0.3,6,50,5625,0.905719,5,3,XRAI_0.10,0,0,eucl,0.9
155,5,5,1,0.3,2,99,625,0.910557,1,0,XRAI_0.10,1,1,eucl,0.9
147,2,10,1,1,3,1,400,0.3,0,0,XRAI_0.10,0,0,eucl,0.1
324,2,15,1,1,4,14,900,1,5,3,XRAI_0.10,1,1,eucl,1
147,2,10,1,1,3,1,400,0.3,0,0,XRAI_0.10,0,0,eucl,0.25
273,5,10,1,0.6,1,3,2500,0.359688,0,0,XRAI_0.10,0,0,eucl,0.25
21389,5,50,3,0.6,20,63,62500,0.758919,30,19,XRAI_0.10,0,0,eucl,0.75
19782,2,25,1,0.6,28,15,2500,0.68,10,5,XRAI_0.10,1,1,eucl,0.65
19062,5,25,5,0.3,27,110,15625,0.900401,8,3,XRAI_0.10,0,0,eucl,0.9
461,2,15,1,1,5,0,900,0,2,2,XRAI_0.10,0,0,eucl,0
393,2,25,5,0.3,3,4,2500,0.28,1,0,XRAI_0.10,0,0,eucl,0.25
461,2,15,1,1,5,2,900,0.2,2,2,XRAI_0.10,0,0,eucl,0.1
147,2,10,1,1,3,2,400,0.5,0,0,XRAI_0.10,0,0,eucl,0.4
461,2,15,1,1,5,3,900,0.466667,3,2,XRAI_0.10,0,0,eucl,0.25
273,5,10,1,0.6,1,4,2500,0.410933,0,0,XRAI_0.10,0,0,eucl,0.4
19782,2,25,1,0.6,28,22,2500,0.76,12,5,XRAI_0.10,1,1,eucl,0.75
147,2,10,1,1,3,2,400,0.5,0,0,XRAI_0.10,0,0,eucl,0.5
1002,5,5,1,1,13,1,625,0.215143,0,0,XRAI_0.10,0,0,eucl,0.1
13083,2,50,1,1,16,7,10000,0.28,29,26,XRAI_0.10,0,0,eucl,0.25
1002,5,5,1,1,13,2,625,0.4,0,0,XRAI_0.10,0,0,eucl,0.25
943,5,15,1,0.3,6,116,5625,0.957836,6,3,XRAI_0.10,0,0,eucl,0.95
147,2,10,1,1,3,3,400,0.7,0,0,XRAI_0.10,0,0,eucl,0.65
393,2,25,5,0.3,3,6,2500,0.44,2,0,XRAI_0.10,0,0,eucl,0.4
147,2,10,1,1,3,4,400,0.9,0,0,XRAI_0.10,0,0,eucl,0.75
273,5,10,1,0.6,1,6,2500,0.553906,0,0,XRAI_0.10,0,0,eucl,0.5
19782,2,25,1,0.6,28,23,2500,0.8,12,5,XRAI_0.10,1,1,eucl,0.8
147,2,10,1,1,3,4,400,0.9,0,0,XRAI_0.10,0,0,eucl,0.8
461,2,15,1,1,5,3,900,0.466667,3,2,XRAI_0.10,0,0,eucl,0.4
273,5,10,1,0.6,1,9,2500,0.65359,0,0,XRAI_0.10,0,0,eucl,0.65
393,2,25,5,0.3,3,9,2500,0.6,6,0,XRAI_0.10,0,0,eucl,0.5
147,2,10,1,1,3,4,400,0.9,0,0,XRAI_0.10,0,0,eucl,0.85
461,2,15,1,1,5,4,900,0.6,3,2,XRAI_0.10,0,0,eucl,0.5
147,2,10,1,1,3,4,400,0.9,0,0,XRAI_0.10,0,0,eucl,0.9
19782,2,25,1,0.6,28,25,2500,0.88,12,5,XRAI_0.10,1,1,eucl,0.85
393,2,25,5,0.3,3,14,2500,0.68,4,0,XRAI_0.10,0,0,eucl,0.65
273,5,10,1,0.6,1,13,2500,0.761253,0,0,XRAI_0.10,0,0,eucl,0.75
19782,2,25,1,0.6,28,27,2500,0.92,12,5,XRAI_0.10,1,1,eucl,0.9
147,2,10,1,1,3,13,400,1,2,0,XRAI_0.10,0,0,eucl,0.95
393,2,25,5,0.3,3,16,2500,0.76,5,0,XRAI_0.10,0,0,eucl,0.75
461,2,15,1,1,5,5,900,0.8,3,2,XRAI_0.10,0,0,eucl,0.65
147,2,10,1,1,3,13,400,1,2,0,XRAI_0.10,0,0,eucl,1
19782,2,25,1,0.6,28,30,2500,0.96,12,5,XRAI_0.10,1,1,eucl,0.95
393,2,25,5,0.3,3,19,2500,0.84,6,0,XRAI_0.10,0,0,eucl,0.8
219,2,10,1,1,4,0,400,0,0,0,XRAI_0.10,0,0,eucl,0
461,2,15,1,1,5,5,900,0.8,3,2,XRAI_0.10,0,0,eucl,0.75
21389,5,50,3,0.6,20,80,62500,0.801103,31,19,XRAI_0.10,0,0,eucl,0.8
219,2,10,1,1,4,2,400,0.3,0,0,XRAI_0.10,0,0,eucl,0.1
461,2,15,1,1,5,5,900,0.8,3,2,XRAI_0.10,0,0,eucl,0.8
393,2,25,5,0.3,3,24,2500,0.88,5,0,XRAI_0.10,0,0,eucl,0.85
273,5,10,1,0.6,1,21,2500,0.832668,3,0,XRAI_0.10,0,0,eucl,0.8
219,2,10,1,1,4,2,400,0.3,0,0,XRAI_0.10,0,0,eucl,0.25
461,2,15,1,1,5,10,900,0.933333,5,2,XRAI_0.10,0,0,eucl,0.85
219,2,10,1,1,4,3,400,0.4,0,0,XRAI_0.10,0,0,eucl,0.4
19782,2,25,1,0.6,28,41,2500,1,12,5,XRAI_0.10,1,0,eucl,1
1002,5,5,1,1,13,2,625,0.4,0,0,XRAI_0.10,0,0,eucl,0.4
13083,2,50,1,1,16,10,10000,0.4,29,26,XRAI_0.10,0,0,eucl,0.4
273,5,10,1,0.6,1,28,2500,0.858579,3,0,XRAI_0.10,0,0,eucl,0.85
219,2,10,1,1,4,4,400,0.7,0,0,XRAI_0.10,0,0,eucl,0.5
393,2,25,5,0.3,3,39,2500,0.96,6,0,XRAI_0.10,0,0,eucl,0.9
461,2,15,1,1,5,10,900,0.933333,5,2,XRAI_0.10,0,0,eucl,0.9
219,2,10,1,1,4,4,400,0.7,0,0,XRAI_0.10,0,0,eucl,0.65
21209,2,25,1,0.6,29,0,2500,0,8,8,XRAI_0.10,1,1,eucl,0
219,2,10,1,1,4,5,400,0.9,0,0,XRAI_0.10,0,0,eucl,0.75
21209,2,25,1,0.6,29,1,2500,0.12,8,8,XRAI_0.10,1,1,eucl,0.1
219,2,10,1,1,4,5,400,0.9,0,0,XRAI_0.10,0,0,eucl,0.8
461,2,15,1,1,5,21,900,1,5,2,XRAI_0.10,0,0,eucl,0.95
393,2,25,5,0.3,3,39,2500,0.96,6,0,XRAI_0.10,0,0,eucl,0.95
219,2,10,1,1,4,5,400,0.9,0,0,XRAI_0.10,0,0,eucl,0.85
461,2,15,1,1,5,21,900,1,5,2,XRAI_0.10,0,0,eucl,1
219,2,10,1,1,4,5,400,0.9,0,0,XRAI_0.10,0,0,eucl,0.9
21209,2,25,1,0.6,29,3,2500,0.32,9,8,XRAI_0.10,1,1,eucl,0.25
13083,2,50,1,1,16,13,10000,0.5,29,26,XRAI_0.10,0,0,eucl,0.5
1002,5,5,1,1,13,3,625,0.585271,0,0,XRAI_0.10,0,0,eucl,0.5
273,5,10,1,0.6,1,54,2500,0.905132,1,0,XRAI_0.10,0,0,eucl,0.9
628,2,15,1,1,6,0,900,0,1,1,XRAI_0.10,0,0,eucl,0
219,2,10,1,1,4,11,400,1,0,0,XRAI_0.10,0,0,eucl,0.95
21209,2,25,1,0.6,29,4,2500,0.44,9,8,XRAI_0.10,1,1,eucl,0.4
628,2,15,1,1,6,1,900,0.133333,1,1,XRAI_0.10,0,0,eucl,0.1
393,2,25,5,0.3,3,53,2500,1,5,0,XRAI_0.10,0,0,eucl,1
21389,5,50,3,0.6,20,93,62500,0.850869,31,19,XRAI_0.10,0,0,eucl,0.85
943,5,15,1,0.3,6,349,5625,1,6,3,XRAI_0.10,0,0,eucl,1
628,2,15,1,1,6,4,900,0.266667,1,1,XRAI_0.10,0,0,eucl,0.25
19062,5,25,5,0.3,27,169,15625,0.954393,8,3,XRAI_0.10,0,0,eucl,0.95
219,2,10,1,1,4,11,400,1,0,0,XRAI_0.10,0,0,eucl,1
1140,5,15,1,0.3,7,0,5625,1.11022e-16,4,4,XRAI_0.10,0,0,eucl,0
21209,2,25,1,0.6,29,6,2500,0.52,9,8,XRAI_0.10,1,1,eucl,0.5
574,2,25,5,0.3,4,0,2500,0,2,2,XRAI_0.10,0,0,eucl,0
311,2,10,1,1,5,0,400,0,1,1,XRAI_0.10,0,0,eucl,0
1140,5,15,1,0.3,7,2,5625,0.121871,4,4,XRAI_0.10,0,0,eucl,0.1
574,2,25,5,0.3,4,1,2500,0.12,2,2,XRAI_0.10,0,0,eucl,0.1
21209,2,25,1,0.6,29,8,2500,0.68,10,8,XRAI_0.10,1,1,eucl,0.65
1140,5,15,1,0.3,7,4,5625,0.289132,4,4,XRAI_0.10,0,0,eucl,0.25
628,2,15,1,1,6,5,900,0.4,3,1,XRAI_0.10,0,0,eucl,0.4
273,5,10,1,0.6,1,88,2500,0.955279,1,0,XRAI_0.10,0,0,eucl,0.95
574,2,25,5,0.3,4,3,2500,0.28,3,2,XRAI_0.10,0,0,eucl,0.25
1140,5,15,1,0.3,7,6,5625,0.403715,5,4,XRAI_0.10,0,1,eucl,0.4
628,2,15,1,1,6,6,900,0.6,4,1,XRAI_0.10,0,0,eucl,0.5
311,2,10,1,1,5,1,400,0.3,1,1,XRAI_0.10,0,0,eucl,0.1
1140,5,15,1,0.3,7,9,5625,0.508291,5,4,XRAI_0.10,1,1,eucl,0.5
574,2,25,5,0.3,4,4,2500,0.4,4,2,XRAI_0.10,0,0,eucl,0.4
311,2,10,1,1,5,1,400,0.3,1,1,XRAI_0.10,0,0,eucl,0.25
21209,2,25,1,0.6,29,10,2500,0.8,12,8,XRAI_0.10,1,1,eucl,0.75
311,2,10,1,1,5,2,400,0.5,1,1,XRAI_0.10,0,0,eucl,0.4
1140,5,15,1,0.3,7,15,5625,0.668003,5,4,XRAI_0.10,1,1,eucl,0.65
628,2,15,1,1,6,7,900,0.733333,4,1,XRAI_0.10,0,0,eucl,0.65
574,2,25,5,0.3,4,8,2500,0.56,5,2,XRAI_0.10,0,0,eucl,0.5
311,2,10,1,1,5,2,400,0.5,1,1,XRAI_0.10,0,0,eucl,0.5
1140,5,15,1,0.3,7,20,5625,0.7913,6,4,XRAI_0.10,1,1,eucl,0.75
21209,2,25,1,0.6,29,10,2500,0.8,12,8,XRAI_0.10,1,1,eucl,0.8
574,2,25,5,0.3,4,11,2500,0.72,5,2,XRAI_0.10,0,0,eucl,0.65
311,2,10,1,1,5,6,400,0.7,1,1,XRAI_0.10,0,0,eucl,0.65
628,2,15,1,1,6,8,900,0.8,5,1,XRAI_0.10,0,0,eucl,0.75
311,2,10,1,1,5,7,400,0.9,1,1,XRAI_0.10,0,1,eucl,0.75
21209,2,25,1,0.6,29,17,2500,0.92,13,8,XRAI_0.10,1,1,eucl,0.85
1140,5,15,1,0.3,7,25,5625,0.815008,6,4,XRAI_0.10,1,1,eucl,0.8
628,2,15,1,1,6,8,900,0.8,5,1,XRAI_0.10,0,0,eucl,0.8
311,2,10,1,1,5,7,400,0.9,1,1,XRAI_0.10,1,1,eucl,0.8
628,2,15,1,1,6,9,900,0.866667,5,1,XRAI_0.10,0,0,eucl,0.85
574,2,25,5,0.3,4,12,2500,0.76,5,2,XRAI_0.10,0,0,eucl,0.75
21209,2,25,1,0.6,29,17,2500,0.92,13,8,XRAI_0.10,1,1,eucl,0.9
311,2,10,1,1,5,7,400,0.9,1,1,XRAI_0.10,1,1,eucl,0.85
628,2,15,1,1,6,11,900,0.933333,6,1,XRAI_0.10,0,0,eucl,0.9
311,2,10,1,1,5,7,400,0.9,1,1,XRAI_0.10,1,1,eucl,0.9
1140,5,15,1,0.3,7,38,5625,0.858579,6,4,XRAI_0.10,1,1,eucl,0.85
574,2,25,5,0.3,4,16,2500,0.84,8,2,XRAI_0.10,0,0,eucl,0.8
628,2,15,1,1,6,16,900,1,6,1,XRAI_0.10,0,0,eucl,0.95
311,2,10,1,1,5,12,400,1,1,1,XRAI_0.10,1,0,eucl,0.95
21209,2,25,1,0.6,29,20,2500,0.96,14,8,XRAI_0.10,1,1,eucl,0.95
1140,5,15,1,0.3,7,49,5625,0.903391,6,4,XRAI_0.10,1,1,eucl,0.9
574,2,25,5,0.3,4,17,2500,0.92,8,2,XRAI_0.10,0,0,eucl,0.85
311,2,10,1,1,5,12,400,1,1,1,XRAI_0.10,0,0,eucl,1
574,2,25,5,0.3,4,17,2500,0.92,8,2,XRAI_0.10,0,0,eucl,0.9
628,2,15,1,1,6,16,900,1,6,1,XRAI_0.10,0,0,eucl,1
423,2,10,1,1,6,0,400,0,1,1,XRAI_0.10,0,0,eucl,0
273,5,10,1,0.6,1,157,2500,1,1,0,XRAI_0.10,0,0,eucl,1
423,2,10,1,1,6,1,400,0.6,1,1,XRAI_0.10,0,0,eucl,0.1
1140,5,15,1,0.3,7,64,5625,0.95286,6,4,XRAI_0.10,1,1,eucl,0.95
825,2,15,1,1,7,0,900,0,3,3,XRAI_0.10,0,0,eucl,0
305,5,10,1,0.6,2,0,2500,1.11022e-16,1,1,XRAI_0.10,0,0,eucl,0
825,2,15,1,1,7,1,900,0.2,3,3,XRAI_0.10,0,0,eucl,0.1
423,2,10,1,1,6,1,400,0.6,1,1,XRAI_0.10,0,0,eucl,0.25
574,2,25,5,0.3,4,36,2500,0.96,6,2,XRAI_0.10,0,0,eucl,0.95
21209,2,25,1,0.6,29,41,2500,1,15,8,XRAI_0.10,1,0,eucl,1
305,5,10,1,0.6,2,1,2500,0.107812,1,1,XRAI_0.10,0,0,eucl,0.1
423,2,10,1,1,6,1,400,0.6,1,1,XRAI_0.10,0,0,eucl,0.4
825,2,15,1,1,7,2,900,0.4,3,3,XRAI_0.10,0,0,eucl,0.25
126,2,25,1,1,0,0,2500,0,10,10,XRAI_0.10,0,0,eucl,0
305,5,10,1,0.6,2,3,2500,0.284458,1,1,XRAI_0.10,0,0,eucl,0.25
423,2,10,1,1,6,1,400,0.6,1,1,XRAI_0.10,0,0,eucl,0.5
825,2,15,1,1,7,2,900,0.4,3,3,XRAI_0.10,0,0,eucl,0.4
305,5,10,1,0.6,2,4,2500,0.416905,1,1,XRAI_0.10,0,0,eucl,0.4
825,2,15,1,1,7,4,900,0.533333,3,3,XRAI_0.10,0,0,eucl,0.5
423,2,10,1,1,6,2,400,0.8,1,1,XRAI_0.10,0,0,eucl,0.65
825,2,15,1,1,7,5,900,0.666667,5,3,XRAI_0.10,0,0,eucl,0.65
423,2,10,1,1,6,2,400,0.8,1,1,XRAI_0.10,0,0,eucl,0.75
825,2,15,1,1,7,6,900,0.8,5,3,XRAI_0.10,0,0,eucl,0.75
305,5,10,1,0.6,2,6,2500,0.530958,2,1,XRAI_0.10,0,0,eucl,0.5
126,2,25,1,1,0,2,2500,0.12,10,10,XRAI_0.10,0,0,eucl,0.1
423,2,10,1,1,6,2,400,0.8,1,1,XRAI_0.10,0,0,eucl,0.8
825,2,15,1,1,7,6,900,0.8,5,3,XRAI_0.10,0,0,eucl,0.8
423,2,10,1,1,6,3,400,0.9,1,1,XRAI_0.10,0,0,eucl,0.85
825,2,15,1,1,7,7,900,0.866667,5,3,XRAI_0.10,0,0,eucl,0.85
305,5,10,1,0.6,2,10,2500,0.650715,3,1,XRAI_0.10,0,0,eucl,0.65
423,2,10,1,1,6,3,400,0.9,1,1,XRAI_0.10,0,0,eucl,0.9
126,2,25,1,1,0,5,2500,0.32,12,10,XRAI_0.10,0,0,eucl,0.25
574,2,25,5,0.3,4,81,2500,1,8,2,XRAI_0.10,0,0,eucl,1
825,2,15,1,1,7,9,900,0.933333,6,3,XRAI_0.10,0,0,eucl,0.9
126,2,25,1,1,0,7,2500,0.44,14,10,XRAI_0.10,0,0,eucl,0.4
423,2,10,1,1,6,19,400,1,5,1,XRAI_0.10,0,0,eucl,0.95
126,2,25,1,1,0,8,2500,0.52,13,10,XRAI_0.10,0,0,eucl,0.5
423,2,10,1,1,6,19,400,1,5,1,XRAI_0.10,0,0,eucl,1
805,2,25,5,0.3,5,0,2500,0,0,0,XRAI_0.10,0,0,eucl,0
825,2,15,1,1,7,16,900,1,5,3,XRAI_0.10,0,0,eucl,0.95
126,2,25,1,1,0,13,2500,0.72,20,10,XRAI_0.10,0,0,eucl,0.65
825,2,15,1,1,7,16,900,1,5,3,XRAI_0.10,0,0,eucl,1
305,5,10,1,0.6,2,20,2500,0.818341,3,1,XRAI_0.10,0,0,eucl,0.75
805,2,25,5,0.3,5,1,2500,0.12,0,0,XRAI_0.10,0,0,eucl,0.1
126,2,25,1,1,0,14,2500,0.84,20,10,XRAI_0.10,0,0,eucl,0.75
305,5,10,1,0.6,2,20,2500,0.818341,3,1,XRAI_0.10,0,0,eucl,0.8
555,2,10,1,1,7,0,400,0,0,0,XRAI_0.10,0,0,eucl,0
1140,5,15,1,0.3,7,184,5625,1,7,4,XRAI_0.10,1,1,eucl,1
1002,5,5,1,1,13,4,625,0.683772,0,0,XRAI_0.10,0,0,eucl,0.65
13083,2,50,1,1,16,18,10000,0.66,34,26,XRAI_0.10,0,0,eucl,0.65
21389,5,50,3,0.6,20,136,62500,0.901613,34,19,XRAI_0.10,0,0,eucl,0.9
1367,5,15,1,0.3,8,0,5625,1.11022e-16,2,2,XRAI_0.10,0,0,eucl,0
1052,2,15,1,1,8,0,900,0,3,3,XRAI_0.10,0,0,eucl,0
305,5,10,1,0.6,2,23,2500,0.877526,3,1,XRAI_0.10,0,0,eucl,0.85
1367,5,15,1,0.3,8,1,5625,0.118083,2,2,XRAI_0.10,0,0,eucl,0.1
555,2,10,1,1,7,1,400,0.5,0,0,XRAI_0.10,0,0,eucl,0.1
1052,2,15,1,1,8,1,900,0.133333,3,3,XRAI_0.10,0,0,eucl,0.1
805,2,25,5,0.3,5,2,2500,0.32,3,0,XRAI_0.10,0,0,eucl,0.25
1052,2,15,1,1,8,2,900,0.266667,3,3,XRAI_0.10,0,1,eucl,0.25
305,5,10,1,0.6,2,25,2500,0.916334,3,1,XRAI_0.10,0,0,eucl,0.9
805,2,25,5,0.3,5,3,2500,0.4,4,0,XRAI_0.10,0,0,eucl,0.4
555,2,10,1,1,7,1,400,0.5,0,0,XRAI_0.10,0,0,eucl,0.25
1367,5,15,1,0.3,8,3,5625,0.275815,2,2,XRAI_0.10,0,0,eucl,0.25
555,2,10,1,1,7,1,400,0.5,0,0,XRAI_0.10,0,0,eucl,0.4
1052,2,15,1,1,8,5,900,0.466667,4,3,XRAI_0.10,1,1,eucl,0.4
555,2,10,1,1,7,1,400,0.5,0,0,XRAI_0.10,0,0,eucl,0.5
1367,5,15,1,0.3,8,5,5625,0.444222,3,2,XRAI_0.10,0,0,eucl,0.4
805,2,25,5,0.3,5,10,2500,0.52,5,0,XRAI_0.10,0,0,eucl,0.5
305,5,10,1,0.6,2,38,2500,0.955279,3,1,XRAI_0.10,0,0,eucl,0.95
555,2,10,1,1,7,3,400,0.7,1,0,XRAI_0.10,0,0,eucl,0.65
126,2,25,1,1,0,14,2500,0.84,20,10,XRAI_0.10,0,0,eucl,0.8
1367,5,15,1,0.3,8,12,5625,0.523438,4,2,XRAI_0.10,0,0,eucl,0.5
1052,2,15,1,1,8,6,900,0.533333,4,3,XRAI_0.10,1,1,eucl,0.5
555,2,10,1,1,7,5,400,0.9,1,0,XRAI_0.10,0,0,eucl,0.75
126,2,25,1,1,0,16,2500,0.92,20,10,XRAI_0.10,0,0,eucl,0.85
555,2,10,1,1,7,5,400,0.9,1,0,XRAI_0.10,0,0,eucl,0.8
805,2,25,5,0.3,5,21,2500,0.72,6,0,XRAI_0.10,0,0,eucl,0.65
1367,5,15,1,0.3,8,23,5625,0.673401,4,2,XRAI_0.10,0,1,eucl,0.65
555,2,10,1,1,7,5,400,0.9,1,0,XRAI_0.10,0,0,eucl,0.85
126,2,25,1,1,0,16,2500,0.92,20,10,XRAI_0.10,0,0,eucl,0.9
555,2,10,1,1,7,5,400,0.9,1,0,XRAI_0.10,0,0,eucl,0.9
805,2,25,5,0.3,5,24,2500,0.76,5,0,XRAI_0.10,0,0,eucl,0.75
1052,2,15,1,1,8,9,900,0.733333,5,3,XRAI_0.10,1,0,eucl,0.65
555,2,10,1,1,7,7,400,1,1,0,XRAI_0.10,0,0,eucl,0.95
155,5,5,1,0.3,2,625,625,0.910557,1,0,XRAI_0.10,1,1,eucl,0.95
126,2,25,1,1,0,28,2500,0.96,15,10,XRAI_0.10,0,0,eucl,0.95
155,5,5,1,0.3,2,625,625,0.910557,1,0,XRAI_0.10,1,1,eucl,1
1367,5,15,1,0.3,8,46,5625,0.75963,4,2,XRAI_0.10,1,1,eucl,0.75
1052,2,15,1,1,8,12,900,0.8,4,3,XRAI_0.10,0,0,eucl,0.75
555,2,10,1,1,7,7,400,1,1,0,XRAI_0.10,0,0,eucl,1
805,2,25,5,0.3,5,29,2500,0.8,4,0,XRAI_0.10,0,0,eucl,0.8
182,5,5,1,0.3,3,0,625,1.11022e-16,0,0,XRAI_0.10,0,0,eucl,0
707,2,10,1,1,8,0,400,0,0,0,XRAI_0.10,0,0,eucl,0
1052,2,15,1,1,8,12,900,0.8,4,3,XRAI_0.10,0,0,eucl,0.8
182,5,5,1,0.3,3,1,625,0.137446,0,0,XRAI_0.10,0,0,eucl,0.1
1052,2,15,1,1,8,14,900,0.933333,5,3,XRAI_0.10,0,0,eucl,0.85
1367,5,15,1,0.3,8,56,5625,0.819877,4,2,XRAI_0.10,1,1,eucl,0.8
805,2,25,5,0.3,5,36,2500,0.92,7,0,XRAI_0.10,0,0,eucl,0.85
182,5,5,1,0.3,3,2,625,0.270617,0,0,XRAI_0.10,0,0,eucl,0.25
1052,2,15,1,1,8,14,900,0.933333,5,3,XRAI_0.10,0,0,eucl,0.9
707,2,10,1,1,8,1,400,0.3,0,0,XRAI_0.10,0,0,eucl,0.1
805,2,25,5,0.3,5,36,2500,0.92,7,0,XRAI_0.10,0,0,eucl,0.9
182,5,5,1,0.3,3,3,625,0.44143,0,0,XRAI_0.10,0,0,eucl,0.4
